"","Hela-C-1","Hela-C-2","Hela-C-3","Hela-C-4","Hela-d-1","Hela-d-2","Hela-d-3","Hela-d-4"
"TTPAL",166.385877318568,151.607897846171,180.774278833027,141.527458685776,163.312969795772,150.920685624342,144.611186903138,162.301296320863
"PREX1",149.304437441757,174.384671231512,166.651288299196,175.22447265858,111.284059064376,116.662615881393,115.961800818554,95.7286089078143
"SDC4",211.936383656731,223.497088843652,229.733979350305,208.247546351928,173.429702437988,148.143004293832,166.43929058663,159.385704171386
"NCOA3",700.339034949259,668.355944026079,566.802686757719,583.632282008962,683.602077109736,695.809173292594,642.56480218281,628.796040237115
"NCOA5",263.813349208528,240.579668882657,247.623100693156,241.270620045275,235.5753458116,238.880594423805,251.932696680309,239.564488281992
"PARD6B",33.530233832259,32.7416117414267,32.0121118766818,28.3054917371552,28.9049504063313,26.8509195282571,18.6448385629832,24.2966012456382
"TOX2",7.59175105636053,6.40596751462696,9.41532702255347,12.1309250302094,7.22623760158283,2.77768133050936,9.09504320145521,3.40152417438934
"ZNFX1",381.485490582116,348.057568294731,456.643360593843,395.602944040717,1008.06014542081,946.263439926854,938.608458390177,900.43204216335
"ZNF831",23.407899090445,44.1299984340968,42.3689716014906,58.6328043126786,23.1239603250651,33.3321759661123,37.7444292860391,42.7620181923232
"PPP4R1L",25.9384827758985,25.6238700585078,30.1290464721711,26.9576111782431,21.6787128047485,28.70270708193,20.918599363347,26.726261370202
"PMEPA1",127.161830194039,168.690477885177,184.540409642048,203.529964395735,103.335197702635,138.884066525468,154.160982264666,165.216888470339
"BCAS4",6.32645921363377,3.55887084145942,7.53226161804278,6.73940279456076,5.78099008126627,2.31473444209113,5.45702592087312,5.34525227404039
"KCNK15",27.2037746186252,24.912095890216,32.0121118766818,35.044894531716,13.0072276828491,18.9808224251473,16.3710777626194,18.9513489715978
"NAGK",85.4071993840559,84.7011260267342,90.3871394165133,87.6122363292899,69.3718809751952,100.922421675173,76.8531150522965,78.2350560109548
"PAIP2B",13.9182102699943,24.2003217219241,19.7721867473623,16.1745667069458,6.50361384142455,14.351353540965,10.9140518417462,15.5498247972084
"ATP8A1",16.4487939554478,24.912095890216,27.3044483654051,26.9576111782431,5.05836632110799,8.33304399152807,11.8235561618918,13.1201646726446
"ZNF45",80.9786779345123,77.5833843438154,62.1411583488529,53.9152223564861,76.598118576778,56.4795203870236,48.2037289677126,45.191678316887
"TRERF1",97.4274718899601,112.460318590118,90.3871394165133,112.548026669165,110.561435304217,117.588509658229,121.8735788995,118.081482053801
"BTN2A2",46.1831522595265,45.5535467706806,41.4274388992353,44.480058444101,99.7220789018431,93.5152714604817,84.1291496134607,85.0381043597335
"BTN2A3P",36.6934634390759,43.4182242658049,37.6613080902139,33.6970139728038,38.299059288389,35.1839635197852,29.1041382446567,27.2121933951147
"SERPINB6",576.9730802834,574.401753811551,623.29464889304,574.197118096577,609.171829813433,653.218059558117,631.195998180991,606.929099116041
"PEX6",46.8157981808899,42.7064500975131,55.5504294330655,72.7855501812562,41.9121780891804,48.6094232839138,56.3892678490223,49.5650665411018
"NQO2",262.548057365802,217.802895497317,227.850913945794,221.726351941049,201.612029084161,193.0488524704,208.731241473397,179.794849217722
"PRICKLE4",15.1835021127211,21.3532250487565,23.5383175563837,25.6097306193309,20.9560890445902,18.9808224251473,19.0995907230559,15.0638927722957
