"","diseases","controls"
"GSM85215",0,1
"GSM85216",0,1
"GSM85217",0,1
"GSM85218",0,1
"GSM85219",0,1
"GSM85220",0,1
"GSM85221",0,1
"GSM85222",1,0
"GSM85223",1,0
"GSM85224",1,0
"GSM85225",1,0
"GSM85226",1,0
"GSM85227",1,0
"GSM85228",1,0
