"","diseases","controls"
"GSM175776",0,1
"GSM175777",0,1
"GSM175778",0,1
"GSM175779",0,1
"GSM175780",0,1
"GSM175781",0,1
"GSM175782",0,1
"GSM175783",0,1
"GSM175784",0,1
"GSM175785",0,1
"GSM175766",1,0
"GSM175767",1,0
"GSM175768",1,0
"GSM175769",1,0
"GSM175770",1,0
"GSM175771",1,0
"GSM175772",1,0
"GSM175773",1,0
"GSM175774",1,0
"GSM175775",1,0
