"","diseases","controls"
"GSM492649",0,1
"GSM525014",0,1
"GSM525015",0,1
"GSM525016",0,1
"GSM492653",1,0
"GSM492654",1,0
"GSM492655",1,0
"GSM492656",1,0
"GSM533622",1,0
"GSM533623",1,0
"GSM533624",1,0
"GSM533625",1,0
"GSM533626",1,0
"GSM533627",1,0
"GSM533628",1,0
"GSM533629",1,0
"GSM533630",1,0
