"","diseases","controls"
"GSM609354",0,1
"GSM609355",0,1
"GSM609356",0,1
"GSM609357",0,1
"GSM609346",1,0
"GSM609347",1,0
"GSM609348",1,0
"GSM609349",1,0
"GSM609350",1,0
"GSM609351",1,0
"GSM609352",1,0
"GSM609353",1,0
