"","diseases","controls"
"GSM505297",0,1
"GSM505298",0,1
"GSM505299",0,1
"GSM505300",0,1
"GSM505301",0,1
"GSM505302",0,1
"GSM505332",0,1
"GSM505618",0,1
"GSM505308",1,0
"GSM505312",1,0
"GSM505313",1,0
"GSM505314",1,0
"GSM505606",1,0
"GSM505607",1,0
"GSM505617",1,0
"GSM505623",1,0
