"","diseases","controls"
"GSM11805",0,1
"GSM11823",0,1
"GSM12075",0,1
"GSM12098",0,1
"GSM12268",0,1
"GSM11814",1,0
"GSM11830",1,0
"GSM12067",1,0
"GSM12079",1,0
"GSM12100",1,0
"GSM12105",1,0
"GSM12270",1,0
"GSM12283",1,0
"GSM12298",1,0
"GSM12300",1,0
"GSM12399",1,0
"GSM12444",1,0
