"","GSM93938","GSM93939","GSM93941","GSM93943","GSM93944","GSM93946","GSM93948","GSM93950","GSM93952","GSM93954","GSM93789","GSM93920","GSM93921","GSM93922","GSM93923","GSM93924","GSM93925","GSM93926","GSM93927","GSM93928","GSM93929","GSM93932"
"CALR3",5.70729930145358,4.97270823798652,4.41607079794647,4.73223395420174,6.05260869555197,4.46709687414129,4.9612500965272,5.43389894319913,5.28534784703758,4.29577945232904,4.97644591376837,4.96755946886795,4.49610591029444,5.4006787902385,5.28075207663753,4.70256659847379,4.97644591376837,5.33767382520223,4.80728500913164,5.20292190058231,5.22197896387064,4.36837219874416
"C10orf25",11.527507216547,15.1859350492306,17.3838570472077,9.87843452953816,12.0806161657408,10.471889769664,11.9546730280712,9.84305723316434,18.592584108525,15.306588073471,21.1350394466647,12.9910264408022,16.525638799866,15.3349166127751,14.5217811581631,13.901044714424,14.0216830289351,13.3919672521534,12.2841951931671,15.7600338341494,15.0718242299845,14.5178672148317
"ZNF485",3.70575478288419,3.65385742055032,4.07709108531412,5.27138716299036,4.23630701797092,3.74900551486167,3.68905708574377,3.90947512704948,3.96992148207825,4.05220082139653,3.90844680338463,3.67790568191101,4.50907813195825,4.36909607629115,3.72471658606134,4.33461653590477,3.45782051644734,4.2291749171335,4.49015084575534,4.1007378157103,3.55114596224338,3.71324678214451
"MFSD6L",9.65856173869619,9.65539788442033,7.93200038774071,8.87818458334514,10.3202507263656,8.96826906420282,10.5771342872865,10.6782809816258,7.54772378902517,8.20960867573225,9.36206815031554,9.08874452099755,8.72499441265187,9.65856173869619,8.07373944947988,7.36017664566986,8.13328590888737,7.21045250933252,8.70111850224854,9.86373391831436,9.71945417103199,8.30902524204513
"ESX1",4.59749827225103,4.70786630543339,4.00636391324015,4.91030374438337,3.90231924688734,4.82890440903683,4.72322871427145,4.70786630543339,4.05847527128899,4.59769752106422,3.66974519694257,4.71322912214221,5.19978431042203,4.59849268586089,4.26693626948533,3.86488611695239,4.38701201722052,4.5325563092407,4.88956248100605,4.73844800756594,4.34964280927705,4.69380958921522
"FAM167A-AS1",4.15589829630394,4.57044621714376,4.3646089787676,4.11613951933568,3.87851801111421,4.92455947729824,4.04891501578879,4.18260992507625,4.46877122156795,4.85862759554144,5.70826323678633,3.9696631237581,4.62982077192936,4.82625599718756,5.06787315601365,5.77074498538566,4.42162219531206,4.49587057898528,4.19024464213635,4.32367610179143,4.52255327658686,4.54805828736868
"DNAJC5G",11.5622683711623,10.2720927273427,9.59680498545887,11.6145889816037,8.47344787629514,10.0979703207435,12.5189888316886,10.3155585333279,10.1858349273086,10.1110147500228,16.4486865782452,10.523419034634,9.90038527897231,10.1431028076861,9.9961968159531,9.02585502016022,8.64459967171309,10.7349642980498,11.8360432058036,10.3748210709076,13.2811084587422,12.3125382426786
"MBD3L2",7.10411992592552,7.15007473973285,7.81059771595391,5.94190165595815,6.67457964927019,7.28077617197849,8.86292482763318,7.37133091507264,7.71204713087488,8.02187960697903,12.7391591288364,6.85488934838582,7.61134564919863,8.25811725476823,6.48550898114579,7.55611507572539,7.0716900418902,6.95614433626661,8.30713173702498,6.75376913801304,6.88152357941101,6.53891154930395
"FAM46D",4.13927768566024,4.27835755652462,3.9323914290344,4.26635566022762,4.32732970534001,3.55550451372196,4.69182303060666,4.00144008140561,4.50917813968214,4.29258474558026,4.46172185005848,4.57599482922999,3.91099656711474,4.24916623042876,4.68327694758992,4.52739636336922,4.55369869912481,4.49587057898528,4.38371297508551,4.55036089863228,5.27448317090107,4.29424566687019
"SERPINB11",4.9323139412515,4.2950516968281,4.76912539878771,4.70118950969017,4.74208470586164,4.0492973945448,4.97681755932813,4.49130229483147,4.47859873552807,4.76912539878771,4.65152014711088,5.11848425861108,4.58074068014068,5.13680997170406,5.01278670291033,5.46192429210694,4.96181660610035,4.85682177660378,4.87703564801384,4.68749436090665,4.46665028528524,4.61824355009933
"MPP4",3.41051500124639,3.79898771094294,3.74610367304478,3.74420251335026,3.6562713512453,4.68162427728032,3.78813515573409,3.73130384088382,3.73883470931104,3.3888702502528,4.03129267939867,3.86798253457845,3.53543163899299,4.14233105555855,4.11398460947475,3.79428097853644,3.60708919913002,3.95031123733856,3.6106143008212,3.69326807305711,3.65999796379995,3.64283620581542
"IDI2",10.6357036218797,10.6014035705798,11.9336849263458,9.83572722024536,9.80983559436745,12.5728040401092,9.62522584720844,9.39982510672372,9.89831772711852,9.73607887422181,16.6830823314774,10.5151426906029,10.5558781183756,9.29386725788316,9.3520524940089,10.8321978264036,13.0431257880539,9.41690519687187,10.6531900688846,11.1875362125149,9.70025777019521,10.4984228242727
"SLAMF6",16.2432127947296,28.7906391067515,21.2468889733733,28.5189983114764,20.1464445516779,10.3613543649029,11.368705199284,23.3293947603434,25.8594120892822,25.3892983878806,45.9515101708272,16.8171602370381,19.0872645699718,41.8797380396502,25.2017800419641,52.6767982642218,24.4749076202054,31.818838639617,44.7908542472575,19.2842750270748,29.2681608394032,24.6385675453402
"GPBAR1",9.9288891957514,10.6300828862765,9.83885915763316,9.57644276451165,12.8770603978398,12.2735629214931,13.0399695655816,12.1386503719546,12.9280623409587,11.7765306139158,19.5065893099521,10.1066672143232,11.0363956415804,14.0275442943125,12.5272629714333,12.7684516043108,12.1707161397289,14.0419844584349,10.3878634219548,15.8247224345443,16.2282877849424,17.499288325059
"BRSK1",43.6246401562102,65.3904857005901,73.717611774454,56.7756897795808,87.9408299507813,93.9612535667055,93.5341966529692,52.5707059610506,114.793242912762,121.950393763345,97.0747778869659,65.8317260626854,76.2633283839255,85.0846648472922,95.8293859174523,75.4751376013358,63.1591252521732,87.1747376579011,83.0407085865062,92.8333740896033,129.732947171579,82.7090757859271
"CRB2",6.28052706166387,5.33880697179926,5.37616293007158,5.20634978295474,4.28432740903688,5.1409725354549,6.01324482136084,5.72088101514687,5.24910858534363,4.81666416125282,7.51095755946727,4.31126328717451,4.85374707394696,4.98211743893949,4.875129945744,4.98211743893949,4.4516275729402,5.19771014354987,5.3322417382955,6.51549742728345,6.80830347166399,5.36029902625659
"WBP2NL",4.15589829630394,4.13156479795798,4.26530021793758,4.55323278499738,4.47532020576705,4.0606634462305,4.19948573101595,3.97688662636653,4.52171468895543,4.52563163601979,4.3027037177712,3.8375387091571,4.18260992507625,6.46813820056364,4.61630830132826,3.67087424776313,4.34576030634339,4.07682601172254,4.15208549116627,4.16351816322079,3.83319058926994,3.66338246371773
"ART5",18.4703090128613,15.2195068825031,13.8852452969296,15.9978224571922,14.9292770227038,13.6473306062642,16.3826522253162,15.2195068825031,13.8285918766681,18.7359513634093,21.1639366539838,16.5843071760277,13.5970953784168,16.8734418555153,15.9662968025141,17.5578572023504,16.2068805539574,9.47357242552702,14.8655000705862,15.3822127148466,15.742986400121,13.9425933172636
"FAM71C",4.81530980841601,4.60628771243446,4.83927810526752,4.77448499921611,6.32914919360745,5.78167021538221,5.33254310632927,4.80909380669777,4.76640222155648,5.21620747082712,4.99160087777168,4.85830961604488,5.23641406006613,4.84946613170064,5.0896298564621,4.76171517121638,4.84085350853236,4.40934074982745,4.7482517561929,5.09969734239445,5.40299537641334,5.13359659752309
"NLRP11",5.40935137890816,5.09813064180237,4.87327660133308,4.61794458112218,4.90284140307692,4.65043659950489,4.33228933034522,5.02900354778371,4.5584739211556,4.19038362239867,5.07143432983509,5.08907212452465,4.99388282935767,5.37377436452717,4.95334189373974,5.24209781426537,4.41118373406574,5.04438818924285,6.24843244540998,4.4907479379763,5.26809147967617,5.14423904408352
"IQCD",10.5382144332922,8.93210840635267,9.27550635819902,7.39503270770474,7.51281106520593,9.14736064254272,7.51626955898557,9.49028879762691,7.87632857713091,10.495344535891,13.5227305391051,9.32591591230622,8.88912917734641,9.69793957728736,9.03629621818532,9.40668397554924,7.86555213043666,10.2610578314277,8.88593240745928,11.3815157309559,10.4767313253824,11.6182150114421
"SERPINA12",6.67998889044961,5.8946372675669,6.46183587382598,6.82781372447351,6.76003389173576,7.62590547421057,5.69107681780236,6.03816277232678,7.46901778154732,5.53914467755522,7.20084424699214,6.41886761274731,6.08019183482819,6.52891075109459,6.73188224809006,7.54923954556633,6.97566578347408,6.5052780915906,6.66850625398468,6.95911060029951,6.13649286079773,8.14748146045726
"PRSS36",22.8770613127516,26.4842273037375,15.6104677265344,14.0233330323022,16.2441080682144,16.7036935081261,19.222750414651,21.8019465392613,19.4474223287958,14.5696579179915,15.1672448402537,13.3291393823715,16.6077618360345,13.3966798527926,12.8898055120059,13.0681526285283,12.3431282898144,16.3971493523151,15.0363965131484,19.2413972738636,18.2912100476302,14.5792278262859
"ZDHHC15",4.18127320756565,4.12587902909796,3.98768684727701,4.49863783443774,3.69364753295565,4.02632648170729,4.16638901058215,4.08040471151895,4.30400665870864,4.47841328444265,5.08329552955003,4.40838558434647,4.43250086092036,4.22806928877352,4.1960041658963,4.44318240182334,4.57907446642993,4.47459889547971,4.03937087648941,4.55295349749527,5.56004236653541,4.02664413189073
"NUDT9P1",4.67800008275737,4.67575914797146,4.7147940187721,5.04357068949546,5.69927450149892,4.09839230031113,4.66804347268083,4.68262287095714,4.36046343018126,4.39262981997276,6.17093292944392,4.80590931270515,4.38185789302689,5.01464608129154,4.51100516670659,5.17852417236827,4.34002750245748,4.66333333922548,4.32281784406504,4.72735694843899,5.11738999682483,5.35229219208902
"BTBD16",5.85698582898699,6.03004271385461,7.10566832154253,5.43724107532205,4.37804481523813,5.69061522191922,4.62031121492501,5.67527187307431,5.95399920766452,5.65366280494602,5.62616250650951,6.04165263536218,6.46844950135427,5.39487819315255,5.57586713752469,5.25450153873334,7.51328370225518,4.100855445871,5.62616250650951,5.9205540713113,5.98049345108224,5.64847515883051
"ALMS1P1",8.85495669031124,9.5821022313235,8.8715194017526,8.38542174494691,7.85720776819328,7.49212330776584,8.31939242369739,9.41766477631189,9.11252611692121,7.31421966413346,12.6652276202382,9.37358117440482,7.58129631657775,8.5982865749503,8.91218815799151,8.22492839864191,8.74456209374925,9.86829384896875,8.97296666886323,8.62246831320011,9.81055289687233,10.2925660990136
"TRIML2",8.96337689836303,7.0844443972407,8.74049039791436,7.64009583722957,7.98632035065677,7.62590547421057,9.02159884689221,9.03492387982851,8.93242539234658,9.429017759633,11.2039496461903,8.74595573154758,7.66531941755824,9.66214785876319,9.33469390699434,9.2325413658417,8.12338661061351,11.2350315026707,9.11944805828267,9.96573087838658,10.6024758137935,7.82410274533625
"ABCC13",6.23544127594299,30.6312355826831,26.7426921088076,8.34843514682791,13.9267661631083,12.741410346474,15.1797669691819,7.38343323493999,28.9889141887581,11.4381604791633,12.778041586284,6.28592915642383,19.7171045687494,12.1665007574414,22.7494444012887,16.0273051959506,6.93285461006437,18.2562570362833,17.7327129839476,8.68824900046372,13.909891087491,36.5064121369872
"GTF2A1L",3.79243193574368,4.82033399918788,4.19780790418468,4.44140392450698,3.89227168426273,5.362015635325,3.83329045162075,4.38668292905848,4.21068457565237,3.51130857119815,4.40361086218873,3.83329045162075,4.30950275135028,4.08354848776496,5.03073522470174,4.27382990207049,4.10102010208576,4.62970850355295,4.16003651379444,4.41454658448369,4.09773049128871,4.01020406891793
"MMP21",4.27750356012716,4.39775464929021,3.77274404671537,3.6145775938056,4.02163361789052,3.89835114181173,3.51515316216544,3.65691730347997,3.92321835344116,3.44707083525037,4.07916139285144,3.55550451372196,4.30499679480809,4.82655402349658,3.61842739399114,3.99544874709781,4.40343103492833,3.79825124310157,4.34288391320186,3.56141278946228,3.75607819354855,3.70905415876804
"TMEM190",11.4280955859433,9.84041440298268,7.70428887488736,7.59061097081194,8.58426145784204,8.17868670194266,11.6310003170002,8.84175104757821,13.3966306209903,13.9859108351219,14.5083400530398,11.0655688831464,10.939786688308,10.3615502018867,10.1662631741032,8.34540367330625,13.1020949689942,11.0694596730581,10.4600886318388,12.4963282354183,12.5943582843532,10.9980476819505
"GAS2L2",20.7311846266501,22.1674969362725,18.8017651482237,23.0742840117886,20.1534723121179,20.2882424104624,22.8398942613995,24.5734549943018,19.102383693258,16.0986840275716,24.5839624283336,21.6267832818164,22.0898703082344,25.9024735321242,20.7160524577715,24.5364299896829,24.3690041309929,21.4589136533282,21.8657119831709,23.8238490187369,25.1332626986694,29.4639202194437
"KCNG4",5.14223976525091,5.53531056905985,5.9661334089543,6.41328139936974,5.14223976525091,5.27105029816582,6.09785746509132,5.26528802177495,4.92426709219734,5.62345503044945,7.60787760220056,5.43723709794278,5.44216336832205,5.43723709794278,4.78239801599096,5.65074334753619,6.32249024982148,6.51925966434804,5.91222655314202,5.23621166988914,5.14223976525091,5.60881258570069
"PXT1",4.51290334926796,4.91596916534419,4.33399797924301,4.26993176406027,4.12720445355386,4.16607449864015,4.96380785765852,4.52812361324093,4.95862613949898,4.61559304345971,3.49436188078359,4.31882622067975,4.48379295602017,4.67350936818822,4.54484360410586,4.35191837911098,4.27866378190245,4.57007038814189,4.39203443345009,4.36630027323734,5.15689178673148,4.16610807925167
"WFDC11",7.20535004847204,6.67922152087332,5.69185550727554,7.53003589423867,6.39731275525301,6.17889530664887,7.87503421112285,6.67560648464933,8.0879509173105,6.67922152087332,7.12594931888151,6.23466806149395,8.0350234906664,6.40437313276727,6.38861359946003,6.25781833118471,7.00778177049597,5.93161093870834,5.90243517330182,6.76898780031711,6.85703090214442,7.51745623817517
"SPRR4",49.7162460237946,59.5414543846735,33.4386544783672,50.4536656697768,37.0744870762616,49.5036078866621,53.8950403615016,51.0224242135659,35.4271349832754,45.7886128523604,66.6726040258532,39.575773403258,35.8035977794723,37.0108852580661,36.287730821141,47.620423466779,45.0675943989727,45.2585855524436,45.242246998959,45.8010644852552,59.7194667308066,45.0387946725737
"HSH2D",9.90413156045166,10.8928719266293,9.69207627573157,8.51887473774491,8.16461167852159,11.2062539922467,9.33727527720414,9.4049146248353,13.2896161196446,8.23648254041043,10.9412549190976,6.5131288639948,10.4641897546978,10.344649615467,9.87927785409455,10.8088359709358,6.56151313339816,9.27447423051465,11.427569149673,10.5898192927896,8.74573426755927,8.10690765106558
"JMJD1C-AS1",9.08809418069795,10.1331694804703,6.69551497705202,7.35117980377816,6.48641298075108,6.97585782667245,6.39647334558492,8.02745865965373,8.56958962254282,8.46147806131511,7.2092056655471,10.194022248687,10.1597126200315,7.65569105177668,9.00666121808822,6.55016624696158,8.06043111941463,7.58275883505095,6.85510501844875,8.69798713280044,7.73263385616653,7.20543491862082
"RFX6",4.33084132196343,5.06624722440764,4.52404902916882,4.53180056891258,4.75278926913837,4.04942219462351,5.4209830118875,4.06604906559922,5.55861993646181,5.19699139366538,4.53180056891258,6.43529864832435,5.08305181040616,4.35375633270932,5.78133131079883,3.7845405045869,4.26164823542303,4.36728854031519,5.01553295345057,4.24095485853359,4.03177382508449,5.83705380780619
"DIRC1",3.46782497999787,4.57619911219913,4.1908942134655,3.74368746114803,3.67999568500277,3.60224613749119,3.81483341741116,3.79137351812355,3.89616823263135,3.68870097264868,4.42141411683343,3.06480347251679,3.9530924936787,5.37680322567743,4.02510953755649,3.5479764650672,3.69975567676077,3.55751368245386,4.08551644326161,3.76750110711454,3.82914352381416,4.26291025865491
"DNAJB7",3.87203940457407,3.82508891970475,4.10492678659651,3.66201234596367,3.68631648921225,4.29117151266629,3.65363661765386,3.74820325280088,4.11516791280605,3.77464131073309,5.19060340330573,3.61835279998408,4.01781227300709,4.0420059030713,3.83646697205431,3.74195639052168,3.89084437664968,3.44366510009471,3.82864400594714,3.70075494510364,3.59425971200005,4.07769930358242
"UCN3",18.3921265480273,10.9430723335433,11.9693225499363,11.1825765960814,14.2481262402192,15.2706346159013,15.2706346159013,16.0029973526615,14.8896402407339,13.2943151580123,26.7677758310077,12.0405332955399,13.3258077284426,14.3134113986618,14.2181288485933,13.6015912548695,14.0458386038986,16.4317388364568,13.8110004350171,15.9087010489684,15.5520625401042,17.2471242482723
"ARL11",3.85636494919544,4.18391751055008,3.74452589097671,3.74452589097671,3.58036732070257,3.49794018960902,3.9075974413063,3.67297910278588,4.09344154986031,4.06026943756298,4.51427469325182,3.82161664735505,4.70973643290625,3.61697021898494,3.60662337133947,4.36788008251284,3.15096616340739,3.65480617120308,3.76995957579024,3.55550451372196,3.64147618339373,3.63831093560537
"TUBA3FP",13.13483833941,14.8204751442677,11.4331964189318,11.9453454522603,14.3134113986618,11.5721507317439,16.2762659778093,13.1689658453505,14.8177955455896,14.1451167274873,14.8442952619923,14.7505300166662,14.0562766909093,16.8170167383669,14.0505746291433,14.4069135979584,12.812896639942,13.1910362345299,20.1565359784934,13.6743654463628,14.6180423384421,13.2333436761451
"RHOXF1",8.18910974991882,9.62991409411634,8.10762258775531,6.20028610403508,7.09774182734391,8.57411800184372,7.5172064581689,8.90652953733464,8.36150070687043,9.26776864013072,10.4510595293883,9.41363198145103,9.55949654569711,10.3927088571802,8.2533453903813,8.36150070687043,8.06535395800426,7.36443250327219,7.16057215409377,8.96010619168748,9.47687818757557,7.8444591535144
"DHH",7.787105435714,9.13471354636905,6.77238518649858,6.22881999771507,6.48360967334675,7.15063018977114,6.93297453546066,7.85601983232304,7.31455751842816,7.90944921487081,8.90354986644199,6.64544179012526,7.59811611249722,7.01420738741204,7.07507443302598,7.65781668638769,6.59296800741924,6.80071264363209,6.8241823925633,7.45412120624679,9.52107377614286,7.76375809380776
"C2orf15",5.10958285069901,4.32877094387361,4.64899036719756,4.14944501604995,5.87971739065719,4.36331137555154,4.38848528567855,4.56587128198093,4.28560664508679,4.29665375743144,4.92764325664381,4.22426543997592,4.07039059422045,4.58337402943419,3.37733883269813,4.0823196184242,4.18063972158692,4.12632513306104,4.19474662901583,4.45906569510819,4.23285726887557,4.20195698275524
"KCNH8",4.61648987660433,4.72775754630381,5.5433962729425,4.8416367926502,5.48624097918287,6.06360248978943,4.51803353189417,5.53322116458163,6.08181096392212,8.23736132460285,6.16296290470968,4.46314639678372,5.42786036331953,6.80557932662805,5.60505291197852,10.1325767559165,4.66333333922548,6.12823022175657,7.39914258565766,5.04735583198174,4.91752166675634,5.29449617795535
"SLCO6A1",4.97738290633767,5.20489293922085,4.59380018242493,5.03666608548984,5.39565955370467,5.04445088932791,5.088616087244,5.11557231542959,5.24131888623389,5.83442496601507,5.77223530109467,4.99547550101518,4.15438831561361,5.01464608129154,5.08192929995302,5.66031615929197,5.19060340330573,4.67682162617538,4.99427500157076,4.40825193870091,7.05975914942354,6.20397535238627
