"","diseases","controls"
"GSM492649",0,1
"GSM525014",0,1
"GSM525015",0,1
"GSM525016",0,1
"GSM492650",1,0
"GSM492651",1,0
"GSM492652",1,0
"GSM492653",1,0
"GSM492654",1,0
"GSM492655",1,0
"GSM492656",1,0
"GSM492657",1,0
"GSM492658",1,0
"GSM492659",1,0
"GSM492660",1,0
"GSM492661",1,0
"GSM492662",1,0
"GSM492663",1,0
"GSM492664",1,0
"GSM492665",1,0
"GSM492666",1,0
