"","diseases","controls"
"GSM82381",0,1
"GSM82382",0,1
"GSM82383",0,1
"GSM82384",0,1
"GSM82385",0,1
"GSM82386",1,0
"GSM82387",1,0
"GSM82388",1,0
"GSM82389",1,0
"GSM82390",1,0
"GSM82391",1,0
"GSM82392",1,0
