"","diseases","controls"
"GSM77362",0,1
"GSM77364",0,1
"GSM77366",0,1
"GSM77368",0,1
"GSM77370",0,1
"GSM77372",0,1
"GSM77374",0,1
"GSM77376",0,1
"GSM77378",0,1
"GSM77363",1,0
"GSM77365",1,0
"GSM77367",1,0
"GSM77369",1,0
"GSM77371",1,0
"GSM77373",1,0
"GSM77375",1,0
"GSM77377",1,0
"GSM77379",1,0
