"","GSM160402","GSM160407","GSM160409","GSM160411","GSM160415","GSM160423","GSM160425","GSM160426","GSM160372","GSM160386","GSM160387","GSM160403","GSM160408","GSM160410","GSM160412","GSM160416"
"MMP3",21.3656696401447,20.6629167490088,21.4506195335394,90.1138373418421,30.6390788115946,29.8165253593861,22.01840537237,21.5239071978695,29.565470151538,24.4884739141554,21.4550748811671,20.9760192234928,21.193597168279,21.5799075532365,24.9061576183974,23.0205397312969
"HSD17B1",57.1664067539916,50.9454358111658,101.897578959134,44.9806744205338,47.9259657251952,77.8752715658356,43.3391688565487,61.0701303854079,68.7055551965601,44.6336618572755,48.3507404552937,48.1877942235121,51.7096826024902,71.6939929024423,58.6015057855932,36.6494004138297
"CLGN",1033.88141849562,587.288415481382,1477.24261942649,281.490757279003,35.9373990521036,887.889825403276,311.344049130044,589.886103161129,255.7171516601,96.069921798847,249.795543148711,762.353807525449,356.549053226422,1007.95179187288,718.951179673817,94.0115058304769
"CD2",96.8658503260014,247.541693183691,111.755071094055,164.75458428659,153.06267555385,276.291727661382,379.622062975749,239.85804578623,114.044519185803,244.177165814828,200.694446033721,192.176051509151,172.593340898718,148.154290328132,106.316867132006,416.797732223579
"CPA4",82.2031524444899,71.1590543155004,71.1317365592533,73.4215596630349,88.3494112420401,45.1503394281008,47.4143990293564,52.0185782242983,72.3841334733791,65.373466932069,63.7724465569856,65.3149556209722,72.2099250496331,66.8069401142927,62.2995776890444,82.770224843322
"TSPOAP1",123.38743424482,161.492347139477,129.351333213389,176.353749288938,163.886486821438,139.470249659803,187.256105732556,195.789187328803,182.787148528969,149.406316600243,191.367552491422,157.864403768978,185.019606573499,152.661152045698,133.670805589631,153.537253801461
"GH1",40.35657058392,40.9605005508177,43.1227790998565,39.6651067155408,43.3154403753864,39.4149069936606,37.2347135518989,35.8007390539196,43.6962032062299,39.1775169221258,38.9448046583734,41.2118844829326,40.1234746346363,42.4728818531637,39.0975511057439,41.5066437345557
"VNN1",20.6532393511016,24.3045762930441,21.509232123852,22.4276676774123,25.2913572764764,22.2747354562054,30.7333616009633,28.5921227294328,24.0207042693688,21.7394023660767,21.7487980692289,18.9532309111313,19.6965116017486,19.7707621369384,22.7080261757002,27.0626180992274
"CACNA1H",374.742918465313,315.771696908737,439.249696230639,707.483394616224,345.106969813876,306.111312549832,255.551083044543,278.719432329884,225.318607552705,222.822336530985,349.40426657851,459.317695613582,246.159347799752,475.408512125583,334.708759859259,296.92859883549
"PRSS22",143.406094544446,179.79502094087,177.916291625683,156.973259669631,135.054516814281,212.095650462147,158.199837202548,240.330814535404,250.087063959085,294.183125791424,170.488064603908,144.201448264187,143.263127291814,166.339044900464,150.956482993059,169.083184098507
"GAS2",44.8635642630332,41.7804680760936,50.1749139799053,79.7119359848713,101.682730993001,44.9304007151214,48.8322710707047,51.5529495931145,71.8906367443249,73.5989544300343,47.796748310768,52.2941575917846,47.7398261097145,78.6671656179535,51.3875827364702,52.0744936662078
"GABRB3",35.3577196787507,48.2279372546242,25.6668005124354,26.2403132227835,25.2495309245314,24.2274967492966,26.1726152077837,22.6115312944211,26.9691847006064,21.0587132828543,21.5942530585775,29.5931739601424,43.2601561846178,25.8941741813524,26.1870170845797,24.6218419835777
"NME6",105.735562281146,90.7996441343546,98.4563116846105,64.4954245887801,74.8648150757354,104.336353358214,84.4215838178873,84.6799966818416,104.302794802131,111.366140787072,97.499664611599,102.25248797881,101.804860467733,108.52955781246,105.280397932722,90.4839803722642
"CDK5R2",22.2067492923956,23.1524456671501,22.4614061298001,23.3135777353455,24.3193370450767,24.5239632119306,26.2245074291005,24.4267266920501,26.6471406517653,23.4816442711068,23.0801853030275,23.4716560581386,22.9665290745307,22.8669826133625,22.8458654924563,18.9895287121092
"ZBTB7B",47.9897753843254,51.6166205868782,53.7739427866289,59.5719474374891,53.6913518885499,60.0301221137076,58.8926111640731,55.8296421941651,59.7200466259229,47.1599203128272,50.3075511271437,54.1915055326651,51.7125129603546,53.5434718485508,56.8783372530221,52.2424836154177
"TULP3",312.23646893595,219.393750092104,188.374258005158,249.576503476174,171.76895660782,237.950993920935,240.536520992372,277.041610524511,263.283170537811,264.662891443335,290.976313299146,305.42167665283,221.988754693527,282.298571264279,257.96724734555,221.932163489787
"ZNF197",35.5369300523971,36.0022881534849,36.3758011664818,37.3988244873354,39.4744846360727,40.9589702796597,54.952258119879,39.499429849422,38.5098418734912,38.7677577975799,38.203062883715,35.2944014242912,33.2661877197188,37.6470545654439,34.4532578234674,32.5414889666817
"SLC14A1",331.637299685671,653.91808626779,969.995476845388,285.680905538274,50.1782761368664,1000.20532441559,302.908227675041,467.262207097808,202.394208806172,1548.74055310894,1738.81333300178,802.522376614661,1816.1991548115,1391.69231139307,1057.51484737275,1237.81628896688
"SLC18A2",597.638940801904,220.233081556636,723.699669577917,450.530844292789,64.4202925319446,402.893098527996,249.445409690998,205.062901515038,51.1972515204706,143.278946477567,304.347062843529,317.045541872981,929.010933989943,609.003994234326,702.887028389042,171.63894384418
"NGFR",69.2606420747665,82.5176277051236,68.402330965668,73.7712957935543,85.8313492759066,73.7686386190446,62.1027465821081,81.6329849278828,49.8022970047517,78.8040824840198,112.093476580029,51.9442610030523,81.752624403732,86.4430966411882,62.7697998371978,88.8965281783031
"LY86",164.689484210554,270.425273622804,232.237946409514,349.108041872881,370.43926373971,308.895989413149,688.083724013807,403.483041872881,271.500488854126,262.425809171969,304.614963175202,227.108442697096,231.076803290766,245.060176743361,269.072100296399,549.17716570914
"SPIB",45.4302933670555,71.6155386128061,43.0775106471622,63.8249170037432,48.1194777423001,41.0297200202521,78.8759643406072,79.1597584201936,49.030627473271,57.4371933463169,59.4484057444264,42.4696564420774,52.0980497000219,44.632764915163,51.0375191687818,117.626785311295
"GREB1",1740.42748916944,1411.04554187288,1216.1241874184,838.801065514727,85.6046345382389,1217.58622345846,69.7460435854168,343.213947216478,244.63974079424,399.109740128018,543.790477225713,1340.35607348464,1049.89814116718,1039.75558412996,903.148903690297,137.30423512289
"S100A12",45.5287739063747,40.8390547857984,46.0839680736797,49.9686080034085,59.8618127013138,52.7781406688774,39.5679515330947,34.1079405494133,36.2094480323426,36.4893710246128,37.5248193098174,43.9725969285783,47.8689533086544,43.2873679169447,40.953670525705,55.7242359226826
"ARID3A",53.4166116592738,54.952258119879,61.566976409735,52.4997270060315,47.0276773995644,55.8187368229242,47.6256906293323,64.239035747934,91.2523791395199,55.5916086257085,56.5876881059286,53.2968172247308,55.2719229728532,69.3193362771235,57.4667100503529,42.3542920786205
"FCN3",56.8567507704293,38.2416571136684,58.7292753749245,34.6594933909502,45.2688269569061,44.9015886597447,47.4359890254901,50.8201589256325,40.2101548490311,48.0724299123244,59.5644809407498,48.3081209160554,45.5554271439597,48.5162823104443,42.0059941045473,40.1326861948178
"BDKRB2",170.277810351778,112.325903271082,48.8970996649602,281.071240350451,484.66911132191,108.954786158365,137.793432663252,180.027767981618,53.1518356773247,112.768935897576,173.668048366831,256.53992063694,76.2250743409197,69.0079300471691,103.003306795025,293.320464576922
"ITPKA",31.0546962391364,32.0824676054374,31.4547800691786,35.536276411653,36.662784310176,34.5777987138235,53.4843094647632,38.6944686481088,36.8144094704684,36.5771011022765,43.9603824585511,33.5570866185087,36.4726687127363,30.7686161116633,30.5078890654333,32.618093560711
"LIFR",301.917185909562,294.366749592344,416.420541872881,121.042780193364,77.9708151871505,185.940601230794,68.301838524074,135.178901893373,64.9988008694887,64.0291081613205,118.089264891117,178.297461067118,324.665925226313,358.295541872881,457.002934773179,51.0377006827995
"ZNF74",55.9541994608807,58.216817669618,80.0644254378222,57.0107209782611,61.9817795047752,69.6305576325407,66.1309008338369,63.9155150758252,137.744293741265,68.3874981700873,66.3494910465811,80.0644254378222,63.3699534825356,75.6228022594223,55.1266921570427,50.4036478597147
"ZBTB16",942.180841695891,640.154476138434,557.966407932149,494.43223982454,558.772204947285,1154.01663378052,587.597663208454,563.788054272592,145.746914168242,381.55173483202,775.429487834409,566.684703198948,750.67054187288,747.143789523135,1010.0668124662,498.263461065961
"REG1B",30.2332689446679,31.2816404270218,33.5367436089894,32.6924365153085,33.1184873817561,27.5939707940956,28.8458666770197,28.8751341677711,36.3675717515298,29.151064849271,29.8445016009361,30.6231296955887,32.6364352513697,38.7171771148534,32.7800515293783,29.6478870626399
"ADORA2B",49.2085534481185,63.8822858699464,49.8466837458136,74.1724856561215,44.0367931641694,53.2621379228262,46.8335921729214,196.887689147457,36.0571580427349,207.782479406986,69.3479861043755,65.9553566309881,89.2949396086711,62.8590608115488,65.0003755778041,211.038641641432
"FABP1",17.9479717465349,17.4237036955982,18.2303661395539,20.2066668912075,18.0716067521522,20.5546266699463,20.1759671364434,20.1381026241797,17.4903904318151,17.805026366822,18.1974468827209,18.3172686749802,19.9220770028002,19.2471667150072,19.3258061186088,18.6108544804695
"NLGN1",28.7756879955631,34.2845825284837,51.0545349371192,70.0656884311592,36.0815948313455,40.4869277142021,115.309171229273,92.3874097699355,15.8408965812324,32.7683625361052,39.4731528738076,36.5032931413675,29.0528388967273,40.1024737127434,36.7704901294138,55.3156542588043
"ARSE",26.3271929777809,24.164405252043,28.2854533657089,28.1808637685057,69.4317912318222,25.8216939558582,33.921541226662,25.6780430237984,27.9446020450853,23.658333508986,26.5717910025037,26.7090885650891,24.977128063294,23.1130478266607,24.8853999166633,26.1306182808067
"SLC22A4",321.061289258815,206.095345306776,146.011254660607,207.689918681778,137.611310783686,123.993740299062,56.2664805141091,146.960799845366,38.9483563823719,140.177030540228,73.7458138662312,255.996046432163,142.256655992878,214.707749862378,103.088074793651,101.031033176773
"CX3CR1",221.242671569775,307.686755583978,336.609893305318,298.431570521767,332.055117549432,582.161166765888,1433.26162977211,627.545397251035,479.420332148928,1055.98089129732,619.749333043208,261.504712226172,514.79554187288,416.218996033401,441.215704057186,848.666106233064
"CCNA1",26.3071205710548,24.0901556878885,29.4161789475483,28.3829109344402,28.0783035888027,21.8607820622369,24.9520835705068,23.1481946088019,25.4719730282357,22.8078654734727,24.2178850588562,24.3358775890489,25.079502305512,24.8173991171745,24.8955195062318,23.7258910897906
"KRT1",26.0959191602511,26.6919121053086,27.9484842945752,31.1161345271986,29.544453006008,24.9400453982387,31.3519650705648,23.7531362887046,26.800044378437,28.564848959863,32.984728816344,27.4111637315996,25.9719981034215,27.8195103447299,27.9045588754897,29.1351030643902
"PNOC",34.585380149753,36.4392051890726,45.6924417614271,40.9855607330551,42.2736021024017,37.2002405280826,74.9184769402574,42.123413215085,37.5327099968895,42.2865950685554,40.0388505822851,38.8863215638522,35.1016909574146,37.6150459173022,37.4104142916997,47.4325024823367
"MICA",285.817567365685,227.752703362288,339.483041872883,244.358044304479,301.979372473615,273.881408481842,402.071127926445,349.723248087441,316.356849811542,295.264291875516,270.310448262344,276.233541194806,188.580949853122,290.739680145323,271.071420014162,272.481350582598
"FOXJ1",44.1064327444104,47.3244752897799,45.1459762270259,40.6283048916829,54.7960364973368,49.4357970749702,41.4373944628731,63.4547710078783,52.2872195418664,37.9325932640429,40.5073035454346,43.2410881782794,43.0027923198246,40.5262481707582,39.71024334505,45.7052286459201
"POLE2",139.906786192304,107.273109765262,139.31925398746,79.3782265857649,82.1197964427983,86.2932523235849,78.3269915648811,80.3459412742454,122.896921488274,101.667725544491,84.2069597307422,109.922792304185,117.097337902028,118.098332379327,118.909783558534,110.731193146688
"CEL",37.6487488349795,43.5536457609183,56.8044374692944,39.7239198611169,96.531714077658,57.3116187334797,63.3620378102908,49.9341111406684,48.2484383582308,202.223779384049,51.5103782588876,43.4522534454429,54.8639067388533,57.471305710662,47.5517311055332,58.5344393152983
"PTH1R",71.1171082252739,77.2395789393439,71.4303733149366,101.076339446103,85.891489205842,78.4021357174151,187.656865260767,123.918240503105,92.9696831508544,90.2057485493423,112.921146283956,77.9271484143423,113.587068693208,85.0252366052906,84.5855291267498,92.5009521339536
"PNLIP",25.6762537817466,21.5260308331176,26.2607229451864,22.7614828831481,25.9605229520353,23.406162700198,25.2028032287918,22.0423885770536,24.9139527524722,21.3693267604722,22.7376733602258,24.1737509393255,23.4507042330306,23.4864352877292,19.8452560120121,20.4053770707715
"PLIN1",87.9660943820495,76.5081254337981,89.3467018262792,77.5432150836839,107.437917366254,75.21708913082,62.1255623069948,57.4842964849249,97.0784150241958,93.3715396411445,84.2334984150308,86.465717335985,85.4188842088774,113.419729904981,100.937542603103,92.6106320391021
"S100A7",24.9144259895779,25.4994451397055,24.8435046544988,24.120408053271,24.5626276058211,25.0770089239695,22.4138412819176,22.9668364773085,23.6955573232128,22.1496475641193,24.0949044422536,27.4077092942994,24.5626276058211,25.3891719586636,24.8986579339672,24.7026625512944
"ZNF264",310.608041873147,541.474106869543,417.467161254312,522.643168341382,375.176102462317,386.348116182275,485.706632269812,331.591356038798,621.92808569583,617.292060144422,441.816600806042,375.830384374725,498.879235035278,623.807970081036,533.988082450563,406.405990150013
"SLC4A3",108.925967728193,94.0095555682077,132.337108803365,225.811098892667,115.037156668151,134.114005094529,400.680902696656,241.982208216156,137.175431376167,159.591106489667,199.858379499779,149.469415225729,174.568050939906,143.067305096594,148.614858276254,142.740659817568
"VNN2",49.4958149049409,82.0780771386871,38.3603277453367,81.63191907248,69.8719769780002,88.506486919418,58.8926111640732,113.811994492244,73.1557614995933,60.5721437106619,71.1073232206055,52.3076770019837,57.6691425006842,52.949238721538,82.5682504485055,162.021352226751
"RELN",145.676189037283,176.804964277864,131.383142339047,138.764592835714,271.43642021089,160.638175974435,101.078270686449,208.542363438085,73.9974154342913,74.0809864226675,165.04359145265,138.338256573244,108.76851603277,112.384835373794,91.8336636558295,102.714641221032
"CTSE",53.6470268034454,54.9967046941365,54.1868979597218,52.9894914208011,63.0559760741992,44.6456604073849,41.043665468175,48.8369911669608,56.489008877043,47.1608572744338,54.832396504802,55.851500691574,52.5884485808564,56.0944383213479,51.037929114882,55.9055964161911
"GPA33",56.9678837337638,53.6524679496392,58.8966478862528,60.038725690027,60.1164684427505,41.3000682829866,56.1723606924544,59.2213363988794,59.4351921572115,58.9487331319015,53.2449651081397,52.9712375665151,64.608145394604,61.6543133166858,60.1314010046654,50.893770173529
"GTF2E1",273.75581125037,288.349871291594,292.247703056273,223.400091680039,342.936599910206,339.582277337831,384.92054187288,297.795541874769,372.48304187288,305.78375605733,292.734464407188,351.983041872881,237.694571094107,277.881762102654,241.795545335864,261.227403689346
"MSX1",165.03609328544,124.336401108431,207.955011326709,326.9830418729,675.108041872881,78.9900115262715,194.078374109874,108.585382744973,300.178412333819,103.671151135055,170.432245028759,137.331956495812,84.632892769752,328.983041872895,144.953166174848,154.018352185246
"SETBP1",485.629889444024,674.480161177349,408.137550507035,851.702761267166,626.228587073495,704.89727108447,1145.09085660766,684.736963980024,530.375009627316,678.10804187288,996.242889609906,730.601801622362,776.222345647591,704.984029863693,731.849940668044,678.454907703145
"PLCL1",314.115462820144,126.241842271266,80.0885983717741,499.147703230881,117.950472399082,219.107895395786,1007.15760685815,222.120874159433,31.3323395935502,179.874114049689,320.62052064723,373.478954967791,272.63808222224,141.06065817468,326.859069913093,223.233070570194
"FOXF1",572.88114467227,677.6886742435,384.420541872881,1857.47843462774,673.528916956086,516.670541872881,1389.33528325143,924.892174045395,282.035148846107,614.596979811286,1063.60804187288,870.175706119963,680.222978600427,580.53359494156,826.856585904679,1988.86067845299
"HK3",52.886233918734,50.3905911567817,52.9132006686258,56.9451495831373,53.0416982368104,61.6176631075336,56.3325731222602,62.4831482688486,48.7729254618819,51.6289102185029,56.7814743902936,49.1084334563914,48.9168326107372,47.2372317411575,50.0067829062083,52.1181573783584
"CGREF1",45.5409971689002,51.3099488168544,53.8118096896527,33.2827807070025,38.9680565813007,41.447931034829,41.1223235116058,49.5818106305129,185.006241864249,34.3875326040867,37.0368355502248,39.8041032925046,39.4731528738075,58.097952843989,35.3907154655978,31.7093923666867
"PPM1E",149.88553699523,114.960313624013,84.076564260154,45.5875279019324,33.2758610304506,47.8989627489981,27.4219751770639,36.0561304856403,32.4405901602212,30.4973328017022,48.5698988006982,104.977744043782,96.3544714341585,90.5362955111233,122.380460281561,32.4294600208314
"MYH3",40.57773969492,38.7513138836924,39.0023277193512,68.3434576090214,263.528790130921,76.1043189074402,56.1609388944106,51.1244023902753,48.6121982685767,53.0094342594417,65.8235884344323,49.9379136930632,32.9763883314332,42.5195656533905,42.798994138278,44.2996064136124
"TDO2",24.1863318993772,22.2842312770644,32.7483379215249,19.7128619393698,22.649400637522,19.2464308959402,20.3448159822619,25.3271056174881,24.0371646063558,22.5043420761283,21.0569055227869,24.4471336822823,20.9778914520375,24.6327531629299,21.5232151002879,22.2275763818737
"CLTCL1",115.535441648321,116.245323022496,129.163315887393,112.566316958282,89.7787325353957,122.283017618833,117.38322345688,118.219231939288,161.134334037051,106.038809647217,99.9025571463158,113.040438788076,117.14225666561,157.279145669117,124.878787511652,107.381042056304
"PTPRT",54.7776827487787,55.8005068513484,52.6161646713119,52.4170717805256,95.1559668499884,48.0786422886553,44.6982812441072,41.5606715097224,65.5307328481316,50.908259974148,50.8536225685168,55.603408725949,53.8062157596793,53.8634857355493,54.7741114815697,58.4457070247824
"MYH1",16.0256365423891,15.4049873418764,15.3207197280242,16.7909132140438,16.0111782313825,14.8878530253113,17.3298012615245,17.6271054046318,16.0315456527162,15.7388321131722,15.3527027520157,14.957003030319,14.7714449164742,14.7174748568018,14.9736580772805,16.1937319032356
"KCNK3",276.780888481365,66.4206161813246,757.290773012546,311.656022647486,260.470285424219,221.969109209254,771.60804187288,272.645846947866,131.054908267956,222.232492400854,258.483042273556,309.176069380726,472.070703927073,628.069615881904,398.099069676124,208.851344347656
"LRIG2",219.968733619106,301.577569484374,226.442516450432,182.530233998301,159.787796383317,186.564129669477,175.816194812271,193.280701728768,230.90284686834,266.790634364949,192.58113168293,216.951892062057,285.600383944466,278.744194128595,262.671007335727,215.735497562401
"RXRG",41.6830983416351,33.6762920094199,48.6261265360432,38.8779948542522,47.9398989397805,38.3504930608259,43.2029209454109,41.914625998977,38.597296763423,41.9344775521692,41.5525971238079,38.8221512577878,37.0740987948631,33.2631261614154,32.1466705691295,37.3798001010274
"PLXNB3",83.2949981510984,79.8795251048896,89.0288060834577,79.0122814575245,46.8224077380518,65.140757964834,54.6476457493646,62.0744533422869,137.175431376167,66.4223172706179,87.1506184862773,109.424530492989,68.5527776471761,101.975484779175,73.4372712129729,62.395536079565
"MMP13",29.7501048309893,33.7050763027776,33.881728949765,30.7121798929217,33.6671042153225,32.4181307633915,34.975140902655,34.9531713589135,30.8173356201463,33.4254834466763,29.4982472424717,30.8951397028492,32.7443818811651,34.1228803840085,30.4223505282525,37.3468631057244
"PDK4",448.73241927349,1282.03830837109,447.267479838655,396.380852287973,2917.91969857988,101.518672541727,65.9312458485125,77.8502786681876,58.7182533525559,274.06059257808,173.955013760156,307.833274480268,397.395838035879,290.126441902472,183.72915143642,413.912520779539
"DNAJA3",1139.14153186408,1107.84401784483,1154.59736322926,1041.90000226793,1116.38713080363,1123.05843150814,1114.35020286737,1098.04235822313,1359.45007024868,1182.2947199516,1127.23977349052,1233.27359571124,1098.68491101214,1126.12779556125,1220.53831439791,1101.67026218422
"ZNF426",94.0333400423494,73.7048931415292,73.8988952770854,82.9289465499808,80.4631915565458,77.1428371457661,84.7243674686753,76.0411009261111,71.5987306642233,91.4709059373,71.6290968243395,94.485390259714,66.5079433360079,82.8772366365762,69.0925219177794,87.1015298754435
"BATF",88.4729394238029,124.59137089625,127.314099127323,151.793331936253,120.933903697346,131.88079247764,159.731149534649,178.159696629102,116.95944585872,163.215947752815,110.370070429511,105.508090384113,134.283126859526,120.96622162959,117.419480454552,148.003973928899
"TAF13",15.4286813837549,15.8525001758507,16.9635071441744,16.058248559193,16.8950518799265,16.7269576662704,17.1835603729745,17.4080208099214,15.9292626390803,14.9167003241962,16.3342671016987,15.5450095705607,15.5222321401029,17.074512000796,16.6873936246742,15.6026979930347
"KCNS3",191.887516440702,189.835341948826,189.9136662631,188.839573923138,236.814433229486,286.788426794586,97.2228089557387,142.362423890328,686.916936071553,215.761771239493,248.485928572028,123.175207824603,173.216752493819,93.6974782474762,139.14482818421,286.920541881561
"AADAC",54.2910282646544,52.4881474741152,62.5439980564588,50.7668741898491,55.1841711313575,64.0987344245992,48.8369730712741,50.0686543244637,53.8234546298846,47.9405991962021,59.7239160212036,56.9930905806631,53.5772082277709,57.8717770375696,57.4148250692246,49.0070569819871
"MT3",117.331752730728,118.439336856149,150.415806332312,124.385553222063,125.084381753712,93.2237039931458,109.926942311235,95.8195843337198,137.570002095986,98.1402732986653,114.252223993543,115.798298705076,95.3147154140019,105.293947325196,116.505779743796,101.367888462761
"SLC38A3",43.785206619065,46.1404314532856,47.8914671459784,45.3128423810409,55.3829295489588,46.7417464900683,58.2074273262234,51.1858280966424,52.3304577157074,42.9788121590228,41.6150719397667,42.633546566118,47.2264794233629,48.2710460948738,46.6189284792061,43.9005685963144
"KL",241.985124477893,321.446124835564,81.0147158500873,99.4620172142647,76.186147072355,207.43495932116,100.417757906126,172.199778027948,17.1032273526931,70.9920998371046,104.363325054623,143.420572369329,39.0743456702188,30.6202328021533,42.4081419060026,138.268446784807
"SCGB2A1",163.752344982999,96.7827284332219,287.231460308572,339.375628576772,639.858041872881,258.69525678548,76.6078493592384,205.525589228168,52.1731445241714,216.076242250987,44.9136538701597,210.526052908357,256.545542387827,284.227233077732,549.461854901113,1097.758068096
"DPEP1",64.6050992299346,76.4480415342029,76.6789376530688,75.5155109261101,83.0611578027341,70.2834557425673,81.3987028829103,64.3651317686597,71.8085605676091,71.8727145309483,73.962329361733,71.6106344673431,61.0516516981461,70.1811915167863,69.5986082593248,59.820704200296
"CRHBP",23.5111844815879,29.502300283373,40.0445901359669,25.3017374540815,81.96493380654,35.2240824050171,37.0458323825822,25.410549938053,26.4821757153861,24.7653555588649,27.2661208782611,26.6807734991205,47.175658857923,26.6218715381612,24.1726594081251,24.3413169834672
"CLCNKB",50.302287021851,51.1711901639468,52.2384326884986,51.1711901639468,50.4474650977823,47.5371219366632,54.0973632444777,50.3795958916505,50.2338151437782,49.0141409511589,53.4635243946012,48.2259881312218,54.980389967428,50.187408785367,46.3094724313975,52.1525483696763
"AATK",339.55912172968,297.341278280366,363.097155295982,386.383398047062,428.791624321157,225.280906956663,312.314564606893,281.698371938517,329.655252803374,269.40137840035,387.067173042435,347.71860423674,351.110378055909,363.280423777622,334.049815041201,371.896930348749
"CD1C",109.177759946844,124.473996911074,118.707446217687,178.596726049807,125.432580960079,136.854742019651,249.669480144765,185.053851070611,92.235858886987,132.831020361125,122.084497542026,117.941910777077,93.1646887391711,109.32131603294,125.739892383977,172.934226847284
"WNT5A",136.968609111752,229.97262813592,176.4050479229,417.183093635364,487.688740206509,306.631002252703,875.652144665376,509.76717116164,965.158417273205,1071.60739076195,548.57679187288,289.077447256986,353.795541872881,207.318361330061,414.771900325372,674.158030593848
"PRRX1",269.594455525525,394.787572694529,184.335291705413,889.303300097376,263.099605491393,138.211491372224,71.8681605934929,156.63001876096,172.112490212258,146.458168744658,194.796087319992,346.285955995847,392.085809639854,533.280056205451,400.090165328493,607.667732682064
"MEP1A",22.1846282014831,23.5971085530694,22.0967037271354,22.1673523906139,24.111192092496,21.7685629639105,26.4475519161438,22.1857270264883,24.1600960395777,24.4149001161796,21.8592556428061,22.8198179953919,21.5315319083612,26.2601599981773,22.181644265623,22.9216752286329
"NPY",11810.5086827517,10130.8977692467,9724.95717206366,3457.85499479297,736.413907994649,8192.68136020382,347.336685972503,3451.56197757838,154.470458364866,430.617809817987,1314.8063297464,9214.45821981137,3403.5655974682,7290.2059994238,8376.62695488682,332.005394904805
"ADGRG2",388.742942126416,228.016759823854,530.353290773704,87.3767082839395,248.483043313896,118.869232604367,45.529267240809,89.9065841745255,102.805681464926,136.990380790557,109.398098749355,162.830936718818,278.572662483623,374.554804622165,406.959851978362,78.445760743218
"TGM3",113.622506714714,65.9803744009484,60.2757966661531,42.1322869737543,41.2344210257921,49.9025789861417,44.7521582449161,33.9869644359309,53.2576161080017,40.2582047449697,40.0917644907318,62.3215825914186,42.6737580180663,45.2384277812264,40.2344131637311,42.4748854135805
"PRG4",22.5961384772095,19.2394811504973,19.2025181199851,20.4352939918783,24.5473989749539,19.2646876731101,19.8416256420014,20.0619466954446,24.5153546100733,20.3092757171265,18.6579554950182,20.8427517019173,19.7093297291117,18.8611855912995,20.2341993146803,25.252482754398
"TGM1",50.1576558673665,76.0293318963969,75.5618796730982,66.1239441212702,69.9158280085996,56.1157445803028,57.0495047772548,85.792942268738,61.4417985264912,97.0313304146771,54.6981582882353,60.3077359569283,63.9832307617854,73.8029868774334,59.0460708271608,67.9830634670028
"ITGA9",60.026938459246,60.4803617888046,55.2303269213826,81.8565296672817,77.541467809792,62.0275404595532,89.2615666182959,49.124957994503,31.8381559032035,81.4749873556721,85.7202118279322,88.1686214552347,72.453154591793,50.9031651885866,74.1092491094616,84.0151881052373
"HABP2",51.3745758232769,51.8279324083528,57.0460811353038,54.9444791533069,56.824067841575,46.9465152989959,55.3519346207397,51.2069658463808,73.1275104184106,55.366421682234,52.9234783025805,53.2576103438977,64.7398458007906,53.7334250807245,55.8160062260347,67.1149850737511
"CASP1",30.309225038692,93.665953023828,58.7434869851031,85.6076363445053,141.033041162679,114.987874791067,149.557119800436,135.59996389399,39.1095484254439,217.581586312544,105.259264002745,59.1756643245289,68.0602990274338,64.6857301250525,60.594719566229,214.778836467925
"ACTL6B",41.4549163187442,42.9260428468418,46.711407656587,43.0536509931003,44.8501071480242,38.5451957234475,45.6209833643664,38.3271685315264,44.5238342132873,45.3901717711334,41.9665645535818,41.2154572939499,41.7238226837091,42.5315754823801,40.6129779654312,46.6281932163568
"KIAA0319",32.7290585552942,35.5878037027349,36.488151648437,37.2198725138597,33.5186758611467,37.1982843314356,50.1631151082508,34.929021147611,43.3308430978706,33.4847194961717,35.120660905257,34.4026272168483,32.8287849828056,39.4300653291634,34.4075044990338,29.6037513330106
"NDP",118.317796264033,55.0087542878649,89.4597777416184,140.316183976663,245.523986473706,102.913552805139,220.441299506188,137.176415116962,25.7717575730701,64.1423329699326,106.781654827884,151.270340324022,98.3205073490623,158.871405527636,119.503468552632,89.7515793161614
"NMU",32.8874572861385,32.9634192851788,40.3293976423473,34.9863566002016,37.2465489431425,32.9145356279898,38.3175616295745,35.0572218839687,45.1335733046638,66.3922937911445,34.2149860567201,28.7086051689962,36.5122971873477,35.2327545849924,30.4160109426838,47.2672137612431
"HPD",30.7967517730164,31.2502342160445,30.4276983902953,58.1321374863913,41.2631446424794,33.8967732648482,41.5666358926037,30.3816763310758,27.2149407905553,34.3495948588359,38.8244967695261,36.008565772828,32.8108084201237,31.4259773658978,36.1815127342859,31.219074123836
"S100A3",37.7339513961069,33.0231782463349,34.9769550342207,40.3740102098305,35.0268936842352,37.1236251721025,62.9938501042569,52.1585426803524,37.9944666056453,32.9148861487027,40.3557900181656,35.2983381548315,31.6506309280162,30.6202328021533,33.028785731997,35.1836588915081
"ANKRD1",24.0186877104929,27.4705679531016,24.5376485817556,22.6094496544281,30.3922085235108,26.1154103043888,22.1541330108862,25.5145178228912,25.5376273328198,26.9921589154256,24.8780068298689,23.6590333709954,23.6865833070538,23.9216320954832,24.574259847725,25.7658505916914
"ASPA",118.291842702175,135.062780660338,111.530538652366,202.120086650191,658.545541872881,123.465773021919,1059.58205774706,283.058903004587,26.7546084842689,288.208807361105,433.749576408403,188.626564854365,356.964905713985,226.028275681823,319.213990827601,319.775946361546
