"","GSM506013","GSM506014","GSM506019","GSM506020","GSM506023","GSM506015","GSM506016","GSM506017","GSM506018","GSM506021","GSM506022"
"HSF4",8.6979614151187,47.1816130259123,38.0858817506243,148.269194429373,19.3572435898377,28.0944088085059,20.4074597536493,32.3319444843487,8.33031932686326,27.9499627014621,18.5957670090194
"LAMA4",9.15137154563093,12.6032751480619,12.556279702499,21.9811561163893,22.0266080477492,11.9119703632648,12.0363479877763,12.2717770199817,10.3114679867032,7.67920235926811,14.2125212992591
"RIMS3",52.7407842800225,17.018139361722,50.7479894593156,43.2106128128235,55.7651366759354,58.1457934131136,74.8511589619304,52.4655483521331,56.7515075244918,80.1770714688725,20.8988513264147
"ZNF271P",64.5461490033749,39.1846379414228,47.9694144230598,65.9555511328599,86.4929152226009,35.708887739406,134.509394702754,51.5175823146943,100.30226154751,64.2536725405375,59.6966152460869
"COL19A1",4.47282115344608,4.02774509616886,15.2909689824394,14.9497496677944,10.4873701221617,12.5439026294085,5.97452000980637,7.86413578668429,5.63506684461121,8.65796851538028,6.18421361541767
"NF2",2.63336744590929,12.458777955705,2.90232667595499,9.62872723372477,19.966286516871,8.38504858331056,3.34810997999379,1.6811443484636,3.72594346948887,8.40318790930383,14.548858323635
"GCNT2",4.56239905684139,30.1927609400761,32.4303608983118,9.06525062161935,10.3685780098247,17.246039986691,13.0949284511657,23.3140184759503,41.3503510096425,9.05041892917161,7.27706996646171
"MGLL",126.169216555982,202.219468353217,124.594176610071,279.091005286027,107.249522539554,116.962183193598,356.199970859991,172.472487464242,150.524377772021,125.50514423118,135.769069724503
"IKBKB",19.7532851482407,18.0384866039031,4.09651636528472,27.6233085105386,23.6540061855552,3.03291105547911,14.4271381652277,3.63648618996277,12.4266028656698,4.52987963387303,23.3878261828341
"SLC6A6",2.92481724358558,3.42284579085699,2.32351690507146,6.07913140815239,4.48462727807101,2.88629937526131,3.17718815174248,3.00556414647491,3.23885287308269,5.50101140818483,2.54953031891182
"CLIP2",326.822191101169,277.664896014436,334.49840612252,244.414189805543,319.770472240806,266.370699310615,223.387307545689,273.476822759504,292.638566473275,299.361942517967,232.353092310254
"HECTD4",375.800599174211,252.06824398693,366.72834699234,315.41836296307,297.498491349121,251.472297523947,268.41541623289,337.699472728103,237.905125363781,332.686047901821,242.02880297363
"CROCCP2",119.293429683766,78.9247742583831,118.912623230599,180.267658083463,123.723927103901,130.716896385118,89.5720649278796,114.871442546715,132.272921882526,115.039808119231,135.385776505424
"KCNH6",2.07083867677809,2.19215935246943,2.43785062402855,22.6550571799008,5.29959810170349,7.09817243438483,2.88629937526131,2.11148935479733,3.16659127191923,3.82467867200282,30.2245617185333
"ZNF493",20.9520071677415,11.388786818895,25.2104341304273,24.9999384629982,17.8433353683443,15.8984912245448,12.3527656801713,8.19590223294085,2.11451026225448,15.393645920916,14.7772192480248
"WASHC2C",252.276893046027,261.730620395971,329.173332260391,274.26743673692,352.934231421254,228.436892060088,288.070023289257,321.396420192472,235.914597871774,295.935158364143,224.718973900864
"MLLT11",1626.52733687491,1197.61479786782,1170.49413260445,981.677937537263,1424.24689449866,1030.66869750542,867.696437116335,1500.45201358326,442.583096932274,509.039532234197,480.00377334633
"TUBA1B",7453.91545456081,6518.45782458038,6582.61580722656,7525.03366877178,7202.15505840641,6175.72087390485,6088.14460870958,6398.86673803457,6088.14460870958,5714.57473871446,4960.13452805795
"TLK1",33.6614351224047,38.5744541341514,37.7170966614162,30.5346782665707,42.6029020534465,27.6738843759192,23.0823134363496,17.8879477024794,21.8625058002074,46.9077049294303,29.3949194634538
"MAP4K5",9.85035018176662,8.44350895738188,1.42772145861968,4.78694343755461,3.35670301046447,49.2837270898888,22.4690741740888,2.49815332618834,21.8972447077998,3.99700158261939,27.1131838983847
"PDE6C",1.62187632778533,1.76967881673601,1.67796318363256,1.19401047731593,0.907495305386911,0.517079049932199,2.1426485513729,1.67796318363256,1.15402743875463,0.946257546978395,3.56592531568833
"PBX2",45.1519421838038,35.9899986948626,61.6503442373503,83.5607956293425,49.2325015679595,62.0071953305608,53.5427590662966,108.644580710927,71.6051393845784,74.0609007240516,95.0697464339
"TMCO1",89.601781181757,119.203642953148,95.7755922944992,92.5315363937585,108.374172586066,102.454671199067,131.458259949064,145.237130216333,61.5564348732947,138.004451658563,97.258928410906
"LILRA2",27.3766815125685,58.7794645496547,74.0862559370654,111.136078128361,39.6705854713441,58.3280518334779,17.6629356544145,88.3205206579796,42.4942182278301,31.3225761737217,99.51304938718
"AURKC",69.8411341624206,95.9567846904018,60.4990390677738,98.4998349561543,126.849234305839,76.0206601411039,74.145882869281,73.2061989685237,86.9274363329136,57.2476852922534,103.65146675366
"HGC6.3",12.3619522540027,14.734077564888,5.76287313132241,8.83428139672211,23.0428633560153,34.7546560522898,7.0913933871856,24.3264371794927,42.0604642016609,4.85209279347179,43.4159547595576
"GEMIN2",85.8428183970052,104.143963027745,53.9877779525277,64.9949896553317,123.396966658218,80.3322885970869,88.4418497430376,55.4251737937892,106.584382153673,60.4449857102111,86.1349061269281
"CXCL11",9.0571584883565,15.4556961789604,16.2040805996357,5.99727197843395,24.7280497206925,19.4728119189438,21.2480871535205,6.90049551067956,25.8549485951916,27.6526548189668,16.8693995826951
"SLC5A5",62.5028045639495,58.3280518334779,111.362279646859,168.493157706275,97.9312530499182,71.8232556371722,91.0370220360028,97.4425303106163,85.851770179397,118.779869043794,118.577729556237
"IFNA21",30.7552742765119,6.3306935947109,5.41294041455304,20.6592150222222,10.1984997451169,15.5018987804295,6.04159416347843,11.0340639918016,5.95330280888227,7.28669431750463,3.27623980346048
"FAM153A",16.1410904810069,12.7871055778682,9.66453107035221,13.0061488979734,28.600270590847,18.8209903561288,14.2453382827865,30.2176203749278,48.5723167450063,8.78778253583939,29.0084737089135
"GCK",14.0657549080436,42.5840818093863,9.0682681402117,10.899703593119,5.19151048381205,7.36254962844432,8.45863718624135,3.21599849505209,8.99217705846312,8.01162253520769,30.102002626837
"GPR45",8.88962407744196,6.70204574692634,3.03291105547911,2.82056708879952,8.27198243929591,37.1648968112923,11.3674474680702,23.1987400868713,15.9529471489163,4.4533810487692,7.53061255491281
"PSTPIP1",17.2609853190186,30.7888439724245,42.7996486402117,53.8842235588314,40.957597688331,11.2005296142729,10.6216744361371,84.224677888274,17.9609634040933,43.5192446757155,29.0962313769194
"SF3B1",625.560117238004,496.38562910012,614.331014674498,300.818533244271,575.386513149282,470.445105493446,675.741409384893,502.208916729241,744.280710867934,744.280710867934,649.643793996894
"CD84",45.8519544349055,23.7962049917732,37.2092263346644,5.40967392141762,52.7197867475173,27.5452304450864,37.5329649532885,37.450397622888,34.8154249302069,35.3359543786277,41.9554670624298
"TP63",11.788150583416,3.85909980849207,39.2199996450728,3.15349128340868,5.30985134292316,6.66766715035433,5.56637676411595,50.695489409155,20.8541791105046,33.4970538365086,46.7177194410153
"ICOSLG",3.85159155170485,10.2079549419998,2.0746508886163,14.0739439383016,8.54924364357068,33.1818426561599,3.93060136835207,7.55000764954035,7.05649592932564,5.74604920191899,8.50225141638365
"FSHR",6.43731717759699,6.63946343109768,8.03858147569648,11.2129712808809,7.50941725281937,7.00253980012747,5.31162772368161,6.28090660454477,5.74135979195289,8.60275660577664,6.31859898781634
"CNTN1",115.27393447158,117.203747300174,79.4725841957131,45.5158794596511,103.100292218222,93.3209898421899,285.41991464071,76.3392191002029,101.800083806957,83.188956012372,211.045308259962
"DIO2",10.2160633883834,70.5230842354129,62.3915388811469,77.7709331669181,57.8441896170749,16.3705300456265,29.0122638398273,20.8150829229227,40.9888228784407,15.4796495783349,16.8075867217345
"PROP1",25.7110338632844,45.3192370154853,32.3866529517161,53.7720653494192,63.2668657747337,51.3847894901336,47.3085628640058,62.2468688898546,42.707963656715,43.8512487438411,67.6909552371426
"FUT5",9.53314720550015,8.14147947516861,3.92562783825933,18.3633364530354,17.6968517571647,7.56482273070193,8.17541309780396,2.52074392482112,10.145646335349,7.39949985137198,5.12599622482114
"GALR2",6.12863232026581,6.04833408497482,18.1713662641893,19.7097496995216,1.61869693088639,17.8089176779772,2.87496328656817,28.0444708658779,14.2671474498124,7.7893427731767,13.9192346442731
"ESR1",10.1479485162329,11.5308877988883,6.14848482127255,12.6603754757038,8.6979614151187,11.1003431203253,7.06425242819249,8.90793200400802,4.65682989740542,6.48716886055417,7.8472627149339
"ANXA2P3",8.71134878445424,20.9161795399978,7.60720831045703,8.94565716414772,7.99856804803109,19.2862054811377,6.65516858379467,12.8808193184305,6.90237074855097,4.97004188713222,12.6671470610435
"GPR68",18.7811705431216,23.8863480331756,37.657189289086,112.89957335416,8.49565857189065,35.8275291671943,25.2594564447718,36.4948124345341,30.1220864518897,18.7415162346761,52.9209032519072
"ZNF638",275.848071650426,234.24231781628,328.633269366405,203.942004290776,253.232286232047,296.275514407314,282.89884823681,390.213412103942,363.015215112979,244.939733592872,308.015241425371
"HESX1",5.28072367421999,5.64193633164733,27.3196654120756,3.64144011591288,6.94385057232772,1.93928363699549,4.56763817970693,9.73967866768263,3.90701058891702,3.42055489091887,6.36632839261866
"PTBP1",180.828802658527,143.110980222422,276.323369925524,249.801524686676,179.756699562693,191.500319340914,235.264375233838,225.156772400388,235.312809126398,284.37895588473,180.481084916913
"TCEAL2",560.338351573644,609.518723525802,422.506906502957,362.711912368618,611.5273666607,609.019651593043,503.371219718922,384.566343449474,455.759036994118,205.886085512992,339.294720402371
"CDK7",44.1929012502754,65.726410602022,71.04955983312,12.5308667415533,42.6852814124418,68.6244517661703,40.9685070294545,67.1409911030627,25.8143493062667,51.1199440094959,27.416945948573
"FOLH1B",305.992101340085,127.609082145055,139.303888981967,212.873324886115,262.576890586732,121.770724468315,103.058884783096,115.054032262759,178.328505269463,155.318346016991,87.6015257363064
"FCAR",17.9195637258525,38.9334270193559,18.7741786633634,40.1124172717918,36.8848967844665,17.9195637258525,37.5741264753846,34.3219224390242,35.1453105763951,21.1687556001266,112.398409841472
"PTPRU",133.344445597737,82.0140277723874,152.595084762923,117.562388280571,93.2858273281644,112.519885153711,71.5742639793133,195.832417454062,97.4577960436379,80.9111120967443,20.16675762682
"DSTNP2",181.159969153885,162.548155986706,126.530423951529,156.512051689344,132.082627352507,140.829846930173,126.169216555982,156.639527150754,113.937515616563,220.285138424634,146.446871739626
"HFE",35.1867758638322,59.8329366192191,33.6569348209022,99.3992922335715,44.8940878493168,8.29268110588149,42.0830095247314,55.2909391379926,65.5797643396983,43.223354811107,40.3521015448289
"TUBGCP4",50.4574391121488,54.6385737145268,43.1334902764547,61.0181246080312,60.5838892173119,72.4042830758612,85.6915862335678,40.7745423794844,59.2997333995811,54.0391384893571,62.9458056075003
"IFNA2",2.45847363260138,9.18198177869642,10.2678913577891,2.67019151849167,1.44825164529643,0.921148530552801,2.60037156718349,13.7033719182334,4.30677025674439,5.08805713417721,0.893427503704448
"ITK",30.9110358276099,18.6158014511551,44.5878162068345,53.5486666515222,33.138251182917,25.3379838631175,37.9433117828646,86.1598424900996,48.9675517933966,26.7502005525012,77.5375584554693
"LRIT1",2.20433104201963,2.57156694507121,9.50038807632431,16.4346138688171,6.08333455673184,7.47151566040159,1.76358532909142,4.2795171738367,1.93305159247096,2.59015184207772,1.86131482225667
"MTAP",87.3534658451894,64.8852271050973,72.4360087890247,106.686512861244,101.334794294408,69.2977189151356,98.3019757981508,93.8068472872091,81.7935638680529,80.2975300733264,61.9958102179544
"PCDHA2",3.87004957868859,6.06825315786929,4.20460622454435,3.99500375076074,3.509761073672,5.48953238170698,4.58531433857093,4.71227386911279,3.51316134495561,4.87642178238773,2.71830074783729
"CASP1",11.3577666233829,27.4670881495794,35.8321331497452,21.4621245293864,20.8578455316769,17.3044248835528,13.1040514138535,19.7975900312092,21.2537582918333,55.8033214333854,36.6782263915403
"PSEN2",72.0307256549503,65.9555511328599,77.1557413042691,98.2199906046701,68.6244517661703,34.6885841396919,37.2092263346644,55.3808961470233,37.1369424697904,32.9745257714131,54.2955942392491
"MYCN",5.44375577791044,4.52179545555768,7.31336923835598,12.6889115520992,9.04715635377955,9.44674289704785,4.87364639623296,7.45294681263289,4.38759610291998,4.20800731439848,8.82095490610913
"WDR37",190.802893083652,248.012741882741,181.454920369602,143.669603912679,216.491357258219,251.983402408773,183.642867973007,133.626437479614,141.307911747278,137.525541214017,179.06232053139
"CASR",2.7558290758981,2.3291129487675,2.41268586174531,20.5931397692296,3.72594346948887,2.37487156971849,2.0746508886163,5.42412319164545,2.11304915197184,2.41268586174531,4.74639982643946
"KIR3DS1",43.7252853906919,19.734815690393,9.44286677390952,6.78095323738046,59.589074183633,15.1369413807721,27.246749576875,17.4676497669789,57.4193391220414,23.0686371718485,18.6204576949918
"KIR2DL2",10.7124320836829,9.40621580101102,11.9990368144681,51.3240666365793,15.1369413807721,10.0057680005663,12.7300326170848,8.03659016346409,10.4775801483904,12.726876620835,7.75384548245719
"FGFR2",9.05041892917161,7.426824070192,25.0437455010636,11.793309419803,7.0421995251042,14.1139919247172,8.31128791880632,29.8201564116465,23.1183534791047,9.94883837030877,10.9105546784007
"IFNA17",64.9949896553317,89.5720649278796,65.0844428469233,113.783271702125,83.4450516331115,113.035804032759,92.5082150092132,62.688834747239,84.5429801541681,85.0365254218255,99.1911805276247
"IER3IP1",46.898227489963,26.986390336103,59.5326795640535,64.75184854107,62.8117689655354,44.4411536594141,51.5053102707909,88.409860273719,51.6621009033797,70.6245280214188,24.8879980666224
"KIR2DL5A",25.107956828699,25.5283921078659,45.2913962273355,10.3280949283404,53.4915204727849,16.7343062796374,18.0332985313841,85.3590636346363,20.4121803075833,43.3424806767487,11.7015826848467
"GGTLC1",90.6694929488437,101.437908965789,55.5245112090145,101.401109897596,104.672523196042,85.3025427772443,93.5727404403555,107.76574400865,107.894852813644,65.2923388202452,95.3331834472042
"CCRL2",7.13668487158433,7.2449100463782,3.5773766289186,15.56667585293,7.48739716596017,6.96377613679666,9.68876263422941,14.1105111743096,13.9192346442731,10.4347379212554,13.06899591827
"TRHR",2.68582428707975,3.99700158261939,5.18664245368731,12.74152162189,4.77411023856346,3.21942568927825,3.5066266589444,5.52746527901354,3.19213726503481,8.4114990268124,12.0772334937856
"NACAP1",198.26665784526,203.459979383347,280.993219114366,284.37895588473,301.430954208443,243.912215994451,330.375356415467,217.951679609493,349.010863111545,234.952624727447,272.40169248909
"RGSL1",61.7257189548625,49.6137296653441,20.7353944789653,14.6620913415909,59.4875920156584,53.247864867613,29.3717304146326,29.5261368540873,29.9486966871584,22.6550571799008,24.6672346900741
"PDE4A",2.91516503567677,2.72792851601765,19.3253011983075,14.5291532068694,2.09058801931658,14.9455441895267,17.300401487681,7.67189190649112,9.88995057023805,13.6824203179081,3.8756302516177
"MT1HL1",4486.76953689038,6965.38246533986,3783.69101803193,5216.44412343361,5534.43182528597,5580.33709066159,7293.15450324286,4486.76953689038,5416.99587806764,4458.17427847878,8028.18981334303
"GABARAPL3",36.7378493513501,19.9548375980955,19.6777509996624,23.1987400868713,56.4209034408581,30.6970219085829,58.3867164928036,51.1027170458579,51.8131505105508,18.0133659873367,93.1715358578922
"CSPG4P1Y",4.53209668905382,5.06856222143572,4.046542835228,3.10772004381094,7.34793858290228,5.62672812771131,6.88721912839182,3.13259347231101,8.42444149834538,5.63808122676037,20.545487554014
"TBL1Y",8.6742467819634,28.1588685654778,15.9607739413242,31.5660080969561,19.6943547174283,31.4890783793394,20.3282244178009,19.9845078870072,16.2291245201023,4.34169165181287,21.024683777196
"ZIC4",19.966286516871,33.2082692042052,15.9362566304908,61.9958102179544,13.7280953267485,35.2042261323959,19.201641408732,16.4547256881916,21.8202346222391,23.6711447356952,30.9039646396603
"RAB36",84.7940774345657,109.442118640771,91.1662356780486,176.394403240878,74.7819364772066,78.1062770454262,86.2548565432978,85.4905215642304,59.7752802835713,71.7679060078874,107.329174091063
"SERPINB6",250.365058801782,264.195879461624,386.907713837452,426.208470592764,263.474670972957,318.610238760849,326.682520173969,408.356307854785,242.352015272577,327.147881559523,326.822191101169
"DSCAM",59.1327069053048,18.702723502988,38.381199735894,43.2798486844517,20.3189962148644,13.8701000207376,25.8983795594057,67.9295906972635,29.4836502139757,63.6286626091469,53.8925303300812
"PDC",6.08707429998228,24.934302594827,6.85112428871309,4.49929762183716,4.8333051386073,13.9457454851318,15.5104193513675,2.63336744590929,3.55058825113774,3.46527709698571,35.4664006435771
"GH2",11.8022413453118,17.7231521593472,18.712335655999,2.03580817627462,10.0294771740767,7.82402549694743,4.63129546101065,9.82908266723086,27.8445255935976,6.81489848826274,13.458623554778
"IL5RA",7.97432444901235,3.18271733084193,1.45560543606807,1.94387507551547,6.25650963204302,2.27373424043445,2.17454515632621,5.77644746142975,1.70667774398818,4.25950664942975,11.7975353636393
"BMP4",5.9038451072862,7.02884281079384,5.17528278911351,8.3704503738483,5.66323672156911,4.0143696015571,6.2452700641841,5.4915991468581,5.51728810495486,6.04833408497482,4.67573436593034
"KIR2DS2",4.8641538842869,5.92870460510599,4.73118898507858,4.68496513123261,4.42923631774737,2.67657173893357,5.40050729550198,4.4765702739086,4.86904696892175,4.42428701708318,4.05007334066366
"MAP3K7",93.7567160982406,84.6680382203121,67.3449513917705,82.9554244762119,121.621007358626,119.790998542679,125.866334969272,101.731252189456,141.028022570718,124.614224899117,141.352493969548
"HSPA2",1708.2370248019,1449.54422397115,2515.88137300711,2039.0450243345,1551.61929540319,1054.27148980383,2279.37506139902,2219.96228754148,1969.00839255961,2562.47270743465,1885.99704341095
"SNCA",237.796956800863,147.845748772504,251.736404941317,212.073879450162,215.557970161794,86.4684571083069,100.804427289517,307.920899691648,79.7089908708195,191.14387278252,82.5702236943916
"ALAS2",6.8729692939312,15.0976321981433,6.50824566930373,31.2567161423298,15.2172916951851,5.75321322064932,7.03318966469216,9.45307815549382,7.77974961020144,35.2214965928781,4.73587032032583
"LMOD1",6.3306935947109,8.24139342565493,37.2595337476531,27.2661963715208,18.0023651569463,58.4914278519055,6.27366117823621,90.3255048655048,22.5901205458107,38.1198528300402,24.8933046739901
"RAPSN",7.73018289735566,2.18952987972434,4.5706972957631,3.94443226780273,16.0692267178379,2.58661706788624,1.04725025609878,3.91794351360112,15.1340338820211,5.80268145420175,1.9794877285997
"SLC23A2",30.5213888624114,42.5358597747272,18.5614537414789,66.7514645386653,45.6182224313607,44.8202338026804,28.0444708658779,46.0616446036108,38.959601321132,33.1585286322304,24.4810946990024
"LRIG1",224.135320704641,351.245232646084,251.216422970157,144.778623504749,316.04586567691,225.556152354213,270.846630959474,254.699912777773,471.792784959665,147.945951059833,446.81260306371
"HOPX",283.591738064823,325.510211029421,190.132171194811,348.197764557926,314.430117961496,376.139452806308,374.663372528767,422.732979296227,588.133311366636,316.532409931765,311.013580972175
"CATR1",1.79698825626667,3.49124819120985,3.14570198634746,2.17054550977389,4.49412459247319,1.81589928728898,2.04121638286624,1.49637829344429,4.40447619402793,28.1173223628041,3.32616091165704
"ETV4",5.78212635391525,35.6301096730744,22.9963161790102,7.82402549694743,11.6651798627378,6.51479391592349,10.3641640998156,4.26466059424036,11.0075153877488,6.94098029982009,10.0028114934248
"KLF6",44.876094308109,73.6855923265664,62.6271202925526,126.652112045084,68.9517063570418,9.00334535152157,69.8973699810378,44.3267941884747,61.568256772354,80.3724841627576,58.8558687935863
"ERVH-6",3.34643548919066,7.10432094844682,2.9607547801274,11.2578993519168,2.92650296889365,2.35318814577792,4.14150889758817,2.55947511863263,3.65221357822121,7.68139755812067,3.31787374877134
"ALDOAP2",1.98186922068223,3.04251480764143,12.6085939124825,4.95042681328364,1.59873123511767,2.19085043050591,1.91712528072932,2.17054550977389,2.77541307668012,1.82399482565674,5.16426767686141
"FBL",159.392615198883,237.975062135224,263.836553069505,235.391182245641,193.149542880138,265.055011218358,196.302155976102,191.478258194494,216.241913907001,254.620284069458,275.223315530069
"FTH1P5",3526.14772466788,4100.63186727043,5288.92835418623,3700.31741244804,3260.20277355971,4780.62657315467,4244.44622940525,3807.3613303831,4858.66093723146,4131.8158242545,4244.44622940525
"B4GALT1",8.38835218356613,5.71537850148595,9.93404885643617,40.6580230943136,47.2012447992532,7.06425242819249,8.12656032015719,4.92341711711502,4.08375260568454,10.798416223992,4.05898847355694
"VDAC2",749.359208007419,776.073436166508,592.083656142351,529.303793527459,868.966835247941,790.478597226046,714.688292340144,579.070984104011,607.922990706289,516.820023272584,641.271080131103
"SOS2",89.9136526125838,65.0005598195059,70.877447265211,104.053658143256,70.910879543457,86.407506957894,103.922093325541,86.5566714335394,91.4209236116033,54.2061035789502,109.570872355039
"TRAV12-2",12.8967948916911,22.182260215577,34.3440102942526,39.5313617421527,8.00104359526704,39.4213117995939,26.0073142729567,38.1634171441014,26.7092444816702,3.89141616176382,32.3934559129608
"SSX3",19.5418127917867,5.65056515032219,9.85460847318234,15.6797457726488,11.1320824464305,8.53018100476988,25.0915197000819,4.82962777439555,5.87473438499167,6.82251760523878,7.25636583144994
"MDFIC",80.0690839612817,85.0073893722396,53.5083658045098,45.2051734180703,44.753861105369,82.5634630353761,39.307506294888,50.1442614487579,84.4127716973066,83.9471626453661,80.7865539706101
"UGT2B28",8.11422979895497,9.31730940420162,7.3388675033292,12.2458376051506,11.929717918288,10.1479485162329,5.65233000688014,9.85715410930184,14.7300885814125,10.6008253658641,6.35588975953264
"DYNC1I2",1242.29703492698,999.581568261924,956.060108678078,782.367436908383,1175.66453616984,1180.96485596281,1092.80498837515,1023.48565013066,1219.33624326194,1770.05079846197,1104.14596974652
"NCALD",145.835419081356,159.590339935899,125.293829575437,119.10043003374,196.788414385853,109.709078648362,90.7320141500487,158.103411746092,77.6053821888162,75.6355322007884,89.423342056648
"MAK16",165.919996866642,148.008181786792,184.720744180215,162.183553493563,148.775519457486,107.730038162365,143.780639788932,159.151950945384,113.153413020802,126.934857160263,111.094760209373
"KIR3DL1",9.49223904764795,13.6067399704925,5.59129993190248,54.8809459274138,9.51916389313377,2.67933613715332,5.23970455652273,14.9736872902603,6.55840685586639,20.1913125638837,5.21773776372696
"TSSK1B",2.97483000395416,11.1472367402539,2.16502180389813,2.85249025429519,6.57598714581434,10.2931803616815,3.45491324032137,1.65785033787705,4.46743676203951,1.99493221948766,2.91721636684185
"PNO1",338.509896239286,319.770472240806,274.845164366998,210.768579433279,312.696984597475,321.893940169771,237.690863366598,286.349103499851,230.150276084545,382.870010391028,315.796630272501
"EID1",132.400834149804,74.2455405957497,66.4666865819507,47.9539575568374,104.000340692681,113.361586711998,88.5925711396903,91.8468566848595,152.365240138002,96.4023591007692,42.6852814124418
"TRO",73.9142733534661,112.398409841472,26.8311026959328,100.850363470258,88.779648798353,110.113027207575,73.0136514902839,79.8611963163375,86.263067596226,95.6333346173713,72.4747885316684
"USP32",84.0668135542924,85.8991382977709,56.0052165427474,129.086156706071,81.7481163837446,85.0604557976065,79.7724201636074,83.8953473707721,102.872461323478,54.7041748228995,68.6822631197655
"PTEN",24.6029899654573,15.1972595957804,39.8632455010625,50.3728877064978,50.4329505980216,33.1585286322304,37.8076976864976,24.2529663163145,39.8071181164146,59.0754294271813,23.0100762389375
"BDH1",74.5519342454021,98.2327605287056,113.329467833511,7.59551303982727,69.7715613324682,135.769069724503,49.9615793760638,95.5938878658301,26.3047916076828,57.4511032922715,107.908426582577
"ANKRD40",246.943425216553,232.660622160503,160.824012006858,197.580110272348,116.333518822277,140.999844439165,174.465295744819,123.355977663675,318.386571431278,314.867693070168,280.660265173784
"MGC2889",23.221550738736,5.31605456757863,19.0074958405317,7.55000764954035,39.2446032469023,7.71506485221621,21.8449658631161,39.3112502162142,20.3656383145286,37.829563546986,5.65233000688014
"ZNF551",0.878802073574432,7.77571804914189,4.11925987680535,5.38221277694774,3.02740675199987,16.7856678894279,1.66826901460418,5.14322918712488,1.24353034099523,0.893427503704448,2.19215935246943
"FMO2",55.0193254941035,46.3309669878864,60.4087192007758,5.45613338489186,19.9923905584752,54.0834410220758,61.1761440176714,48.8275175093471,58.829840511755,49.0835136952557,60.0943261986872
"HYAL3",3.71468808008508,28.4001172923541,8.66864893744508,13.1738756200778,16.4705392363811,34.0204817530837,17.2307141800248,41.5116643117715,21.1927889813445,8.33328982208303,6.62431092376766
"FCER1A",11.8217539053832,3.3866700246044,23.4137183084369,3.19084619356054,4.9814242630738,18.2573883224047,8.33455032649839,18.6263841873004,10.1071316306968,28.0705826592782,23.6403911364654
"PSG3",30.2245617185333,16.1536023959288,3.53296095132508,2.54271159705528,10.5034416991266,18.4118266470435,29.9614416041367,16.3599481781097,28.0996080910292,18.4311757358937,19.6260784752751
"EVI2B",34.8705761781002,47.2531391550134,23.8458064592811,59.0939206980253,66.1066313843238,76.0603484179101,61.3423443562194,64.8619208696637,77.795948637326,68.787217044878,66.2878667470703
"PRG2",11.3674474680702,13.3471481284999,4.68496513123261,35.4946630830382,9.62391336530173,8.44045756438078,4.84459012282683,4.84645447002592,10.7193229065801,7.04377462907115,8.4114990268124
"VAMP3",782.818480375268,624.943381940293,532.183692074916,495.419512213181,711.97826209455,772.829448673544,795.841960567186,683.799750266271,873.050670718485,882.79181833628,852.65974387643
"NDUFS7",343.327538955373,452.146761352758,472.598894997703,518.223173416398,385.614483258953,305.257988944217,292.042876875677,195.647294290252,273.340801909513,346.459761210453,233.91071914039
"RLN1",31.0268783345764,27.534617552939,32.4485073687759,56.9222843215385,24.873811108979,14.3931246604251,40.9734527845621,49.1154266745258,41.904260124682,58.9742148585934,56.5380844277468
"SLC25A17",69.883074042083,58.0812136003151,34.0121240398643,41.4571957039279,55.0786151096372,48.2255018737232,47.0055248653167,50.857559404696,68.1709120048381,93.985642620184,27.7297004696123
"ATP5PB",946.599748499574,873.050670718485,655.388699904222,534.098871161395,1023.48565013066,910.658766127504,879.55738158104,508.675609653322,824.517368509055,664.856066356982,693.06971478734
"PNLIPRP2",3.23450798605738,3.11687204078708,4.89153387714904,16.7383227321392,29.2796779381028,3.44929812068489,1.90688576599138,8.25458724155642,3.08721129173882,5.48220837526264,1.58071219764702
"GINS4",19.090364806743,24.0552952426596,8.40318790930383,41.2458050845532,12.4971346531574,22.9583521349089,28.0007659180511,34.701270142904,31.2077656552764,12.8723718593833,25.4073817866973
"CHRNA3",8.68710685139348,4.54881364776915,7.64830177510188,14.1519526241383,11.2202750305621,9.46741106585123,6.14668361463068,16.5121642416649,6.90346519969598,5.68319388040781,5.20058565072803
"ZKSCAN3",95.7755922944992,94.1981332383459,56.0550845372329,20.545487554014,51.9939495226595,80.0690839612817,56.0824330154605,81.3842484488961,94.3103132490016,45.6800609380443,62.8602511349197
"MMACHC",56.4401895479403,22.1936274858099,91.335160380171,33.4575918761098,44.112875891291,10.668052525487,52.416035934525,42.0830095247314,17.3605247390965,41.7137176009088,13.0404589195
"DCTN1",517.293426531314,454.432715812335,578.184193473332,504.239257789689,434.774288952001,444.669452220976,356.355195207477,529.303793527459,370.090327930431,324.003023124074,446.172406515675
"SRSF1",308.015241425371,280.993219114366,310.672705555549,309.566109649727,291.178325215423,356.199970859991,258.204270318147,391.559021261657,332.073639327761,364.223068410185,288.563639485325
"SLC8A1",7.70638820796125,14.3626119776701,53.717624388787,14.2911255439393,4.35327231784062,10.3541521934172,11.7047329692144,5.93545724234133,5.57441335712153,7.77787852193789,11.8773560578254
"PCDHGB5",46.9341250929138,56.6592850275818,32.3747756608936,56.5380844277468,85.6339710550047,51.5443057652954,63.6792924967195,48.9327431791363,91.0038082515243,43.6046256499527,59.1440640040827
"SORBS1",45.5379363458141,63.2240408028699,51.937940429775,119.551010846678,24.6672346900741,97.6325671122994,72.4747885316684,107.598911651742,49.6728711230602,48.0374953607278,102.505304054148
