"","GSM506013","GSM506014","GSM506019","GSM506020","GSM506023","GSM506015","GSM506016","GSM506017","GSM506018","GSM506021","GSM506022"
"PRPS2",41.554507513054,56.6318316810894,42.4533287331142,27.5002628609851,35.2461027633158,43.942898040522,36.7250274498276,46.6132617895293,39.2893202779605,46.9966547978711,37.2919582127008
"ARMCX2",176.004758223338,144.114070663262,181.834627779481,135.560219898757,176.895109644753,131.967260020263,140.927283239939,249.597917144831,114.461601773044,213.69488275144,131.320371960814
"PSMG1",87.4554968712032,88.3732669484623,62.9987449938285,97.2400108153058,150.610019279962,92.5382275953564,66.7514645386653,63.8499133932943,109.709078648362,81.0742401867796,75.1386472983929
"MFAP1",167.466118376735,161.628984169499,203.198093253159,146.21760995253,193.739924400702,149.728745298955,212.003140016283,201.140583789365,165.411033763456,218.164298541576,191.246531843852
"PPL",6.8803716606556,36.5730135151927,32.8440037545565,21.0752379691507,3.4303000356087,19.4443089881073,4.34445640267589,77.3994922006013,5.11349925398314,16.1313685498994,20.143001116528
"SATB1",102.711008997034,68.2074295579058,74.8967579406981,20.7281407634808,118.980353413665,66.2739289596079,135.743872583391,110.894488988735,102.286780745919,87.72051823363,103.237972013195
"DDB2",38.4957788239589,76.9085273837938,41.6257895968774,81.4683346804833,84.0032883559727,75.6783994505116,66.6978568606035,69.9429385207128,22.415983612541,49.8350416787888,68.857929645178
"AP3M2",288.346217495804,311.013580972175,266.370699310615,247.652977809188,358.898209633156,245.601118628028,195.690786383864,280.017093199895,200.73610879505,227.762035658314,210.543344851246
"LZTR1",194.872934397596,163.581576523118,430.812256150453,294.231350781711,188.468665365751,141.926951581661,110.19872593601,238.035111148563,194.872934397596,184.27279941496,213.35371527679
"NELL2",332.205807421223,382.086859067626,196.702006819094,216.788127468231,221.689959755315,361.472825559346,224.668602102486,186.733889692597,193.567267659052,110.113027207575,439.480744989951
"MMD",153.001536786602,173.188227596279,221.517212418256,163.641704972886,208.687923895373,145.408840091853,163.380096859308,162.222275376231,209.162884896861,216.76473923347,198.545270063331
"CD53",243.257479083839,252.99368155586,431.984276566535,406.563183287265,249.801524686676,398.521030838678,396.175101703369,373.424027405405,399.913711337484,246.273767531652,514.503477846861
"MFAP2",16.2331269185649,41.8687702364338,33.2880621114308,70.811832015605,10.4517281381047,29.9131465975349,8.73169080347545,36.7441695880417,16.7285806817747,34.3004924602702,12.5834549569575
"FAM8A1",271.653076005517,223.764834618312,282.360393713016,220.85803532118,223.892569988062,245.110071149963,312.874129587579,276.717273232689,417.72424145569,301.698731212698,237.975062135224
"POLD1",10.8691211547079,12.4012116491553,6.30794224939753,34.8393724217371,15.0391075954528,14.7796773211345,10.0008087943083,8.95114030777492,17.4409586714482,8.98704531523534,21.8237699069728
"RBP1",153.389284756576,171.743708725505,107.940821174104,314.935150923279,145.492765215699,170.823876570897,20.2569668176397,205.399432252361,135.860801357739,107.309532297204,189.39001188793
"SUCO",93.8384755242068,99.2710270262903,52.4851809342551,16.2130845025276,124.925058696938,81.6432574313109,72.4277434638608,35.5144130409125,88.8311434851203,55.8624522257022,103.468706987938
"HEBP2",159.846149711762,189.043036810924,179.104142947332,140.199968533228,194.67204621779,130.783911978656,152.891806276911,212.309834606745,156.463677343947,194.67204621779,185.045368113898
"RPP30",88.3638562806495,64.1573696955009,126.962578133339,75.6911575731039,98.7029588938679,110.795725154621,98.8983559915692,146.768861507783,84.224677888274,121.066442614764,77.3551329871561
"TMEM11",101.08232190914,88.6570169261238,149.36568259194,153.641504263776,123.789249440867,78.30525176876,87.196035398212,114.654440185659,38.3356949332353,76.6416454914266,81.238185074108
"MTA2",8.62566343874568,8.13012876188421,11.5166215002715,25.4389396291514,5.14438895075347,15.7745018902468,3.72765135974263,2.93765857007181,23.9821950632286,9.78781073019229,6.72152490595525
"CBY1",109.73349843189,214.34279003323,294.231350781711,231.162344519205,202.930320140627,165.985207394652,154.530794727633,140.253955766617,113.760231595293,161.851197924386,266.101287917391
"ATOX1",244.009113806934,448.60745231877,354.591329711997,417.435891002025,378.45604768808,301.33663149118,261.21738595942,346.96058401535,327.147881559523,448.326013474648,254.448974410072
"PRAF2",251.416677513694,297.683681027448,215.557970161794,211.72721839288,377.63581464271,282.251291904238,249.801524686676,188.268965655549,261.606005034649,140.313379662686,201.71818665024
"SPR",143.939496976339,133.085230454641,119.057072035195,167.238965668094,148.448754108012,107.908426582577,182.372173528799,95.82652645224,143.317617035846,169.435896166342,188.082611248113
"VPS16",93.9345837720219,125.383576535807,94.5092093751379,112.0535344528,86.0894303310908,75.5166975029889,86.4929152226009,107.981754118231,76.455794395091,108.050109828798,69.956341078944
"CHD2",25.3787694903084,27.9475439451955,27.5214346920851,78.2404128650304,31.5524961145473,46.5329959837368,51.9711039127075,32.6146190407295,43.7318679279868,44.319882391768,33.0214451604154
"MRPL19",34.0121240398643,29.052494054898,57.603802349031,2.55107268224166,41.4632495121547,9.83479822936592,32.8494393363016,10.7859774937152,30.7248251729231,91.9675080775951,27.3964609082015
"MPV17",116.150247833451,132.546017362044,158.070620427535,61.6503442373503,128.903453839157,105.782051036598,89.9605211927721,54.6278128655261,76.9449724695808,25.9381925873115,88.5037367841749
"PMM1",112.098365341854,127.518446531014,106.809167931763,69.883074042083,146.289682725231,90.9286150094621,101.279783732463,83.4385798141344,96.0687792464564,89.0800495300171,124.594176610071
"IQGAP2",27.479726366904,32.2568912072547,38.5744541341514,22.8249060884173,11.239399620133,20.1639142730483,39.5201395846831,25.8423433277412,27.0171497233276,29.2563015591547,37.1242877709121
"CYP19A1",39.8305261050547,48.4396202387646,38.4203230123494,13.0921358286494,49.7004811174293,51.5053102707909,42.7996486402117,35.6370737408038,53.689633847144,5.16142081586504,107.497249895798
"TPBG",242.890449030245,115.079069196821,233.041290834379,146.262247666458,268.211329859428,53.4604145587161,96.492093276806,213.829211971541,64.0760356178708,258.764352647272,122.287174865416
"COL15A1",30.3212982714981,28.3590322532493,24.6774876072139,6.00849893330942,12.7742286233397,27.1131838983847,18.2848111318089,33.4689607400807,20.5104480671253,37.736893313855,34.4696409587127
"NDUFC1",705.637516969335,689.202443300426,515.524585572218,451.176262969914,670.304564761771,498.28315661241,765.999831217986,313.461153295748,365.415031801994,362.711912368618,424.096334751933
"SEC61G",233.696419772727,251.736404941317,243.195046461314,386.147169342268,303.004093644183,320.054017966138,216.185469261591,230.150276084545,188.526632849034,219.058421211364,229.853804353857
"CEP57",44.0843245830825,79.3287743205766,49.5090342480058,93.4965080910265,29.8306804255968,60.1389211653412,37.5385241804847,71.4534287382553,38.0212359334596,58.7186306331757,61.1267427392372
"RCAN2",1112.48713681639,857.577853566294,612.139241016828,680.706829280705,1155.03388370375,460.280459173147,536.758813967384,471.992956423555,344.838309278337,289.685344908059,283.917274991487
"EPHA2",62.7534640546469,10.2717619485807,48.8415305564894,31.1291606971383,15.5458000117668,7.51172953015329,44.263002825564,53.1539054738655,19.9923905584752,58.2473415732378,18.1329443711598
"BPGM",90.6336446366122,58.2171066060371,64.8345178169696,22.6635287832086,97.712863314719,58.9509503605861,47.3958119632595,64.2415332341256,91.6423883231335,80.8389477018675,51.5648008688402
"TNFRSF1B",25.0146206968392,64.3024862050506,86.184480672033,74.7136536792528,44.3267941884747,52.8089257666737,22.7247035588886,48.3348051084984,89.1395467171612,103.386016448542,69.9696579827078
"SPG11",281.6222347384,212.003140016283,193.619235144051,147.787864498214,255.358655027291,236.16280339482,165.411033763456,216.788127468231,268.655274285022,180.91578539603,328.327223312264
"MAP3K3",86.419979658234,97.8345783651025,75.0370260785366,54.4374304700126,80.0502196841047,68.8311460069914,73.0356913392995,36.5474387714671,99.6339051999318,93.3543639529636,47.6591705048125
"PMVK",161.19680938017,238.388485481308,249.139239188237,200.395194241014,154.984188510536,236.250554138677,178.815354625075,184.692634462364,242.648214966307,184.084210828579,270.739288547873
"SNTA1",216.694913354792,232.429272616353,163.539926991747,290.087884534227,233.041290834379,173.847825911124,327.147881559523,304.265126868929,336.676793379228,173.972940269934,313.190109755223
"MTX2",216.788127468231,143.540957699809,230.922579794079,302.794741796709,235.391182245641,138.869707225384,106.222951924108,207.409219316637,109.793654431236,216.185469261591,128.888573211718
"UPF2",96.1345678885132,142.555398201223,117.562388280571,108.747586010709,115.974359911946,122.618879691902,153.749954598249,116.010034259661,90.7320141500487,123.789249440867,138.774735911956
"CCS",53.4237354170324,81.1582883589771,70.7665999559475,33.6569348209022,92.0519511712434,42.2842552416601,24.3675778334438,57.4729298868684,49.66235895986,68.9517063570418,58.1457934131136
"LSP1",10.7275449152812,8.71383496333703,28.600270590847,19.5047708703946,9.09220298463573,24.8281826576296,7.8149467327587,20.8541791105046,9.64947094477836,14.2494318594339,95.7570073493927
"MPST",157.18913343299,212.432819432377,221.079044752331,307.107895081642,178.615812045066,228.780093797364,238.035111148563,233.7680534838,254.699912777773,191.088771937458,339.58908803927
"APC",71.1902851725849,46.3542525690227,87.8420168465496,57.5607669515403,16.6619625710951,43.5725785902803,78.1062770454262,60.242404602557,10.0209448317031,25.8143493062667,81.7287452980313
"SEMA4D",131.967260020263,86.3245495827943,214.794367750894,158.14506427683,66.9445665985658,78.0536577082832,159.951249979637,192.676828540317,162.717993524378,194.426744147163,124.425071933888
"STX4",146.563289470882,208.520615540559,222.053264924208,157.540205260207,115.079069196821,162.07076642696,107.240134281652,191.669209840009,111.845834332284,212.3929676823,157.669191952573
"CUL5",190.111111064938,217.57196812764,226.215064557865,103.67144667757,186.975989021876,237.566954495213,179.260890331423,159.951249979637,203.031911965211,173.294003103745,182.658025232192
"LSM1",196.487043336542,196.991743818127,348.698113687591,324.879995444228,219.492867660462,165.072847308474,298.720462742823,329.970502301759,283.317554003866,323.581839961715,134.949241466586
"S100A9",9.72218809671316,94.2411669208814,170.19426331075,521.793238434107,44.6384729631211,201.680931820412,115.408316239836,229.010149454377,263.744102112194,321.193776104802,149.995720255942
"PRPSAP2",171.358705783839,172.896400035338,148.559833200018,127.142038242217,179.88985561228,158.302522335281,164.231120542545,155.493436361277,175.915454557394,206.602013342859,172.472487464242
"CAMLG",206.20109135752,203.711620076061,148.066586332548,139.936157958523,212.3929676823,237.796956800863,144.90475709145,189.517854619727,145.435628874535,173.627542886298,175.363238680149
"STAM",163.897502878694,108.327158714931,107.650356118224,176.570785269572,121.399267845367,115.60151000098,158.559612294436,75.3862159473474,141.926951581661,118.938493872983,102.697503833863
"ALG8",188.870887595569,143.580814201855,176.848693363486,127.385100619401,170.085572984151,122.632050166821,150.892620279257,190.830698660204,184.720744180215,237.377311955475,145.049840635583
"IPO13",542.792463630993,377.331305936463,454.027223144253,329.173332260391,464.12644225012,369.578240450792,342.890022554844,412.983335227068,494.747521629751,389.443149795495,379.575103778191
"FAM189B",140.347134309941,92.7382753363731,175.268959866907,215.932170332175,101.279783732463,124.973139748987,193.270463885685,157.99217326936,141.470830935642,166.085050231516,148.858369748081
"PTTG1",136.038340108802,172.090686665886,99.8281708197125,250.618011469425,122.632050166821,98.1148980684496,187.774427682313,227.816789538887,122.632050166821,124.973139748987,130.997184155349
"ZHX2",103.713986850789,114.998280013008,140.607051620873,96.73584134597,125.093631013509,85.7946147900139,132.842732211654,133.344445597737,171.919610176041,131.624565852704,113.689789820182
"PCBD1",142.576749829454,143.453906224459,106.822899528235,58.002521524488,131.624565852704,130.335762985801,136.807589120669,58.4625601568072,113.243415538314,114.229241822281,114.981641202246
"AOC1",17.5518100934962,34.5242968324143,31.226202756517,57.6204700927624,31.0474813274392,18.5695490921143,8.06512311587588,31.889564784673,31.0090973249123,26.1221793872864,9.54200833586585
"GGH",61.1267427392372,41.1513494861055,40.0348561702509,72.9355672188119,57.7787692912905,46.5847665795023,50.6335953029889,50.5648298265864,28.8898424704935,32.7263526194907,75.5221289946438
"FCGR2A",16.1204644371818,36.7559139746405,128.242100084515,103.544596818255,29.4252256656438,81.7287452980313,61.3692181787862,55.3591738399176,70.1263632514704,53.4202985751499,61.2669481918505
"AFAP1",7.33421747852336,0.665645243339681,13.1709344949471,2.2564275249513,4.30392536959899,3.76813989463163,7.13074741326877,5.46082411365002,3.03747147857411,2.51433242364009,10.3059009040601
"FANCG",60.8438954857445,24.4592114843462,53.6415047908075,62.5028045639495,71.786097624525,80.0138926225499,49.4603756978573,59.8199629051199,66.4537716676491,64.3987500984809,84.8877107088082
"MNAT1",39.3275722408732,36.9939130820781,14.0779342582171,19.3934402990019,13.3064510985521,66.4873829087298,38.2153640418813,9.91679877517288,46.3860717804325,41.9364679681923,56.8942974489073
"AGL",118.938493872983,100.603921138689,72.0969060308972,65.234837429349,107.421395123451,132.417068961699,77.6768893436159,72.6486230041354,130.858167453748,68.3014053313579,74.7627313387629
"OFD1",273.712671511595,222.265649707978,325.9622117249,254.29904444175,268.41541623289,209.37930593015,177.910570861148,292.826571486496,257.931377768697,209.079260484394,441.857596134654
"LOXL1",6.38045581986345,18.6627576104435,6.72717329489588,16.2966035511545,5.66086321145525,7.45113413550814,4.21137853837863,26.8998740657205,10.9339417473423,7.76239635016101,5.90163820509683
"ADIRF",44.6316864505766,248.61860522729,233.829866802152,292.285124105517,124.363150578029,256.317536922726,107.221310930433,460.280459173147,204.10614303583,431.073784537886,384.023813146773
"TAF6",121.770724468315,195.591974447247,98.6151992883665,94.2411669208814,126.598615181802,85.7805589147568,230.840759914585,148.953391808334,123.458112345819,68.4508557423921,143.580814201855
"RABGGTA",71.6741742867192,93.1418740136483,63.5786476339473,104.647680123326,68.6998403073502,54.3801510538032,61.0698185745092,81.3613616221811,60.829855586106,101.104478435036,44.4849404573086
"NFIL3",56.6318316810894,83.8500351372485,127.727028342206,178.062319421278,75.2875149357363,136.587512049932,97.366736960011,121.204271004942,107.421395123451,273.231647091408,75.3216088585396
"CSNK2A2",96.5802992477956,101.334794294408,103.298691745317,90.4463557503827,93.985642620184,52.4477934566106,76.2959696694876,86.2882608198533,67.9851162135244,91.3180304892621,64.5461490033749
"GTF2H4",30.63862348488,43.5629390407038,25.851211920461,61.9827160276792,28.776050396216,40.0295970431198,32.152417235269,48.3913413060461,29.7640854339713,32.31931552558,52.2968283841211
"UNC50",221.141161131683,202.307731624321,162.32379005024,97.8112414891327,252.99368155586,180.828802658527,198.26665784526,165.691092700516,249.5487714968,224.597319874585,210.319653827504
"EMC2",314.182927036988,248.067984702509,222.572036226765,174.745079339869,346.143367290072,297.167116394616,203.086710360721,254.005002877091,326.955882713913,227.940856345197,356.199970859991
"ZNF185",27.5782994488293,62.4249571608461,116.40243949396,142.86565133676,130.504700039176,43.9809666122015,20.8541791105046,115.218961438491,98.3316282607248,111.573465446145,124.034390544379
"CSF3R",26.6743273560511,12.0050076893613,7.97098026059175,11.1812748884849,11.2357093013584,41.7026897572628,50.0925586148609,39.6656977356734,43.4027620535478,21.1508548794394,64.8022229132364
"FSTL3",72.5993836934992,130.175893134791,97.8718820305756,142.808569547075,65.2923388202452,113.937515616563,59.7401516980305,76.2227996226993,71.3542213827845,88.9645516807121,73.37109326365
"CD2AP",29.8668775970719,29.8086128407697,31.167153130165,11.5590597529038,21.8202346222391,12.5045013442674,17.0918559367834,34.3704059722218,19.1499281960756,59.1835475925253,22.7285411850525
"FAM193A",161.480058439334,145.260353120802,219.570913215364,193.512852114639,168.116195031328,201.813427557327,191.246531843852,200.180412939088,159.245467069872,213.540596161237,209.37930593015
"ZEB2",88.0963107105367,45.8810708299123,53.264589644101,7.56482273070193,58.1457934131136,55.2662364291989,66.2363160904939,52.8352251489306,208.146608914628,146.975535651892,51.8335092691645
"ZNF516",25.8931814829198,19.7881794369724,54.798995936238,47.388086792933,12.6067450392282,39.5678236712877,25.5620219622348,32.0896034761479,23.2359596437078,24.0660028106047,22.1574970438943
"SRP54",186.25453049348,151.637803153203,148.291877442881,62.455370857586,193.670768277282,212.003140016283,110.398186762911,148.972760970925,112.0535344528,157.068485027424,112.098365341854
"NDUFS6",324.119717269503,362.454976966889,284.066935785988,431.073784537886,328.88436007958,348.353416416509,345.397283294663,383.044370538341,283.019680449238,318.166599683447,275.761587263325
"INPP5F",1102.71330624026,874.075347093091,772.829448673544,1083.799395497,841.316781540838,926.954215697243,727.915859825302,999.581568261924,374.860697965855,350.476241966201,376.881011233124
"TERF2",197.346184782931,194.426744147163,256.090670395473,171.487539127414,251.64504112349,176.26502637194,168.046713437803,218.74943117355,198.631381025348,178.615812045066,194.560131466714
"BYSL",19.6351627749539,24.9582751974488,51.6799265646512,50.4104546507181,50.0784630518387,23.4002015107831,20.1048053378328,33.833142815577,19.734815690393,71.8955638864999,50.1122532700983
"NDUFB6",410.565863465109,364.8930403916,318.291185878444,315.0430136144,355.525122821637,363.015215112979,369.855783061502,318.80714385364,259.205398617559,301.998404411396,277.824929420684
"POLB",174.465295744819,113.624714494044,114.724999878388,108.374172586066,139.583257175541,195.09878951309,96.9952933117094,153.496910516692,81.8601081091711,116.459868496703,118.7929181009
"FCHSD2",117.362612860137,83.0820171614956,94.2411669208814,12.9387906122445,109.027390540444,107.882405266548,69.1867050057799,82.8904234641995,112.079819891435,105.330184603876,142.156736175248
"NDUFB5",406.563183287265,385.29896068911,422.732979296227,506.787091330552,468.9100002395,368.861651645472,470.118516838898,511.269120075038,395.894074871276,416.143887345096,371.227990689305
"PLXNA3",76.4425080491223,68.3014053313579,43.1129470810904,107.673969807462,38.2316409060927,57.9924169607889,54.3579576832467,71.8455980624534,15.4490111873547,48.9592995016146,33.5512979207674
"VPS26C",79.3722616311975,36.7796562343057,53.160846078419,9.42514792952777,39.7844435740158,60.775058422975,34.2333950595558,72.5498208542498,28.3641413300396,88.159550117798,35.5905533580592
"MID1",80.9111120967443,68.910469523518,75.1817266384459,188.154164351656,71.8684919391495,71.1806506421237,75.6191195023882,107.531833308769,96.1225708636745,82.210840000225,108.050109828798
"COBLL1",60.9280688459735,60.9900922936044,58.2809777169073,49.996126207207,38.1919653158337,39.4712724345475,32.120747734809,24.2835716396058,52.4851809342551,78.9898849894284,42.857943720435
"ERF",79.005749969889,73.2169056766168,55.0046037777053,28.9427461847855,33.2408707874563,100.035775471152,28.7538832831012,57.9255193804236,79.3541469648168,76.4185414832294,87.9346803462691
"MON1B",35.4904544264711,65.3155496828531,22.1642133846278,7.29342858920711,12.458777955705,18.6235187595647,79.3851037416462,42.9276175780365,31.6766658470347,40.124490185218,5.02289964251441
"TATDN2",157.967633799798,163.380096859308,178.589649788708,317.851165121881,187.27425745804,169.783691100186,140.829846930173,186.484555332953,147.712432847623,167.798140440762,183.412027466553
"PLA2G2A",14.734077564888,17.989096142531,15.1431399215625,27.7745244672595,19.1671942934024,28.7667071497387,15.8948366128856,10.9615610516647,10.9298504163919,38.5807479908944,11.3267210867933
"PROCR",26.7855593864002,25.3822892974734,26.8023682851389,29.2098859533436,38.1634171441014,28.7463149448818,15.4109305079535,20.5931397692296,23.472600390829,26.3652039729031,50.0368343316838
"ZFYVE16",347.056157929082,132.174912876858,223.764834618312,167.019594890023,173.032705297399,169.070496179991,64.706680725414,197.263918838562,245.887943087055,147.731486840175,129.214920500013
"MAP3K11",209.162884896861,141.672333512681,207.618959814017,171.247007099362,165.107292909213,171.066960829151,147.896781337304,238.904260303381,215.742193404853,235.312809126398,245.946351785213
"XRCC1",38.7682618942946,52.9806964179871,26.0564965591553,14.5419984495769,47.0719845193541,36.8529016013398,38.1130456189004,44.8940878493168,48.8716684986604,35.807523148124,10.7193229065801
"FIG4",178.391564028116,152.727266333949,220.285138424634,145.435628874535,212.073879450162,121.103549427317,155.400922571494,230.648072292511,136.515504008783,158.776870577459,132.466141351679
"CTSF",213.404696512576,216.788127468231,301.33663149118,316.820407391058,246.074379160287,150.975781393862,253.499418189978,212.56248597645,242.02880297363,138.059514831917,225.890879357127
"SLC25A20",155.661560593886,125.324204942787,142.73917068414,237.566954495213,191.82093922594,120.225145797125,212.502748478191,197.045944628604,166.53778395547,158.63957687287,195.690786383864
"TRIM13",75.6485162091407,98.0644405758303,121.908208156251,122.362419381951,91.738077239292,102.538677675672,92.1381968650479,144.351574823523,110.236553322355,116.885191896268,111.639018491939
"PCNT",148.775519457486,166.943663569077,149.664595936659,143.797943967462,135.086984829786,149.063863192795,112.796999708134,226.807032388182,109.59003962219,182.935342108898,215.365361624893
"COX5A",632.961681590021,567.657255986082,368.509151748874,369.319804309168,771.760351231723,374.663372528767,591.464343624374,337.902602168703,444.092010110792,477.602538781242,453.525254435626
"HMOX1",90.8795428426411,101.471585270265,122.881447555642,177.659578121036,88.409860273719,236.41427527202,120.177916384952,82.3107126856254,135.630546711901,84.21513935592,97.6173180552404
"TBCA",501.758045621212,380.81143280874,402.744016481186,284.298574929151,425.745401170628,424.909641908987,363.929863500075,428.55316062767,456.605330752879,439.480744989951,420.869732412667
"MAN2C1",167.487794952543,174.89860330902,167.798140440762,164.890401056948,115.821774520014,136.489024190324,136.249643237262,189.316334873411,167.466118376735,179.104142947332,172.971980839149
"DGAT1",53.0299472039226,45.4764699620296,42.7468969511146,23.3878261828341,25.7562597464572,42.0493301223578,32.6732775008717,23.3930287979492,63.5910530731099,25.0197565844407,25.7222289445103
"TG",39.7520757107568,33.7098369669368,26.8155679977871,60.7086184308249,7.29533539549146,13.0531864640109,30.111931049054,71.0156343178577,20.6592150222222,50.5362353466717,56.1286079430929
"HELZ",10.3793907650543,44.0149862610007,52.0215293036549,19.8270948184854,34.8393724217371,65.0311572201864,136.834460085825,45.7095135356837,79.9982355331493,39.3170751508666,51.8508245328147
"NUCB2",57.7312985529149,63.4677225402155,64.8908124332976,57.7129350376036,64.9527784106063,39.8012325390642,33.8593229792268,51.8675141675303,58.1386528822835,78.7777278008228,27.7129068380536
"TARBP2",104.184089530452,80.5297695890294,92.6708662854416,161.994029688527,89.7740495856535,78.8041057886385,74.1696094983081,85.9462300799104,62.0071953305608,100.97345371239,125.50514423118
"FAN1",252.06824398693,232.784319727718,325.173956435768,343.327538955373,288.169345515642,188.526632849034,246.649637814324,277.527557425228,258.383542654802,332.607441167739,196.302155976102
"TMED1",40.0225114470706,105.060474729555,88.1689848246444,102.68509119039,80.1770714688725,45.0006112532143,49.0240778808773,95.6445416992224,71.3248852122058,41.2535892311475,18.3600853994973
"PRKAR2B",253.396903270304,183.642867973007,107.843234578997,74.2127712758556,195.772690595838,87.6580984946691,144.003837132676,44.9127615111571,90.6694929488437,70.0653096361264,69.1524610973513
"VEGFB",123.876239327968,73.5405554456144,110.460691735475,50.3338478301197,118.938493872983,98.8578435361081,95.1087232629182,53.8430887088512,81.5704312813214,40.9140570336913,112.409561923451
"MPG",97.7264288863239,108.465507240367,85.8428183970052,86.263067596226,76.6705909706748,133.577454556459,60.8189366371788,56.1635064458877,74.6580518717895,40.9314927667526,94.9687764379039
"PKD2",109.061865557767,63.4064759459204,96.4575316610455,93.8207780774353,107.787742513927,101.490292399405,85.3025427772443,107.108956960974,132.082627352507,159.846149711762,100.112022405277
"DHX16",130.287362243907,96.6453687559333,91.1466641442761,101.854863283373,116.703354586222,139.470019715815,115.821774520014,80.2730519781229,102.505304054148,96.4421606747979,105.106369385691
"GSDME",166.672820624727,119.293429683766,189.343554415138,75.3429018045319,170.949886850276,242.583242344887,90.842469479337,100.715312555509,152.891806276911,128.455519259265,178.857775117405
"TTLL4",43.8055354532688,3.32002039550048,55.4051603999255,3.34037247372935,61.7901628327095,14.4861280656978,42.8923036848358,55.2846915488152,47.3958119632595,55.189039550457,64.5730506137782
"PHKG2",83.269601850539,94.0669610879083,104.000340692681,121.862993378176,87.4554968712032,57.7698308989205,82.2487096432703,63.0481611799717,118.938493872983,87.7065234688775,92.441043474798
"PUM3",83.3805749629127,66.4537716676491,86.419979658234,72.1889851513216,79.971530121128,54.6113511541461,59.2471679650121,51.69776403913,78.0098227385098,103.853222285179,77.3689574223523
"LLGL2",62.8117689655354,29.4781906948942,33.391730590375,32.2140851663192,40.6118580062098,57.9152971969923,33.2082692042052,36.9242128074117,96.492093276806,69.7835305202468,53.3955774852192
"PNPLA6",239.048798274646,191.59353860146,355.635597134371,375.506772084034,156.608475960616,229.987922462078,215.316426318198,235.593769868542,207.370886601174,240.109937831364,153.143830619187
"ITPKB",1008.87240291755,1372.17356199993,1282.89199289576,907.547770626373,931.654047085528,1457.86184164118,1288.14121363408,1105.82264950027,1288.14121363408,829.904114999072,1503.49140802157
"GADD45A",64.2415332341256,332.205807421223,93.9972639237548,400.341860383264,61.3892484479797,449.947068131826,53.9363045317742,110.776194073773,74.8667186986946,90.5667684273989,52.585999064758
"LAMA3",11.3735128756957,10.0294771740767,9.3371318428865,11.2549799170936,5.82966817187939,12.5478069167645,11.3238497635227,4.51695706462044,8.32799469900438,10.0831768360981,6.45690158045965
"SKIV2L",140.548926508703,182.233946912952,121.276595839196,78.1717833999777,139.369800111016,170.949886850276,179.438768699399,103.417711983668,128.932856369059,69.1274758968909,114.842055785582
"BAK1",30.1708566384392,19.4197672820845,39.1054794345326,36.5210381093731,32.2378590755549,14.0269397232822,13.7700796617268,14.382974351927,13.1189238015586,51.2699404935555,50.8954251794924
"EMP3",47.0147154172765,144.574497694717,115.385499761145,105.528601715298,49.906245982601,125.622493377776,126.495343496332,70.3496612604002,80.4804204389735,134.251691217137,188.112521360578
"TRIP4",106.275882493465,86.419979658234,103.488347990431,109.906121351492,93.1600809077986,108.395690364319,79.3287743205766,83.0000055109213,86.5566714335394,108.128319222024,99.5593742461016
"DEXI",207.93696386488,289.019987046353,261.47801341587,208.634658154235,289.480539170567,163.478812227678,214.03185394176,282.769355963473,202.534436020875,248.739319721932,154.221595437349
"FOXJ2",93.4838952760826,130.997184155349,102.124329724761,141.701518743021,135.27821492913,76.3703852759534,124.392905296318,99.4190744028369,102.170072548571,129.808618191177,136.463424221899
"PPRC1",23.472600390829,36.5781846705522,30.8030658854429,14.6398944187387,38.4553357518888,64.5970578508282,38.5567326721949,41.7026897572628,43.1011042905588,10.8473703305235,50.7251478477295
"C5orf22",93.3024612969409,113.637780115586,105.973323871268,73.2339460813421,108.67070822585,102.432764485475,68.1331656720606,63.716796463736,88.0853252833448,83.5409338676513,57.0348042826181
"ZNF217",21.723701711207,22.2550480816106,31.7279591230607,7.17998904433143,19.0280121758425,26.2026686650234,24.1442486755108,22.7576862168727,36.9192366778796,35.8275291671943,26.7209137662795
"MPHOSPH6",209.607079717259,192.300073508707,164.231120542545,168.783328239847,232.784319727718,147.757333472396,172.74070050905,124.104930492169,217.283076847796,119.457812920349,172.94583250769
"ADCY7",47.2355763362278,35.2925746438419,62.9271697382593,0.956542942781851,23.4893349713408,23.8339739638075,32.0636296420056,25.2947769912151,41.61164995315,77.2892551521927,50.4176786599192
"TDG",4.48789199008082,4.4419316735768,11.1557778219319,37.1648968112923,28.0813478384988,4.64450796696379,15.7281495454612,10.5553546916401,9.3476191804123,9.70042202590844,21.4063855587119
"HMGB3",123.613433910983,165.516540531725,98.6889437607444,136.834460085825,124.614224899117,93.1418740136483,153.208230139937,88.2681465872439,120.30083097918,63.5501211123416,114.364398827373
"BUB1B",19.4988634879883,19.8794613813816,25.063533412949,24.8033803682269,24.407098218301,7.28038179726248,21.4962617236874,19.6351627749539,18.1093144004592,16.0877420357879,27.9411045351712
"ARHGEF17",191.246531843852,303.108370594118,100.715312555509,61.0013196515762,161.525392882532,192.013329838096,142.86565133676,170.499568750933,78.709389869571,69.4744669866245,154.585154240371
"CTSO",155.764214624505,140.772048476453,109.326217844392,151.541621703381,180.778575656683,128.004660278833,140.122553669722,135.530490831886,176.989003927127,150.450648804648,173.939028255585
"DLGAP5",9.16160346649698,7.53061255491281,23.0195978592842,3.39567990774327,12.0772334937856,1.24102542572055,2.23206259627556,5.64913640514443,16.0435059539376,2.49980026049388,17.3169293140397
