"","GSM77362","GSM77364","GSM77366","GSM77368","GSM77370","GSM77372","GSM77374","GSM77376","GSM77378","GSM77363","GSM77365","GSM77367","GSM77369","GSM77371","GSM77373","GSM77375","GSM77377","GSM77379"
"PIGW",48.1187266661302,70.4593336643048,70.4856849459278,90.1403771202296,65.2090499748646,64.0794571529883,42.1460051753724,60.7031594377769,51.7975444084917,114.377088285664,93.477148550566,53.5925614266058,52.6738020431861,61.3027699600749,40.5748726705177,57.7914360873304,54.0244394887028,46.8562166063399
"LOC100132356",47.0590118806343,66.7478822986621,48.8947022160531,34.9267324459899,59.3714481372455,42.6499531805717,60.0234556647989,46.7638889630364,65.9083242037948,51.9599598941212,46.4812223587623,55.5476560802799,40.9908738786719,44.6629444935089,40.4691251225656,52.9623309012755,57.4751148546787,44.0296095037872
"LOC100996549",18.8245483255566,18.272417434414,18.1451932861374,17.2419766431263,19.0383583844142,17.8869919632959,17.5803332445742,18.0573347502511,18.7543807816456,15.0198073095583,17.7427705234056,21.6989764902014,17.0958022142922,24.8452912097316,17.4736340633404,18.6173884933152,23.3791714911426,19.6510869737433
"LOC100130268",27.7422174239312,28.2712752020024,29.3458875019127,27.8021331872433,29.1923756731402,25.8088859046953,21.9247983964163,24.542026270718,27.4714883576673,21.4786869640627,35.2557556917778,30.8821416945567,35.8350819810625,36.1415005974987,27.5679995396112,27.6621205692562,21.5334499761968,30.6470831735035
"COX17",62.1361889890534,74.6509631501047,95.2131517791865,61.8749519736505,72.1416107550709,46.4800329600396,58.0330442067375,56.6766208693644,63.8890764187371,82.3656377285453,75.1942098314407,68.5214756427434,63.1968375680799,66.1781671480385,54.3324444468618,53.3236495654075,45.2789790818156,65.7961537068094
"PLCG1-AS1",24.2855751576955,29.677468014501,23.9465415521616,24.4562131660622,26.0721331638125,28.4490405799957,21.5776838219575,22.4478591377347,18.8201086817749,21.3205808637269,17.9663906617758,17.7885293726307,19.4847845978126,19.1534679247899,24.7451840147865,18.6061859613643,16.1382509383223,23.6024846860164
"LRRC38",10.7062148116766,11.6826487165372,11.4886016733505,11.067519817008,9.56406989184812,10.5138240750307,11.2368748601954,11.2926788101222,11.2808336703963,10.3911839591044,10.4497459754548,10.0327891139544,11.1039065387766,11.4906825154995,11.4631404544822,10.5481692589368,11.6480673335656,12.331172148942
"SYNE2",47.78060411832,45.9787349710151,49.8776173920752,40.297354409215,39.8311500135181,46.9517047199723,42.0813170450355,37.3741177792979,37.4499149648526,43.1621209544286,44.0256560260186,40.6683005434541,43.5865775708094,59.3193776319323,34.795075443785,43.9869339144698,48.3033025275135,44.3193221567515
"CTD-3080P12.3",10.6048192053487,10.9436861124908,11.3056024091488,10.1314574149322,9.44796642126832,10.6189158351304,11.3124667803296,10.5541659860801,9.93564715633535,10.9752879230927,11.1349883244663,10.6431922846417,12.2885193925344,10.3360586651227,10.8183950852846,10.8128800324157,15.4190545543826,11.6640608318188
"LINC00622",51.3234250789913,44.594735726074,48.8358203594062,28.9714251626497,31.4204530447312,37.4856311556501,49.3276831542823,42.0854034729461,30.8517233645223,28.1373753383556,22.3050430163279,22.1438343736465,21.1509410981198,22.6295107453228,25.6251087872575,23.7171705006055,24.6916130645724,25.0413907187057
"EGFEM1P",18.068298713167,15.2459547306013,15.7738688704626,12.4693453135099,13.2509586572487,11.9901638977297,13.5293999763354,11.9401574826589,15.0027475369937,110.202436075507,131.920982765066,24.3168245303999,42.3027490956274,75.621083566512,27.6780196602687,133.541536781827,12.6516702552363,43.9514347357814
"NHLRC4",260.06559405223,226.190788916524,292.631687351511,216.551056801306,220.316929363529,248.978906652366,184.458708599055,233.63748054035,203.893496915238,276.804147207017,231.155501813338,270.713811350737,211.60533882085,263.300491760928,208.772222451801,229.253422938603,334.359702762573,243.353594180147
"LOC285500",15.6043880889491,17.3242739634729,14.0771777128187,14.3568424449387,13.0334098307349,16.0573400502467,14.8730962184177,12.2271923726222,11.7612731142309,13.8034025507901,12.2073935875358,14.3031501934364,13.0334098307349,13.3538561050081,13.3519027555567,12.8870743180709,12.4409248479515,13.4100642990922
"LOC100131496",12.7783711004303,15.1318226388714,15.8726907792337,13.3991361593509,13.4876658019697,15.1261246232794,13.8875115554891,15.8087965850957,16.2979173852019,16.3725890146021,13.7832669260041,15.9702929714352,13.4326195474225,18.1267779397829,13.5975618033142,12.4194982917759,20.3049867611443,15.7700993504141
"CST13P",19.7254303854646,23.695905000229,21.7593706790718,20.6700644849173,21.2775174272418,24.1932999830262,17.4406247568616,22.1790926776553,20.6212739181265,19.5414052218081,21.9085103351978,20.2922404777386,20.7270768075573,25.9343632845397,19.3814932489684,18.0285313849139,19.0834323061494,20.5938812248858
"GTF2IP12",267.009156522837,286.032592705612,250.930845661671,268.861125555936,241.722620024595,239.259506340667,224.304521632953,256.558047791707,260.379233233001,216.403047753878,295.1913610986,278.503439639776,338.597675504816,260.679975102406,257.788451753006,297.37777627903,237.019398590929,296.859702762572
"LRTM2",63.3868546033446,86.0198217381631,53.1478113790951,63.5361607924453,51.8078649508694,53.0578688280429,39.8157502998121,34.3761151497238,45.2085774817936,59.3388513512409,50.4078892603447,60.4275101675567,46.2846188502513,51.603218321917,45.5384470275356,51.368498735218,76.263739532994,50.7424773233287
"KRBA2",77.0793902432754,66.71750041295,56.9544534694409,66.3248283938993,62.7614202845876,66.1786372256077,66.5266972907475,70.6970563855813,83.8246677294911,70.1898797222361,61.2869556118133,58.8136101603017,62.864316639673,97.3883706728859,61.6696997989677,67.5398234512193,77.9756507509333,74.0532038059259
"LOC101927377",12.0979144782091,13.1925237555525,12.7443803579247,13.8719036040374,13.7012650730422,12.064614929862,11.2446426597607,13.433678983633,13.0229586991429,12.6051975096752,14.6798997523582,14.4995815768507,13.5091208439216,15.1637515039211,11.7541121914801,12.567648637359,18.5647126703798,14.778058365631
"LOC100508631",36.0847014824878,35.925894189999,39.9803524264516,40.4105615989695,35.0327404819692,36.581536267113,34.268468434412,37.3490599057641,40.3146430117854,44.6792439602721,39.6426633917389,47.6855934440625,39.9736146805815,43.8597868943224,31.6540027144541,39.0163902168841,52.2409015764592,42.4684033498227
"LOC148709",20.2513861631979,21.5313536900127,21.2572320200061,16.2966854058129,19.1718597399087,17.7409915061383,16.7549366719021,18.1574999538726,19.7448873045446,16.0716655894328,19.6436404684902,14.8981492043158,16.7334954695864,28.1142955379297,22.1304003875449,17.4763678056754,15.8074359325088,19.9671820259732
"TEX22",74.108278732678,71.2570183319181,81.4503375992586,71.5744624707127,59.3407255171822,73.0027461437837,63.4737430064322,71.5253174919757,74.5386151339424,91.1096124987851,70.6093256369124,72.7374237737768,73.4735206534874,78.8403622668482,69.7761994050701,68.0212068881328,82.5989695852428,74.7338396581645
"UBL4B",163.58192518573,151.624230295314,176.49758648073,160.025370442804,162.18207174995,153.857678336201,139.374542110827,166.662894002623,148.803913301586,158.283544969528,156.085888155093,171.19058856678,156.948700883952,212.501399060589,160.016340816164,165.257888465132,165.003318084368,167.813568440543
"LOC100996385",12.2858872518149,13.1884075887179,13.016645887425,13.4500450271206,14.2582869021429,12.8647439320014,12.0395931715032,11.707195209738,11.7672981771082,10.3033602037151,14.2341562948187,16.2532501285054,16.5480440735536,16.8104446255783,14.0501255267491,15.0848365698198,12.2495407342678,13.8876972435457
"TMEM253",91.3034673947018,71.9336371738302,64.511763634743,69.4784949644489,59.5848785623391,80.5822849821165,58.420878383459,64.7774347234533,66.2904583130514,81.7032317996501,69.8430729240699,74.253892253781,87.9929052952199,83.9660508722406,69.4480118198324,84.075921140347,69.0908324012581,71.1774119598107
"LOC101928020",10.8318008615795,10.4258596762331,12.066988400686,11.0499835640669,11.5169033147395,10.0786172539546,10.8997412446507,12.0248364249597,11.3902014728485,10.736507090172,10.7980374990936,10.6749609868056,11.4144008915376,11.2301482988469,10.8565260827011,11.0781395289316,11.2550610521067,10.4751326147463
"PLGLB2",28.3625282616753,38.1357791150308,25.4176948700701,25.6132657810788,30.0615151136329,28.5953577347732,23.8664058476095,25.0461699109204,24.4947388271465,26.530816663095,27.2076620637308,30.4078922065977,26.5048723592581,29.5169452733598,25.8626507332563,24.8530655880239,26.7434918138182,23.0761939837477
"SNORA17B",97.2679411665764,86.4540428350368,93.6382380449692,85.8106127946919,66.9724508952815,90.7639746195608,108.895626098409,75.4181378602482,76.804267199527,139.074743776953,104.684299616765,99.789711588927,91.2779035486374,130.80425378901,84.9210385817905,123.971115484216,133.204354391154,86.3203346720396
"RGPD4-AS1",10.2750096509063,12.6697634596188,13.1576852583529,10.4732219516036,8.06308535191561,10.8237870981859,10.0632863755012,10.2816257571639,12.4588288028033,10.9398290028562,14.4990276462308,13.7283609091348,10.0551515287112,11.7054503279852,12.3044989297348,13.0318067450103,11.4793596297364,11.6046694978061
"DLGAP4-AS1",99.4928060433838,96.3269092760234,110.763581957292,89.2707778018557,102.724101481526,85.7683838806876,90.4963127356885,88.49370400207,107.041510529284,82.4729004189562,60.7199062301041,89.687583694397,63.2396171754974,101.809406349678,89.4079592245669,90.6167226591681,94.6907477715203,106.166765767821
"GUSBP1",23.0413005515413,22.6642412289554,20.8447628150744,17.2220295051927,16.6563971730575,18.6061859613643,15.1153219682618,22.6955656892963,22.6216969333877,13.3451954171677,19.654873115705,20.6732005947743,17.7075673297855,20.1434469059602,17.6675211874817,15.4751013186819,18.3293868006046,23.3493631120212
"GVQW2",10.9773559237769,14.8821948885415,13.065010367253,11.5287852435152,13.8848171409104,12.6081986370179,11.9651060487892,11.6899404189367,11.2866781140626,10.5430550558469,10.5524675408351,11.8345046998719,12.0432691552808,12.7066507679649,11.192870768754,10.8008160663057,11.2036241300283,13.5508858826394
"MAP3K20-AS1",22.2231062361334,24.8765596832128,24.0903125077738,21.844594216557,25.0674807876965,24.0024243719793,18.4524180326644,23.0404831600505,19.7333051483495,18.1072805387546,26.9118127853843,27.3756169467923,25.4168504620909,21.9197818691643,26.4781236565253,23.2017980248567,21.6451861290826,23.4962483858658
"LINC00703",39.2325441795942,42.4092331877089,32.1712303229291,35.2246520824897,30.946777749455,32.951654780415,30.999614746766,33.908295535338,34.8357801668882,29.1188680882379,36.4936881629864,33.0201242845274,34.0140829181035,39.6623117581259,33.3545173738953,36.7713945921329,33.8410932670221,36.8045379734113
"BANK1",334.539196609473,351.132152231727,245.592992199941,291.073729838884,273.526369429239,226.680410073885,298.896373781426,340.864868450569,259.475661291076,195.658888393971,215.174928677016,177.317599438351,286.459669396107,154.4708154185,306.359702762573,178.505994786669,138.828445915799,201.245034340234
"PHEX-AS1",70.9604734082255,61.4689527937052,63.0280812582583,58.137197055905,56.9642800545004,82.9815081305943,69.283788830029,68.6106558774343,52.7984076588306,54.0785915043708,52.1333454097951,56.9185289498611,56.4270523186138,50.9167004997208,57.6015439597528,57.1664265554716,38.9583287675513,60.1358558792636
"CH17-340M24.3",978.182997570951,957.763510626263,1106.99859165146,930.610125812446,1201.23861450107,1086.78220230039,934.859702762571,904.140301800646,837.419600346424,788.859702762573,880.885746934658,1082.15091964809,779.415258318128,828.665258318128,918.596528873665,725.304147207017,1145.91525831813,918.966689990461
"VPS9D1-AS1",89.2492451052649,81.1366949741767,109.227633079187,88.8644659081167,97.0940116222431,102.920986594617,105.302760612114,94.8196003421975,127.505227134208,98.0598482256557,92.8270737520858,102.477194453504,102.543092412884,105.252260007744,92.6890981409771,100.937248077308,144.740229706128,99.6636159356663
"ZNF620",9.83208306177555,11.3348899304634,10.6982109975939,9.88362076732168,11.3918038893685,10.5754809380154,9.9407884807718,10.7562209604419,11.6524768057861,10.3427173477198,11.2338066298336,11.0445848463942,9.69066549375913,11.5643663446857,10.1935770461631,11.2802722943373,12.1667894238766,10.8883071788673
"C12orf49",15.6647160603454,24.1280770138699,20.7394778676049,31.6869359000408,17.6378973289522,17.0627464556141,20.7713925018658,26.6795812864601,17.8318095491388,62.3671175511309,42.2091374227144,21.0606106117585,26.2890808542798,36.3119159586649,17.4122417948236,27.2368071673738,24.9560013584276,25.224199302318
"PIK3R6",31.7440032393773,33.832210518608,32.8143518244807,32.7039231820458,31.5884163719365,28.7973855361964,28.7686927072763,30.0615151136329,30.879524006376,34.1396203813763,35.4873167356731,45.0090617971777,55.4843577408769,34.3949701633862,33.8892824705647,42.0037376615609,41.6258724192822,37.2800001355831
"NFYC-AS1",67.6282007402919,69.3158011995809,56.2625315705459,61.0875861112681,65.8805570461089,56.2435932948863,63.2392705231894,72.1124474606072,74.2664716035683,52.4043857823053,69.6693300749248,74.1254058522862,64.932288834122,74.3654155107279,52.4137727067698,69.0635072312678,80.6263747820726,66.8362444894032
"ZNF252P-AS1",22.4849216931112,24.5562246283589,20.4746305775768,21.3135668083448,18.6864102628251,17.3150132129004,19.5474157716848,22.8792703626682,32.3511907870213,16.6948498245817,24.7928849187366,21.243006058617,25.1743563055571,29.7353727598251,20.6967875819592,24.7928849187366,21.2821548177576,20.8354782540818
"FIRRE",41.8595119146545,41.5763141889121,48.5783461570455,43.4563337676361,39.1012122459137,43.7342708883099,35.2195023050834,36.5819390077628,36.5935381304803,34.0683642230273,45.6410554528937,47.6734777607351,47.2238302423582,47.2288959466565,39.4061820098996,43.9687314588248,40.8128292918426,41.8343967625345
"FRY-AS1",8.74190314488677,9.50906930927574,8.84093467198775,8.29037911279888,7.36996975150114,8.89159681436913,8.71422139725528,8.64626475370171,9.18587325234793,7.68170913382891,9.22201227844695,10.7061720714712,8.99012093105799,8.46253310706248,8.51117804164826,9.10923887421641,8.61987015720193,11.0109088766329
"NUTM2A-AS1",36.2725155671979,38.4331120425637,35.832216006381,44.8347528417508,36.3348877537803,37.8549543377135,37.161239808246,25.8704457043269,42.1676893776968,33.5111685052449,39.9355148558284,27.4148953250103,38.3276120238084,39.9714659142135,34.3717830562469,37.96318761571,36.913562015265,37.0984637409785
"NNT-AS1",124.290318125879,119.145747805218,77.7231619012971,95.3244881050087,130.015374875411,84.0125192478428,113.770869843114,130.923686337835,121.203714141389,106.419133290681,139.683407453426,62.9553238548967,113.666483136902,112.989711799632,127.582097968608,119.666006041369,60.1790251782287,61.8228741893168
"SORBS2",249.195756825741,122.459821823435,119.948796431453,120.917689149629,561.72295190431,300.268511253109,152.403986204082,133.850273146962,179.966615491202,60.7584662819798,52.6487614192052,91.9023433317879,72.0759656201256,82.7469609925392,179.821165723078,57.0347085200908,69.9381893388403,120.738903861341
"LOC101929759",77.6330344431057,70.9358463922528,73.2330256988214,66.6133833781475,81.3829925194704,73.8259074038166,66.5211916277066,70.1266176280717,71.8754142031962,56.1804297096433,74.2269605698172,89.9842037079035,76.708267168263,71.5315165037139,79.679571162147,84.7687790940704,69.089881750871,77.2166370817636
"CCDC178",95.0302757729456,107.74167976764,110.925780167827,100.559429030101,102.946346237023,85.9737674011924,87.7356907397439,75.7046959208356,90.3166691892558,89.4247893404078,110.268075237253,105.26778489376,101.809809914727,104.471259379242,101.777148175395,81.0792320598435,131.670187038877,114.624395654543
"SLC2A1-AS1",61.8175567576865,73.7651708534217,63.336563181652,70.0543929897659,68.2410484520973,73.9367165137671,62.2362727527351,72.7121383813253,65.3970464063128,72.460111051727,68.2720034565119,78.3563291168097,73.1437668439268,74.0550177733965,60.9960527206135,72.5727682703472,69.1645132912647,71.8575414690622
"PNLIPRP3",13.3815501082803,13.6718835697479,12.1553760620614,13.1145845993484,12.1609419919015,12.9369051167413,11.8149559209265,13.0015265400288,14.9395937970644,13.7497731799814,12.9898107322244,13.1947685688326,12.8836666864483,15.0641444666837,15.166756609991,13.4916268862738,21.4304110371273,14.736520169121
"LINC00565",34.1530594414344,34.1876775228762,36.555479870029,34.0819504511194,30.5677526831995,35.1958032239892,35.0621330503333,38.2770447209747,36.3182012947876,35.2575593533447,34.1876775228762,39.3953667474237,45.3452400090178,37.744241796651,47.2002013146239,40.6239086627596,48.592695548841,46.0300585087422
"DMRTA2",61.4564825092554,58.6290853365127,53.8640243878475,46.0414978015182,50.7952124004784,55.4830968431579,50.7462012116886,47.2806540605423,52.261304033997,49.0731367360841,42.5868405880111,48.8118675636265,52.7489060262798,49.3785274430784,53.3783957425095,53.1545942511241,45.6727830963625,52.1298968431612
"LOC100506885",80.0746334705592,81.8645741854152,101.550234153835,92.8431114200494,89.4752125365865,121.159792626377,68.4117215556024,126.281827432634,82.6679401027288,55.4743740676823,96.08254516409,107.42255680952,112.267371919708,131.790447147227,125.214875385355,88.6412920490788,89.1112879376479,89.3938411396467
"LOC105377276",12.4200629898687,11.535486614998,12.1750655595109,11.2567324672765,10.7761723448226,10.1323238464732,11.082709139587,10.6159262006618,10.2915408412654,11.7190093392196,10.7123872552377,11.0234880171808,11.2338066298336,11.7283351754531,10.1349363423087,11.0842153025672,12.173761425612,11.5945337508209
"LINC00924",69.191556503309,125.839222827152,99.3689487722138,66.4340378371295,62.3592015946204,58.288655426205,61.539574839088,42.2212435451082,51.942473516013,48.3159106330519,69.92410784762,82.6715945686416,53.130670828236,45.9112119464344,83.269735489641,46.9596516246353,48.6789376417236,71.1600261043937
"HTATSF1P2",9.72817254172375,9.53327544077418,9.22063565134363,9.03514329654229,7.88329812181436,8.54979697119816,9.36053081702866,8.88311853152823,9.9929537328909,10.2514276700925,8.89057666472549,8.7571981643898,10.9254951609895,8.82473571478477,9.53564131499173,9.44485183854245,10.7020138591037,9.00966377771834
"PLK5",100.145402196316,90.2174258018507,116.784853579704,96.1421880300023,88.4800313330068,91.8045593898003,100.954250159978,92.5043224362103,113.527861446905,84.2706881343424,82.5617893790737,97.0940116222431,93.7942429057223,97.3423177230365,87.2426189301992,97.2342335453217,119.852376691844,93.3031521582339
"RGMB-AS1",27.1490486880361,30.5342014410709,31.8299677560611,32.506203328495,30.3018964088801,32.7634521121046,25.674915520801,26.3361948292844,34.4673639685168,27.4153800472438,30.711666295269,40.3684126863192,31.7154805112172,30.6102794170261,29.8307358059423,30.9841720497907,33.589042326507,25.82754533244
"SLC8A1-AS1",20.4253696890622,20.3505099762324,20.1937288553324,21.1750330005513,18.39980296291,19.5096241679909,17.2632122589746,20.4702502749642,19.3975398393451,19.8087406866817,21.695056897941,19.9496056331243,21.3348308226248,23.2892395686634,18.6822206311378,17.441125702407,20.113854127102,19.7828129972283
"SNORA78",100.969075675406,78.5291592291594,107.0057863301,109.195467842943,101.18934396714,99.4326419682627,94.8573588727336,93.5537379711635,109.315936703932,86.7250209313939,76.2609522898145,99.6965950757809,78.7806475067972,102.070376438041,104.106224487455,83.7701372344976,116.652689143548,92.2537807592007
"FAM126B",66.2854920764397,41.6181919424276,22.9278330230659,32.6622812216104,43.803144600172,27.1857683200658,47.0541967499817,45.0103136425321,42.3561020413458,23.7853033756978,33.8845563587293,20.8678653750123,35.1542622060623,37.0056751830787,41.9705369726557,36.1728596570851,29.3218876366816,23.5117711658429
"LOC100130992",12.1795027486974,11.2319375877457,11.0814220696094,10.7346306919652,9.98932085584896,9.78979075998445,10.1366729330412,10.6334447625956,11.6418658200017,10.2380402794039,10.208250840969,11.9813782047189,9.75283953724492,11.3259584760856,12.4307704521222,10.5526031929633,11.0607724154452,10.865908833611
"LOC101928504",25.6108585503413,23.1439072225083,24.8048898603404,22.5925894772371,23.271981837466,21.9518178976567,22.232273333725,26.9670432371794,24.6087006779567,20.1941288503528,20.8006225279551,27.8129850032671,22.4855056559634,26.7888184693749,23.2355083573698,22.1775042877426,23.6268372285339,24.175692277469
"CYP4F35P",124.022707461848,106.596536205339,112.165062318257,117.840294663705,114.01099796258,96.0655254475127,123.991468551751,124.68992872654,174.712857713398,129.12671617359,84.695128985611,111.132153299574,94.043512484295,138.434073949257,105.49654595595,102.271262411319,132.868506167936,120.196154867526
"LINC01018",63.9480378366482,71.0247825486038,65.8249216104599,64.6084969394002,57.5380628569201,42.0662701505144,55.3813790037576,52.9918618936264,66.2340954300967,69.5791403512211,57.8217719269575,68.9989595525146,70.5552845516726,64.2220129872885,55.890310422044,60.0012050037465,58.8893098252665,69.8531681497281
"SIRPB2",14.6413540110089,15.9945493539054,18.8790225267091,15.5475100396588,15.156561411227,16.7015622499876,15.3300403987354,17.3216006005329,15.1962678008829,20.236779783618,17.2482655094005,17.4244959571491,21.8141672041094,18.3349043959857,14.1036278530221,20.7124435648605,29.8543910112437,17.2716816726054
"LOC100128288",10.9219457417501,10.8713225859292,11.314548638125,9.61472219985512,10.2235214303017,12.2642614237867,10.8059095337311,10.5696129765048,10.9758069695206,10.7838959426398,10.2992907076382,11.249384302968,9.4158882523507,10.36383033432,11.5393556135793,9.67083455700593,11.7619132036249,11.8016685869555
"HCG27",79.7250423990049,122.401057177364,94.5044700710495,84.5736499550361,93.3577564506533,81.8144429340103,90.9221261974861,88.8890695927911,75.3609615115667,90.0652544337037,91.5535255064348,90.2261717228385,94.9700387766546,109.584354546237,73.4077472559116,91.7437900734503,96.302060299472,87.0186556899222
"CACNA1G-AS1",73.9647398689868,80.8562526673195,70.8128261961679,63.3492406938766,53.322741141576,69.604768547514,59.574356697298,69.4987296961463,59.3582185767808,79.1343929732355,79.2615735967107,84.987078323103,69.1192291747611,66.342647668389,69.2727015401847,73.8459166914469,80.7694784135308,69.2288561133887
"CLEC4G",20.8158551528714,24.1227875579434,21.1248917695476,21.1558292799997,20.3963944966826,22.8077210569409,20.8993430501056,19.6240307121643,20.4105808062524,24.5686090739997,21.9618755851509,31.272865666328,22.1312592981134,22.3643139696496,23.3374990531078,21.8106166854093,24.8153405649896,21.5987669020202
"LINC00567",34.4648480181666,34.1543570382736,34.619347433515,33.608603608639,28.9919057565566,35.5582449350387,25.2532364810806,31.6173060680041,30.2808961931032,33.2033316053888,38.776240928086,46.0611287396841,39.8554098351586,33.5400167381145,35.5539585131127,36.7727882742938,35.9387304364344,37.0872232686202
"LOC284600",59.2355574478041,50.2184299579791,40.6013040698996,44.6629444935089,32.5350588274472,61.8831668324754,42.6918104277946,45.1496851166875,54.3844882820378,82.2322171743343,51.6989590683891,47.3856732895671,51.1110630487644,39.7992627743772,43.6232577924739,49.9389810862134,78.2150094792313,49.7545781511467
"ACKR3",72.0022855078821,63.0929935187954,63.5230008546595,53.4312648194939,62.2496365161263,73.6694679902693,85.2144315533925,59.300896369222,83.3100992588898,57.8867486892376,55.1095611869285,69.0231082863584,53.4708208076268,58.1636570004158,63.4219946404102,56.9506355281017,62.5502259128681,71.202014641162
"MIRLET7DHG",24.2018201069641,21.5442873121441,19.4404028934851,17.335680245799,16.9549725608374,19.5554877625196,19.0590361154064,21.028554860517,21.5785039201616,19.6824875180688,18.8677818291482,18.647232600835,19.9584238421083,22.4212064400056,20.2330855660886,23.4889627082793,27.0662296156713,19.8815485536774
"LOC101928047",40.8702694024271,33.0326076400615,38.1509836826802,31.9020267730048,39.3045243102353,29.7562334315986,34.2969256298912,28.0023324296815,25.3758550220072,21.0134435172697,25.2344719025509,28.8658046601006,30.3299357643924,27.9296084756867,33.9308975909875,21.9182438694693,22.3584350672531,27.6485205947041
"SPATA19",61.4572162991045,54.6713685696716,49.1748605220042,53.9797020446237,45.5829608222088,51.9258363054519,41.3578759893042,50.7418493295057,51.7340881155221,58.0264664373166,54.4532305658834,68.2773656134707,46.3823061774876,52.9911461821082,51.6510665583115,46.9187604583551,49.731946796016,44.8472258505912
"ANKRD20A5P",62.5784470134843,88.9464358229652,53.9985969808678,46.287864316604,43.3011149878693,46.7087188464032,50.8623047641923,38.2961716157307,53.2804946488961,87.7371807194394,51.3668521944808,56.5425559145669,47.5382393387211,61.6000205413482,44.6100989168038,50.8347023753733,71.7712845005519,61.1558311404565
"RAB6A",15.6066872584698,16.7078067250708,13.2708367924772,15.5471099603593,13.8910015168711,14.9744028444983,14.8161197317217,13.8160341637937,15.3708783838804,15.2823783316773,15.7270580943217,13.8664006989212,14.2363616430766,14.4003652669614,15.2927009897356,15.1689036551897,18.2956098878482,16.8790505657956
"CLEC4GP1",79.1867296893548,81.3842481448331,75.8067920053033,76.0858562305185,76.0014629818941,77.6839853121587,67.8573250051313,73.6988394158564,78.1062044994045,74.2657103017636,71.5808609184577,97.2756012655713,78.8117681386842,93.8779464506341,76.4919280201715,87.3828484243232,86.1980281089127,82.8802400896704
"LINC02273",112.997937368736,103.703815880159,120.363502976592,111.731992100411,110.399942022294,107.358739683352,94.2216182312584,115.077494179873,122.804515995267,113.800389020285,116.138773673655,122.308820595648,137.484604670419,151.862712691347,110.639517081566,111.462406639667,135.385212573752,127.814571575503
"ST7-OT4",10.1492370955613,13.1850156707146,10.9639006889352,10.1305772626918,10.2200362603709,10.0423798863827,9.86470021225967,10.6478686725873,10.897495262214,9.6396885113785,10.9554670648508,10.230661361995,11.2085472839307,11.4213414076293,10.6344091094703,10.5106337321639,10.9260639399901,9.9598012229409
"LINC01419",11.8797312173333,11.4560791971633,10.5030468946585,10.4213325087903,9.66763969027139,10.6885938020551,10.4215171368414,10.3387082344132,10.9673917703531,10.9441047700651,11.0849185677608,11.2872148249139,13.3180845291182,11.4623587951971,9.09763207120827,10.847568823947,11.7821660506841,12.8625367135484
"LINC01730",18.5354810351867,20.5019314285111,31.1146917895023,18.9333352117095,17.7175653468554,22.6735654118752,17.5803332445742,16.3034179184923,17.9599235844748,25.6394096146998,20.8840288341227,22.5606407237931,19.0071842435717,20.4634047258405,20.4794766689495,20.2793665288711,23.6326965304126,18.4924270486507
"PICSAR",16.6162649717194,18.1363288829079,15.5490072163243,16.6636727032272,14.788887451347,16.3430773249066,17.7043603328768,16.6886995239015,19.3399010829925,18.5214796749991,15.4826764429816,17.9277203159183,17.5108777694157,20.8625032915398,15.9973411183003,17.7503044129556,22.1710381506537,22.2547875910627
"CT83",13.7978721616683,14.9056813782042,15.0538801239922,15.0087973421651,14.7824489035409,12.2768068932503,15.6305734017335,16.5411139886279,16.0878407426158,15.3883648348518,18.1245044438894,18.0385859957527,16.2292980725849,20.5813972069012,16.142298318003,16.3507878163301,15.7670756137268,17.0132970795772
"ZC3H12D",11.8026838914304,14.93869603349,16.30688696006,17.4694440673537,16.9112983778126,16.7878483995818,12.6089618125337,14.7209736549601,12.7260514730872,35.8019839152198,25.7996420653934,23.3375335018386,32.5240532089484,17.5788268956353,16.5332214202622,22.4506230679792,24.1066779758824,18.7329422678728
"LACTB2-AS1",15.1721816230118,15.2598261500244,12.6301065625274,13.8721586573849,12.7531209837808,14.5188027126613,12.3051590822927,11.4719054335776,12.6476255135152,12.4595200573988,14.1671302202544,13.8084070976223,12.1349109724539,14.8333863633252,14.3398208955159,12.6750310716874,11.3862311275603,15.7700993504141
"SKIDA1",80.4560010668147,120.687770775702,135.86600906347,62.5318374478959,95.6355899397272,82.4895741079464,117.233652596409,94.5679653854861,96.3325051451762,71.797872409733,96.450442909297,108.742935518951,49.0479005022631,72.6621680773377,47.7025463738598,60.1238120514111,81.0337529803748,72.6030722772885
"PCAT18",49.0873153346151,34.0394639584197,51.0948864882557,35.4971690445263,58.5701473281995,77.5117234918037,43.5847670879714,33.6816023356085,58.4211748390703,43.7074375784667,35.9902802041939,38.8414151198355,38.9215998085795,44.324635284235,54.1933165394968,39.4670521082305,39.4208391883283,43.7756242276509
"APELA",9.62969348626978,11.357239073286,9.75185775822411,10.4124012366478,9.68728146029116,9.12928682860136,8.56955836206785,9.16925108344379,8.75163649918816,8.73184478137162,9.84553953526116,12.8123123376862,10.0989371825442,11.9249643640227,12.8772455569459,10.0081999269799,9.59684898365209,11.0138712688699
"CNPY1",14.7837224004999,17.2598208530357,16.3387801711477,16.0702122572691,16.7033062722515,16.4143100511541,14.2470974753431,15.8633589804263,17.8826007562822,15.7309901719376,14.5708819549504,16.8093831849835,20.6822177747474,19.4016697905013,16.0200377731672,17.9727506783914,20.113854127102,17.6257822305298
