"","GSM77362","GSM77364","GSM77366","GSM77368","GSM77370","GSM77372","GSM77374","GSM77376","GSM77378","GSM77363","GSM77365","GSM77367","GSM77369","GSM77371","GSM77373","GSM77375","GSM77377","GSM77379"
"MFSD6L",132.854029184913,120.693552982132,153.840565079722,142.681214554935,145.442856301701,132.894532475214,150.698651415554,151.982917991424,193.053268608589,149.180003342101,117.25057611015,162.049840305658,117.419973538401,158.468949028309,135.927725653066,141.859359732433,222.346959605382,152.902262159364
"ESX1",31.4031169662448,31.716587324876,28.7949827655728,29.4162827881356,30.6766511132161,31.3054589578558,26.5669990612482,29.8752556921074,31.2306745081468,29.3685869401252,27.6680489384661,28.8656259998923,27.6184673635266,33.8713942069347,29.5232872400779,29.2968124563948,28.3446432579812,28.1244167355593
"FAM167A-AS1",31.6856989352913,29.4206070171275,33.6412376033371,36.4682531642508,37.755360112634,26.9116019426684,31.4750868792148,35.5236543937728,43.7483500280811,17.5015478675483,25.2766873616871,31.6668020341786,28.6110715418794,22.159492090968,27.3379170936831,26.1311697484726,29.1762281522383,33.4477837102428
"DNAJC5G",103.582149530205,105.610341001799,104.203756617899,101.788844706716,100.233993021343,96.8080679678674,84.9683474062595,94.2444417415173,104.364545558742,98.810114553021,112.441594724272,121.73254608428,126.666327310099,117.897402617121,96.8322070787546,114.961927553948,92.8861015232173,109.905642980014
"MBD3L2",27.4624841861574,26.7222580845564,24.3911058888983,26.3348548021818,26.4885401496759,24.1421518362707,25.2349320694707,25.7248915110804,27.3332658295195,26.0749038668155,29.4602126325549,27.8653249161674,25.7848988977135,28.5837984907592,27.6354782857958,24.4210115383276,41.5634671611362,36.0794847701676
"FAM46D",11.7191846987631,13.1367469863027,13.2446886836166,12.9317009828103,12.1757976901975,12.2642614237867,11.9387338709211,13.8470438369935,15.1721955382479,13.0096223343125,13.6427002160781,12.2045915969444,12.5032738440681,12.2421497490704,12.9760202617544,11.9061111146881,15.2626413770777,13.2609278413809
"SERPINB11",15.330859005603,16.2214232311378,15.5196741982003,15.3160137151934,18.0351418744856,16.1744682444479,13.8875115554891,16.972790126858,14.6355640604222,13.8255993147145,20.2896980459462,17.4427009407987,17.629320856954,20.0275074592867,16.9108441379102,15.4819685189155,15.46323319789,16.7219307759966
"IDI2",43.1730263296726,39.2821733885206,42.8648442727867,48.4514250655103,45.6919158388719,50.2013197187265,40.3796370203352,39.0018208845413,40.8007223076064,39.0836777423972,42.2091374227144,40.0566560716778,56.1739092495112,43.3022229238792,43.0243169816467,44.711494528904,46.6739571685841,49.478144702675
"SLAMF6",261.106382276402,285.850895881407,254.391361462037,248.188773639023,225.616578588461,281.013866714864,201.430503684412,213.903947631981,243.812695279582,180.414324910349,242.693036095906,291.287190531652,332.970813873684,264.823034171568,283.14020038359,264.004990667612,250.043305581185,261.028676899451
"ZSCAN20",16.6495105039178,22.0830295513451,21.3225790936264,21.1133371388277,21.0385537648484,19.9408764884645,19.1199901762113,21.9154566288202,25.4331879705472,22.0796093543123,22.6577508230992,25.5360486472161,26.7358567301661,22.0048115298797,19.5190732619381,23.4101772041696,21.9011362294251,22.9485885552287
"GPBAR1",99.6526262562125,84.9615275469021,99.3949276116799,102.201781486381,93.7440539162802,100.034796602877,84.749275744383,97.6193360271961,104.364545558742,105.707320983213,95.5278232770483,122.858240516491,108.122707445658,114.359186488426,98.7950038698705,118.044345431169,109.742274608943,105.496752220332
"BRSK1",84.951111606606,91.1604939019282,90.3828905426042,89.2393850088737,97.6915243652416,78.5882554509042,111.557870545706,103.588132894989,155.279330971992,79.9727206262757,76.2052428327141,125.915490652445,134.193091385928,145.185023959193,84.4062257544761,114.015320831109,164.021642092336,150.37648206707
"CRB2",26.6318038083188,21.266263299014,22.7778369457114,22.9272465042244,21.4368233995057,20.9606777199805,20.3144244756788,23.7390245227397,25.7819598371043,23.8940385990603,21.2295600405439,20.2864992600213,22.9798220416854,30.2087085926603,23.1163004967826,25.624968024092,26.9616134278796,22.8669288507332
"WBP2NL",34.7273119800131,25.0331902998566,24.2624510903338,27.3554137971616,30.0615151136329,27.8329740436498,28.3067128639629,25.3013270576366,25.5547658522821,23.8554682830418,28.7670278395629,21.9607175646962,20.1302639518835,24.3618671220147,26.5282259685251,30.5700185276951,14.4741370676885,23.7918481987943
"ART5",118.264974713153,100.028362406043,89.1846484559012,106.252469688028,89.7760504894793,103.133166097568,89.6641153442198,89.748950341982,100.309902487309,82.3079619672735,106.75945171305,107.008762395754,108.492771198758,116.153742129314,95.4854700981485,107.418018750891,105.030957974267,89.1112879376479
"FAM71C",52.8698146864883,56.1548772351811,50.1093077538335,48.7805820013745,47.0514024439174,43.7936827078085,47.9059039339628,49.2066511470141,53.0156791406754,51.6098649071998,51.3583794858879,58.4919284290099,53.1047558362887,69.096077767593,53.3783957425095,45.3883073709927,42.0946450737665,49.6024400010024
"NLRP11",18.2683369160433,17.7647659525792,18.5273699367444,21.6723161172405,18.5505789245987,19.8744482878213,19.0751859336174,22.6205563542245,20.6965568588247,17.6210490117392,19.4026730517765,19.501579142076,20.3966692951645,27.0629616404504,17.5621693262569,23.1689754638976,25.3645976921643,22.5147408063014
"IQCD",63.8485406034472,44.4756228593931,81.8494889395628,65.4649737262714,56.5773937668152,84.3906788498597,51.7258323743651,48.5200904567999,63.9205754877521,76.8318635540855,54.6779475001884,67.972000131102,68.0794818165828,57.384805125259,59.4325759388964,61.0956884070583,106.0880736949,68.2931415390432
"SERPINA12",44.6372045164677,50.7541611741768,48.6732517334538,48.1187266661301,46.8015283512259,45.8139431672559,43.0564379511323,51.7660337354648,43.6295101721405,46.9015043422081,41.1535459336905,50.4462121520774,43.9089465643628,55.780448221481,38.6982348892928,50.9568197256526,54.1597296232539,49.9784305727541
"PRSS36",117.577543104291,111.803132523918,131.859788615736,107.063319795794,119.12526321347,103.934406567907,110.210092120058,113.166890565586,124.875096308893,127.34755334581,115.732278389821,136.578237582172,121.709626888368,134.483880654242,116.894962028707,126.883243272007,185.756841002565,131.353177485742
"ZDHHC15",43.8097566396376,53.1841394087038,53.1204788593343,42.7213144369427,56.6145385944631,43.9928602690813,38.1712146887284,49.481049980471,37.5055553931799,44.0339799499516,46.7883102950249,50.0073816651645,30.6091418521819,37.0670047374781,32.3901175410512,32.3486747048274,38.8246544876052,45.8416759349148
"NUDT9P1",30.37463670612,25.0302771049718,27.3089977147889,28.4053508255319,26.5952143487094,34.0095611858677,27.045655627685,25.232797614167,27.152338636519,26.5803646698888,29.2024184017284,26.5441488726033,24.1021823498343,27.9296084756867,28.8625921159329,28.4606655446382,41.2572036011052,31.2500961241542
"BTBD16",20.3022656862736,23.8284344673547,21.7568885780363,26.4490702168805,22.6608957651543,23.3484382110421,25.377983977862,28.8466789648968,25.1628160059993,22.864701567651,22.4972812977169,23.617246564752,24.9747334620261,31.7305705677057,19.6318664795528,23.9415440548853,32.4114640826655,24.4216673508846
"MIPOL1",48.9617630510629,47.6533639983474,36.3886226547628,40.1653229293969,47.0242112575681,35.6016050516708,43.1490416854884,42.4487383503991,31.9961871700093,29.4969656622592,48.7450411971386,29.2412391652526,35.8320523390229,30.6733195454046,39.0582460437506,32.1653021273387,29.4957643539662,28.5929735333446
"ALMS1P1",33.1717249717042,30.956149594483,34.5653603147088,31.6599082966708,30.5467592689636,30.8114653604538,31.991509749518,28.6420356142124,32.5193008924983,29.95284685718,33.6554672370695,28.3663008375758,32.376046570711,34.6083682075546,29.3219204796238,33.8635601730412,31.0975849512289,34.5355795085186
"TRIML2",36.9057924276138,34.415091836127,32.9178064768275,41.284617567448,36.8695038461131,37.044469991662,43.145492186633,37.94122971837,40.6012614674557,37.008045051835,36.9824553665406,35.3379477450977,35.7920553750119,34.7690533360625,34.6239100317669,35.9770617775874,50.9167004997208,33.3025201153843
"GTF2A1L",28.0193001935812,20.6306086549538,27.3438479585868,24.5565197339492,20.2058808814391,21.428557692979,20.3453224481404,20.7914751288896,21.5677906686412,23.1990700131408,30.7359430982352,24.3859156062882,22.5321180466039,23.317170838462,23.9013607153128,23.1135681294723,27.3071101790395,22.6943354708284
"MMP21",8.60155369532311,9.14713124043563,9.826973419211,9.04487747900664,9.43172524849754,8.80452620495519,8.26581912279434,9.26876583289276,8.61847481839511,8.73306904764191,9.64926583392927,9.47650663622742,8.82484239178901,9.23366981352074,8.90374916848765,8.75160780056549,9.95542177589576,9.25683752541807
"TMEM190",72.356141518134,64.7944367278338,69.6474860996464,69.3173712918857,71.0348341158231,74.451386339458,72.1624272538722,57.7015938900839,69.2115498309636,66.1983336633685,56.4647233645765,63.5282604823362,68.6153533251347,78.6829491924687,67.9599503484944,75.7567637638862,90.2212098376473,64.6074375982032
"GAS2L2",104.635320713335,91.5854732751773,104.530958061748,80.601861119527,76.5798901814243,82.8255382472261,79.681162330476,87.0916657502722,85.7525170884484,93.6251369109713,92.6086704598558,102.881122453987,98.9800727194731,91.4942032925614,92.947147871401,80.3222279576581,108.929808897124,91.5252738906657
"KCNG4",55.1895444755682,46.7277281095812,52.8510538279498,49.936211128896,57.1214519215339,52.3589023107679,45.2780232026141,48.9096631386151,55.9991988662919,42.38775553159,47.6584713364259,63.44795017065,58.6177212777178,64.1363637413821,53.9605278492863,62.8604320696349,50.7042225058585,57.8325915362549
"PXT1",34.4222874740296,46.7388287381886,33.7129476952181,38.1399300852041,37.8556452812187,39.2122726951239,36.6331705683045,39.1271876841917,41.6308911867659,37.4202346514097,36.6284829700088,39.5532421413035,40.6572483650425,43.2464288323237,39.4093785087482,39.9099200890224,42.8632005144406,54.710845263104
"WFDC11",40.3622120409128,44.5573333429893,39.251722254453,40.6574083174279,39.3755164071075,46.9350628128569,44.0604703131448,40.9956343876781,41.2969044847993,44.1161228723026,39.4977843851065,41.6000498894267,39.5718545095458,44.7733140586568,39.2058592431659,44.093547827291,41.2476549004376,43.0103866430057
"SPRR4",270.099348362222,274.027343689539,240.511538303232,264.092050415151,265.789361750749,217.872333405645,206.026369429245,239.146227029511,267.4846683981,266.546391032834,286.668024964832,256.338079931086,321.304147207017,353.575320587074,249.7680866976,281.930497318659,300.111114999944,275.568103390592
"HSH2D",44.3711346758282,61.7992594484107,60.1444407907359,49.9296132378074,44.2287944867882,57.1910065322875,51.0323271524783,58.5004974819597,55.22613005081,65.6791120258874,67.7231177622102,69.5639128080736,62.6738297914985,67.6616299010325,43.58428666216,60.1238120514111,85.1341017460211,60.6013641377335
"TMEM163",80.7391818002,68.1522773200841,87.5548538308001,91.1581267862591,75.4731425541215,71.6206496484305,71.5337610998587,76.9601558722818,64.6816315828813,269.267139809878,183.415258320456,95.1910670118352,467.828217196557,695.42100828173,80.4664065346679,251.351069143626,73.0860049939794,120.804693811035
"ZNF101",30.8514122988679,32.3557087662901,43.6888912545582,42.0811582990621,40.242058074968,39.4854614839794,42.0613770707673,37.4109208396945,34.2249649430267,39.5268993900556,38.1137548337451,41.6293158927353,41.2536354858236,31.1347052430906,33.7963223599246,35.1268869699636,57.1813168989042,38.6973163818266
"JMJD1C-AS1",82.4828152522418,81.1024085093831,111.48374948196,79.8479095366809,78.1773438389954,92.2000630006753,83.97403731684,73.9737586038421,78.5266078435404,61.3764554575758,52.2297554064524,79.0767030112323,59.0536510098026,49.8787541508124,71.7919257641247,66.22151498446,77.9448644308196,72.2948430876493
"RFX6",17.2451515469663,18.5513739692394,13.5219398939234,13.1106897070099,15.2454514343809,12.4470592095608,12.2770602179796,12.4119047676474,13.1506772265447,14.9502742814259,13.9244526007872,15.7366718909247,13.2319130616766,16.6208425994722,15.0334923728867,14.0142538811664,14.3102416908035,14.8762190971561
"DIRC1",9.58548573723449,12.1953615630294,8.92662916649967,10.054856911729,9.6817736089405,9.517936485696,8.87758522366523,9.36859796994349,10.9455351599297,8.81275248229325,10.013849522378,13.6268872339026,10.8595200820333,12.2567489909953,9.80831593190258,9.86015469448949,11.64239329271,10.2772643989414
"DNAJB7",13.3447613833101,11.2589375418241,10.9565957447998,10.2916147053052,11.0261179231967,10.1654875032015,10.9961046892063,10.794753638359,10.7400448125583,11.9615121458884,12.7341017172888,10.7641746395222,11.3604773372758,10.2892940430659,10.8318824594655,10.6194347337706,10.7684482926021,12.5669411903296
"UCN3",114.330265357512,103.056623824405,125.836653201039,111.132296727335,121.984438423997,115.660011771196,88.3166157832331,94.4610988023259,121.759730803963,99.9923040648655,106.371933076383,129.164235505685,101.880626027435,115.500120261903,109.977355408728,114.068251898034,130.185361223049,122.479489166742
"TUBA3FP",126.223038028911,131.845478146009,140.995695731995,139.520061930601,153.112651213597,124.166548437415,110.60530695753,134.313887807197,139.118122188079,117.471620122989,130.944932407101,155.263169225539,169.171803618418,151.892050910618,127.903796931606,155.307610291203,149.313405971719,156.942724923705
"RHOXF1",75.6683823060992,52.0799820120185,76.0276787341943,68.3059053567473,63.5829382440151,52.7479591315252,84.961527546902,65.8119623102437,84.0390780425715,75.9581726711807,48.303590614486,67.4228883842929,71.3663519300513,81.1804030785404,46.6402387763002,91.0763640761115,103.563937805507,75.350832406823
"DHH",22.6349676907244,20.2340657264071,23.7497743658994,24.1464924058022,27.2094698877683,19.387725604491,26.3532920928714,23.8259617895143,27.0932049811728,26.0564741506132,26.1435607012429,29.8620216609175,25.9411376483238,23.6128542149617,24.7424028529614,26.8575275791994,35.5947356247592,25.8069750542716
"C2orf15",11.2911986016384,11.9358732723247,11.6415710547817,11.6478864965574,12.6891600484415,12.0367066764707,13.0712787494905,14.9439962584367,13.9410130107065,14.4431140325084,15.1807313525047,14.2194973466295,11.229430725724,13.4380265072302,8.89664844779594,12.063337649505,16.676316743628,12.5854559261924
"KCNH8",17.5526941643111,17.7699883714247,15.28519987088,17.2408394448163,14.6870415586552,17.6221364757922,11.2339982177132,13.5070405572812,13.5586613966508,13.1482993372215,14.248202331739,14.4638371705052,14.8983927723204,14.3611457947278,15.2488692790151,13.6642502856494,16.1062748202532,18.0891539541225
"SLCO6A1",22.2189123989706,23.7486402542845,25.1535438606355,23.0328846838336,24.4381062258815,22.4288986166381,18.3232370356356,20.5458417792335,20.5509515551472,36.4202368455403,22.380379065485,23.1412880807797,23.3173084551635,27.83750676622,20.8273406516343,25.1456454979636,25.7231932936106,24.6407761503864
"PP2D1",11.2942445223127,17.110564823028,16.467024215297,13.939679495197,12.4774228118599,10.9943128246913,11.2218641892623,11.1542937529534,13.0485443499018,12.9654316378861,14.2441680950455,13.7151904283048,12.6585520039303,14.2495125168698,13.2814495484358,12.3165405293604,14.5947267881333,13.6941395422959
"TMEM67",8.86857685178061,10.3114178946491,9.61101925699586,10.8095388472694,9.62798973163258,8.5936001976929,9.18390911442286,8.75945588445477,10.1187741433276,9.25387601299519,11.0868722809432,10.5384362144733,8.89977683967579,11.565321464405,8.89977683967579,9.21257802364421,12.2200915314407,9.96827660204003
"ZNF625",31.8618395347993,35.4784225922086,37.2520687241719,36.3253413999637,31.7912791363689,29.3471908091309,31.5766433435455,30.0615151136329,32.3628905388689,29.3305501178157,34.947820168311,36.2005448330214,31.0136847707075,37.1977591280641,30.5542482203452,32.376646193896,35.1447660366601,28.1090668340422
"ZNF563",98.637175706482,99.085616794325,102.735660785041,91.138081504683,92.4339461248668,92.6887237548361,96.0952379116858,108.319118257164,95.295309103474,120.420069237743,133.561111265308,100.037408397624,100.409617598124,123.329481843735,97.4197116210236,118.056160519803,116.820595456471,86.4576346399075
"GPRC6A",37.1138599818395,59.1637090360842,54.4587609400116,47.3752867138116,42.5102775118746,45.9761185101553,37.9056385466406,43.4943538127028,41.0529807993193,45.217316365158,52.5774870086435,62.9110498930534,56.6490448909945,60.6445701501846,48.0769088671177,53.1048007274451,49.7295818666589,59.4465769487671
"RAET1E",39.9660540945544,48.1698517638113,43.7178066908306,41.3156280280005,38.0366123648993,39.8367517449138,39.4749796143002,43.4741041173676,41.3792824602057,43.2879769583185,48.0812217460033,43.4003058959886,58.3273905809806,50.9644309747925,47.0269188566186,44.646439548053,50.7097063711552,45.2240241187825
"ZNF417",9.33792513376024,8.19429830688037,9.45805020680525,7.96527194203655,8.76971571174722,8.29868443310701,7.79834776852761,8.85067063866376,9.65583610537827,8.07237383597796,9.28149762919952,8.34481314244137,8.320931953264,8.69990409670998,10.3026978673345,7.87273119756907,9.22155493143442,10.1570337281618
"C8orf31",114.409661117153,137.655051506747,96.760687854501,226.257173667828,148.537449381483,205.589559720284,166.318131517603,196.459812372577,169.877062558102,109.696520127287,88.1313628445025,122.859178752506,88.0710714709211,121.249068939446,102.900718230949,99.7011903327579,87.9721509098063,117.763176875195
"TLR4",69.7950201416384,82.4236273936894,65.0516290701187,93.5733572721825,73.0565677008891,61.2605287994152,90.4269338476153,92.3943042992439,93.6546731696576,54.629354309819,64.557311889584,95.5081279530674,71.6322984743401,66.5558674217948,107.093307713041,66.7151763919719,78.8119793072944,70.6493307376958
"WFIKKN1",94.5065104003901,82.5334297648894,99.383419333551,86.0840286015542,94.4234587750021,79.6575289932497,107.819568949726,86.1139258349192,96.4317971266659,94.340169360255,90.2415440850195,101.654742700766,105.967913990131,95.4396919117065,97.5944666603537,94.226731311733,90.9816134213344,97.4147776920516
"NXNL2",10.1720501664124,10.8635640052634,10.22420636595,11.4570108619415,11.4412262570213,11.2898567921974,9.12928682860136,10.1623404858203,11.0611260929409,10.3228689493256,11.0382258221446,10.8937069118617,10.1914541867409,13.4748198536567,10.794339651508,9.09291993819864,11.3945539158486,10.7091555834588
"LINC00205",44.3313008941541,43.4507164844594,54.660766584808,44.7147961734942,39.3045243102353,52.4058486589653,36.80239253879,45.2139527820614,44.6745976029954,40.0831367317826,47.1213548366832,48.6472011163365,40.936319534348,46.5133628182788,49.4258038185824,50.0383816153476,51.1256344190768,54.5811456130721
"FBXO39",61.5584865646048,57.0334160223453,72.5845741311571,60.8129187001593,52.2153249419285,60.9929339206023,51.6150502953711,60.123812051411,59.1627448631369,55.5934792905332,55.9056677248557,56.4565809571599,49.2915815392354,60.5821898785611,55.1266279291354,61.1037307274099,69.0939113226605,57.8049178348143
"ZNF619",133.74865679335,129.035651657204,107.085360129677,118.061232277133,111.676083814848,119.056685431543,103.388838836288,107.648225078966,103.849272339754,113.772068625549,123.702611485425,137.938422184039,125.734169375297,139.170850301194,116.24992654637,124.514364789429,98.8145048660992,118.004804129956
"FAM71D",82.6504030912354,94.603959927931,85.7517022001416,82.588864445502,80.8874818242358,78.5708425588654,65.874438195904,79.8112733452588,79.4026829679154,63.5957561912594,99.7184391732222,100.432010673512,108.853879112356,100.842186186804,93.6547330764393,94.8745058904988,80.2372601428286,88.9468443442341
"RAB42",102.734115911957,93.5819031675143,91.8147494516361,89.7919558109684,81.8090540844904,89.9905608064047,92.9229759284683,101.285865389581,120.452758875147,113.691412735614,99.563336447666,129.230467484849,90.0515475787879,115.214423500581,84.6870940889036,104.952402705464,131.404604348799,100.384723641981
"PTCHD1",36.4037209846921,29.4074189969335,25.5412657674901,23.108338613344,26.8631250851691,27.1837150849806,31.2443423909789,35.4079175995732,39.6873776255999,22.1102528764842,24.062048957939,23.9431341750621,21.4914141950465,36.5076209039148,29.2922675994184,24.50089686053,28.599090211015,28.0341082537869
"LINC00311",18.4639757718086,25.889882373465,29.6874761326989,23.3755745851588,18.032875823933,22.0563092505479,21.2407539173407,22.6616002338295,23.9918409882864,22.363768493692,25.0027990482362,22.3702276864074,21.7744384052815,25.9992795934908,20.5083991793322,23.0584772036442,22.3313139305472,22.2285279839608
"MAGEB6",7.48960910461529,7.963674883641,7.69947591580558,7.36920411303342,7.6281467030108,8.19228623331614,7.69947591580558,8.22466237678596,8.22124782439269,7.3672582217193,8.04631068642465,7.59844568091722,7.29225671874592,7.83194447759076,8.91904404515714,7.51466327914598,7.85928683880427,8.47203338832874
"LMNTD1",125.569101984428,133.2486605592,149.557951729539,139.302859712442,112.955531096541,106.90970288891,104.47565208689,122.436065501792,117.638286787664,124.590559419391,139.194376409719,129.156357138497,135.519393093352,158.400103444343,142.664588119804,132.915330378603,150.815411741759,130.297418261218
