"","diseases","controls"
"GSM482934",0,1
"GSM482938",0,1
"GSM482945",0,1
"GSM482947",0,1
"GSM482948",0,1
"GSM482957",0,1
"GSM482958",0,1
"GSM482960",0,1
"GSM482961",0,1
"GSM482968",0,1
"GSM482970",0,1
"GSM482974",0,1
"GSM482933",1,0
"GSM482935",1,0
"GSM482939",1,0
"GSM482944",1,0
"GSM482953",1,0
"GSM482959",1,0
"GSM482962",1,0
"GSM482963",1,0
"GSM482966",1,0
"GSM482967",1,0
"GSM482969",1,0
"GSM482971",1,0
