"","diseases","controls"
"GSM506013",0,1
"GSM506014",0,1
"GSM506019",0,1
"GSM506020",0,1
"GSM506023",0,1
"GSM506015",1,0
"GSM506016",1,0
"GSM506017",1,0
"GSM506018",1,0
"GSM506021",1,0
"GSM506022",1,0
