"","GSM175776","GSM175777","GSM175778","GSM175779","GSM175780","GSM175781","GSM175782","GSM175783","GSM175784","GSM175785","GSM175766","GSM175767","GSM175768","GSM175769","GSM175770","GSM175771","GSM175772","GSM175773","GSM175774","GSM175775"
"RHAG",36.91913,43.046215,43.472523,32.961018,44.045177,42.677147,42.934246,45.259872,53.475735,47.986866,44.84293,44.00445,46.870827,37.168438,34.24948,41.48818,35.310265,45.32983,41.362766,41.784435
"HESX1",47.993202,48.252754,47.586056,41.61419,62.401646,50.91249,44.87676,43.267723,41.762226,43.932266,51.180912,40.660793,60.118996,47.10721,48.38106,57.1915,43.199734,50.33374,48.58836,50.52661
"TCEAL2",37.939835,34.319378,34.647038,32.158855,32.108383,36.971256,48.650677,43.36778,61.096607,35.497604,247.25137,239.76884,533.1289,287.59888,438.1342,373.00888,475.46024,337.9848,291.4656,147.16498
"CDK7",217.19229,163.76064,193.63594,177.75235,162.05803,180.37462,185.02686,163.66727,180.15114,175.13347,145.77888,140.97864,136.3089,131.42497,134.91295,134.57742,136.0035,129.02846,154.4379,172.58162
"FLOT2",67.04204,49.808372,65.860016,94.41626,56.02806,71.2103,60.51123,82.30264,77.31611,77.3181,68.853645,64.402504,90.45744,79.79481,68.93636,76.72862,70.039024,73.45173,60.672394,93.88381
"FOLH1B",41.291706,47.574905,45.66591,29.776966,58.7439,30.69832,51.383286,41.935314,28.32568,50.439735,26.884968,25.093822,26.186913,27.900398,24.27964,36.625492,25.154675,22.665617,23.13655,25.018795
"FCAR",19.09025,14.96924,14.587574,12.349836,13.22007,14.611731,13.88632,17.687801,17.276243,17.638716,15.178792,14.07571,20.029854,25.8512,13.531677,18.103888,17.30458,22.104355,18.538301,18.815266
"PTPRU",119.07371,124.407936,148.05275,179.42142,137.25928,142.18492,151.53366,134.24895,126.75651,129.05276,147.30911,107.414925,121.425415,127.072716,145.8254,126.75361,151.71918,121.02904,122.6031,105.01876
"DSTNP2",85.631294,61.6895,70.234566,82.25686,53.80628,82.186134,66.173294,80.677635,76.649376,87.23515,95.95419,83.29433,99.269455,89.246704,82.03527,81.872314,86.24301,79.8192,109.02669,92.681915
"HFE",46.644714,46.52526,60.215767,48.652813,44.9458,51.254116,55.06771,66.37972,53.947823,52.038467,48.203644,47.73564,56.99402,55.964912,51.48373,52.620785,59.519882,52.605656,44.333546,43.13873
"MRE11",20.473999,17.075901,19.030216,16.711235,18.557621,16.112013,20.611195,23.14095,14.151654,17.514687,17.00362,17.000822,17.451624,19.797825,20.37433,20.14405,15.780334,21.61806,20.392302,19.00955
"IFNA2",14.176914,18.41089,15.997349,13.029278,13.673667,14.616577,12.265186,15.389831,20.422384,12.469292,13.310782,17.138582,16.746702,12.639985,14.333112,11.13479,15.153149,14.076536,13.275907,13.015102
"ITK",32.313545,37.773266,35.696766,43.22546,36.36446,51.284298,38.111862,39.698723,53.326393,39.456047,41.105423,42.242218,33.680077,80.063126,44.699913,33.151207,59.413177,29.847319,39.257534,28.408463
"LRIT1",19.526098,17.222097,20.28265,19.650368,22.319403,22.219887,19.390272,26.847612,18.793638,27.585882,17.483866,19.97334,23.30273,22.880386,28.066284,23.862854,24.92267,21.062479,20.029377,20.204222
"MTAP",67.98135,82.571045,70.280495,68.02928,60.900913,64.070015,60.400387,86.83699,62.338684,71.65483,53.052185,62.929165,47.209053,60.56033,63.112717,60.34716,57.537933,64.748116,54.939247,59.790913
"PCDHA2",34.479954,30.859343,39.086792,33.092762,29.193295,29.890896,32.454243,37.31868,39.25215,28.663792,33.181374,29.689447,28.234333,35.57193,28.026035,32.38651,29.097553,35.300205,26.788092,31.9011
"SULT1A2",180.29749,147.35492,197.17863,127.983154,185.72127,128.05074,164.79503,214.48154,195.20024,159.6569,185.50354,126.82973,161.24852,159.6961,147.05702,156.65443,200.52283,178.70274,155.9006,176.8922
"KIR3DS1",44.11495,48.252754,38.658497,60.49822,44.80322,61.543858,44.51398,46.981228,45.98147,43.078453,29.904987,38.92545,33.865494,36.0091,38.597324,44.84141,39.039284,43.735435,36.05188,39.11104
"KIR2DL2",47.708347,45.55034,42.661297,70.62484,54.851112,86.08147,60.366615,50.77787,53.86798,40.4268,36.011143,35.27802,34.72835,38.39445,44.2812,44.300083,32.450787,40.83078,52.613117,49.89949
"IFNA17",66.33024,52.35421,46.26748,64.76649,62.424084,63.060493,66.07019,58.13545,78.158806,52.060074,61.453125,71.625145,61.03566,46.307426,59.740185,60.686832,37.26039,42.733788,60.48841,70.25175
"KIR2DL5A",54.021225,51.176445,55.75784,88.23552,68.9387,80.19613,63.395935,61.341496,70.88834,60.445045,45.16426,41.92034,41.41182,39.412003,59.553947,51.9859,37.567978,46.97435,46.561733,47.97357
"GGTLC1",88.59636,93.6243,107.37601,125.06476,88.49389,99.22166,107.49071,115.303154,89.718796,83.59,90.12485,71.06545,70.42354,71.49184,88.3205,80.54468,75.25902,69.29246,75.21109,72.980835
"SERPINA1",866.78754,912.08,1382.0448,329.91965,633.0755,312.98203,927.5031,789.0245,659.91986,989.2201,214.35168,266.68015,55.8186,173.3813,221.69675,84.931854,293.3381,75.66386,76.06283,97.83604
"CCRL2",37.91238,38.29654,37.35897,32.864548,40.024975,34.358093,32.66516,35.384968,37.17239,33.89892,37.089935,52.803555,32.861553,63.262222,52.53037,49.695732,43.013035,58.159267,37.38077,42.855743
"TRHR",38.956738,32.33372,43.355495,46.52262,37.46172,48.10258,49.740955,41.549206,39.60367,39.690178,41.554237,36.301907,40.70875,36.79642,35.320393,37.704082,33.727093,40.36127,50.357327,42.920307
"NACAP1",2265.5916,2681.6804,2641.913,2539.2122,2684.3965,2513.422,2456.4004,2384.9836,2402.233,2479.7327,2554.0806,2601.2097,2803.9758,2144.5854,2704.8364,3126.7056,2223.841,2625.0962,2656.4275,2650.1157
"RGSL1",52.535603,50.358746,47.86675,58.48411,51.004597,53.251152,46.07908,39.535984,44.500492,46.885845,48.16864,45.45758,42.917706,45.175224,48.414814,52.430584,35.761242,55.653236,45.36699,46.530163
"RGS6",36.95907,33.630585,34.579346,43.585777,36.954613,37.581066,33.169193,45.843052,33.354458,35.05494,42.470486,35.307117,43.531475,37.96393,35.813625,42.425743,38.37818,47.91988,35.925964,36.831703
"MT1HL1",554.11053,458.07974,383.58258,3576.433,381.15762,393.70493,379.45462,707.83636,533.1119,466.92993,878.27673,757.2493,400.96268,586.5353,690.1909,464.43292,606.14355,547.7038,698.96265,2775.5935
"GABARAPL3",21.522373,21.594183,17.822407,39.6593,21.121008,24.239674,21.299948,21.426912,24.572412,27.21538,33.94522,24.637417,26.903532,25.220142,26.133242,36.76204,29.463142,29.430258,26.284422,26.183098
"CSPG4P1Y",35.10476,41.029305,38.872345,39.939487,32.338478,39.601383,37.728935,46.63256,39.53195,43.762794,34.12421,34.288124,36.378258,37.666985,42.038723,39.42216,34.822075,35.45296,40.618965,38.361313
"TBL1Y",41.632282,45.47449,48.2531,50.28906,40.010693,46.524494,47.549843,43.257656,42.044937,34.54244,40.476486,38.887306,49.622444,43.506615,45.18145,38.572617,42.263554,40.398224,50.95672,48.166206
"RAB36",96.906,136.12184,78.921974,84.56714,105.08644,85.88823,123.861176,95.29672,95.887505,104.04441,71.755325,84.33068,89.828125,76.566826,98.30535,79.34603,88.3719,91.724655,83.047806,99.3259
"PDC",10.050469,13.005465,12.525947,12.920855,11.863522,11.283584,12.807974,14.446695,11.025777,13.2526,13.070896,12.428777,10.9702635,13.056914,11.075345,11.756015,12.20506,13.815976,10.636981,12.194179
"BMP4",119.22512,104.17676,131.78662,160.76768,122.98293,111.684746,113.035255,148.12265,127.24855,115.05376,223.81505,151.37413,198.35136,212.4216,267.46503,200.41855,215.9481,206.5439,278.57993,136.07362
"KIR2DS2",25.637325,27.681948,22.729809,47.840816,31.713207,74.98663,28.58468,32.726517,37.889874,25.484283,24.84401,23.271711,27.142376,24.996944,27.477837,27.921179,21.991894,19.226019,19.896343,28.589548
"HSPA2",736.30786,600.3641,443.4138,821.55927,475.49356,296.01416,383.6768,464.0398,420.3664,558.0439,438.1691,427.88055,144.70091,246.00386,439.03094,133.9622,261.38358,197.56148,409.3054,486.74612
"CCNG2",233.71725,140.70074,222.43214,245.01791,140.30092,176.51682,149.22768,116.08769,206.62192,217.79057,129.55132,121.00163,174.11868,142.64658,109.99482,178.88562,163.24834,134.85918,143.65353,100.1507
"RAPSN",22.088736,26.115503,20.50368,23.008183,21.919895,25.073334,22.4738,23.883965,18.963776,24.94682,27.09444,23.236101,22.794722,28.091978,22.956902,27.472288,25.133549,32.63078,29.950874,32.5665
"NCR3",45.147358,46.832443,43.568283,50.98281,45.34841,53.522217,47.05564,53.780064,41.42585,44.613567,43.6311,52.911076,41.24432,47.745613,48.933006,47.12896,40.119167,42.587517,35.599648,39.826904
"CATR1",11.882516,12.328125,11.362117,11.2284565,10.312513,8.820686,9.760372,13.031291,12.717785,10.317771,10.094089,10.069885,10.640276,11.762996,9.798884,10.176828,10.062609,11.3883915,10.445409,9.693574
"ALDOAP2",22.338728,16.677874,24.957296,21.99395,19.767347,24.933084,21.682405,24.733309,21.517,17.258406,23.14747,24.801205,25.803373,28.147388,25.216902,24.32564,29.67105,15.330529,20.937351,22.751925
"FBL",698.92395,677.1206,698.8493,642.0688,601.4598,700.30206,763.59875,820.0403,903.725950000001,862.62634,605.95056,582.0674,686.3658,640.41644,541.4375,711.4164,720.36237,680.9501,637.5563,648.4056
"FTH1P5",3488.0056,3420.9624,4319.2217,5461.617,3681.1885,3434.9707,3856.0388,3564.0566,3531.5352,4104.689,3732.5781,4396.274,3345.6987,4793.9824,4548.5576,4223.4424,4199.7974,4349.525,3913.324,4511.964
"LAMB1",527.0359,403.5958,402.86572,673.9484,637.3341,551.35315,401.08066,334.52136,535.08154,384.8911,639.522,646.1084,330.38358,488.65704,708.4921,409.64688,401.01163,406.99,641.2974,769.2975
"VDAC2",839.6047,743.7208,895.1889,856.5903,803.4567,686.0029,735.3672,821.7226,862.77484,892.293949999999,907.15576,880.3724,772.0187,810.884300000001,732.18665,775.49866,921.691,767.572,782.4797,885.1318
"TRAV12-2",35.607346,40.443565,45.271984,43.424633,37.64306,36.11611,48.0798,33.662872,44.524105,40.345264,50.02348,41.648495,37.945408,44.166042,46.33304,47.661232,46.89035,40.244457,33.5724,37.543568
"UGT2B28",78.31949,111.580734,107.872574,101.76676,98.87329,120.457726,111.65195,94.70005,79.90126,153.95695,70.93338,36.780903,33.62333,52.17016,49.96385,43.25308,84.89683,34.931152,53.12024,65.335396
"MAK16",191.87059,152.92554,162.24129,185.27617,153.22523,169.34692,163.10127,148.667,176.10612,162.36078,170.37646,161.23883,190.33978,179.21167,134.91295,143.13115,136.7563,161.78085,172.67407,248.3473
"KIR3DL1",28.094997,37.936234,39.395927,64.72885,36.460556,77.79683,41.72538,45.92151,52.8219,34.687347,29.961637,29.59361,27.60439,36.336838,33.226234,29.188437,22.85094,29.269505,35.397034,38.20085
"TSSK1B",21.487625,22.722576,26.2289,30.731295,33.034466,24.885525,22.034962,24.92572,28.651663,19.869873,28.173344,31.660921,34.07183,29.353134,31.752306,36.338,34.46798,27.427309,36.51691,29.988209
"MGC2889",29.76429,25.13775,29.12279,19.161518,31.864758,27.203579,27.730778,26.854948,29.116354,28.96071,22.796139,25.670898,27.711063,25.307384,27.53656,23.199865,18.271519,22.675833,21.78239,26.55817
"HYAL3",39.861275,44.648705,40.827633,38.69946,41.44964,44.384945,38.051785,42.367256,45.220688,42.456936,38.57072,33.03619,38.219753,30.860807,32.694736,35.402534,41.141228,42.048386,31.806814,35.19354
"ICA1",12.249301,14.506527,14.438325,12.94061,11.894359,11.102658,13.845928,11.712221,12.929003,16.324879,9.876044,12.281169,12.224898,9.602183,9.545557,10.484109,11.143244,13.596524,9.15775,12.929649
"PSG3",26.923218,28.970787,28.649887,30.660591,22.40344,26.573149,25.829063,33.065388,30.406994,31.240088,23.081902,26.550503,27.671007,25.748579,24.856937,26.667774,24.71246,23.755714,27.43182,30.174522
"EVI2B",34.57988,43.198097,23.031778,48.399117,34.840626,32.369766,26.935925,38.93048,53.608242,19.569595,127.41783,91.69807,37.06032,163.25441,142.44415,96.51099,113.09008,93.49354,73.0122,30.370659
"PRG2",28.46365,26.409943,32.55287,33.065716,27.118896,30.175213,38.711002,38.820213,30.415113,37.103863,33.024498,29.928661,35.251896,28.854338,37.19851,32.412865,31.657154,30.438574,33.841175,41.291077
"RLN1",30.4147,28.01769,31.310276,27.650135,24.338688,30.801054,31.592762,33.881775,32.122517,26.187424,25.196272,24.39896,27.563452,19.182758,26.013918,20.386997,22.955362,24.000572,27.829962,28.228107
"ATP5PB",2498.1067,1785.3999,2281.4585,1511.493,1649.6666,1705.7375,2033.4165,2378.9116,2017.3315,2237.2317,1366.0776,1164.6838,1144.0701,1212.7792,1233.1089,1085.3108,1324.214,1169.2206,1162.0405,1994.6439
"PNLIPRP2",12.265693,11.820204,10.768735,12.860887,10.363917,13.787756,11.117606,14.2271805,13.255105,10.346501,12.846954,11.761095,13.21793,12.682364,10.896668,14.052152,17.100954,15.220303,13.624941,12.086283
"GINS4",92.29325,128.07639,131.6841,57.664444,106.339264,65.73188,122.535774,203.39372,165.4663,119.52419,43.881954,30.066738,37.694447,33.411255,40.032993,54.566814,36.37313,33.56543,28.056261,49.734695
"MMACHC",105.40828,101.07736,117.35483,88.619644,115.34445,93.84846,112.5651,130.25667,102.716255,134.3395,75.398636,78.83125,86.71203,80.636604,65.938,102.71283,72.03726,67.31946,91.42811,97.18601
"DCTN1",231.61577,216.21538,236.4861,229.67538,253.55449,244.19212,242.17422,258.32706,221.56053,296.40244,289.19037,248.28964,247.56377,266.30453,259.16467,269.92975,286.62424,265.63846,245.95483,293.72385
"MTA1",211.1846,287.57077,226.01381,189.6923,279.55478,239.98639,214.17065,264.8779,208.4514,219.60112,124.11381,169.80475,205.19383,173.87997,150.411,203.83713,180.2619,189.70189,210.81143,204.91243
"PCDHGB5",52.67123,51.995533,46.661087,55.660137,51.746006,44.975636,52.27122,43.301292,44.90102,54.711884,51.77645,41.02017,44.874393,44.850296,67.88211,54.108543,43.2115,41.740776,44.731087,58.89769
"THPO",32.482098,31.806875,36.783028,40.612747,36.544807,43.15063,45.727592,37.26549,30.634338,44.313435,30.64932,25.016994,35.491028,47.310055,35.63936,36.71429,34.2859,28.628304,37.734226,31.229862
"PCDHA5",48.812813,50.91089,61.676205,61.304417,44.224754,50.814373,54.145645,60.531662,57.279926,40.733265,42.935104,39.348587,52.549095,39.205406,44.618534,49.63998,51.173225,43.536457,51.545914,45.439735
"TNFRSF25",93.45356,109.17162,86.446815,110.799706,112.024765,118.63658,105.08935,76.59717,126.46937,95.04721,92.02887,83.01028,88.4798,94.34744,96.91251,89.02123,101.59193,102.15483,106.726654,70.39074
"CYP3A7-CYP3A51P",22.37103,18.870617,26.750563,37.804565,26.473974,33.26596,29.90694,24.271994,32.59428,27.811357,21.958536,24.606833,21.550367,22.538212,33.247875,32.36119,32.450787,27.755621,23.570024,31.477451
"CD28",15.479716,16.779966,14.527927,16.77311,16.132065,18.358398,15.682562,23.272427,18.285734,17.665586,15.917442,16.363207,19.975878,17.258121,16.882704,15.669776,14.698123,18.866056,22.508694,17.399841
"PCDHA10",53.741817,44.749454,45.266186,52.817528,42.199608,57.508587,45.108055,75.95989,51.969097,43.998188,48.89775,44.11511,43.16547,43.36476,53.9161,55.563454,44.924587,56.036533,46.930435,39.01176
"PCDHGA9",53.451008,61.708652,64.403854,60.49822,76.37324,72.49533,69.29322,96.89893,84.018776,60.37237,62.811737,51.7856,47.30993,78.550064,71.26159,57.66615,59.315998,62.86726,77.05773,54.844128
"PCDHGA10",67.44074,83.98369,77.99972,89.15883,86.65792,99.22573,96.83819,81.51188,70.95124,73.540535,72.51172,83.88099,96.57553,85.85768,103.08396,124.28774,80.56112,87.36754,81.93488,76.496315
"PCDHGA1",34.926414,38.107056,29.62889,38.95801,33.50733,35.824913,31.554695,35.98404,32.686535,31.169113,44.73496,40.35986,51.478035,40.10857,45.299915,45.491768,41.758015,38.933235,40.489094,31.062449
"CEACAM1",55.765736,60.40733,96.54196,92.15754,83.555565,47.57528,74.38836,50.658222,44.50096,90.80728,37.947422,26.835472,35.822292,34.89447,35.129726,28.44519,35.593773,22.678013,34.572823,34.562595
"TRAF4",77.359695,86.8037,62.200466,86.848045,62.35319,76.85345,64.48049,57.55102,72.97015,75.14588,36.782665,52.563293,41.46418,33.09392,42.32776,40.219086,42.609577,48.107033,43.608055,45.710567
"SERPINB4",12.980618,11.829285,11.51343,18.840174,12.604099,13.252704,12.665162,19.657166,15.216548,16.337452,11.778024,13.043516,13.964575,14.710197,12.393266,14.441505,16.37011,17.354391,19.624823,11.325206
"IGK",61.397415,57.74088,81.51938,65.01142,55.538395,57.21687,64.612686,75.54316,71.27314,61.718803,70.8229,68.19564,86.16101,78.81855,79.85708,63.743435,84.38628,64.13607,114.66151,76.428535
"TUBB7P",17.991882,23.402447,22.287848,22.869183,23.402447,25.64847,21.73883,26.759857,17.93916,21.160847,21.833065,21.163456,24.893763,25.790869,23.876198,25.551474,24.234213,18.79316,21.594337,22.020441
"MYO1A",38.571293,34.636417,48.10633,52.170383,37.62009,50.04982,49.150146,54.951744,39.19976,44.95516,37.694447,40.96121,48.20437,39.796227,48.45747,51.771797,39.007027,40.471382,35.67472,49.91227
"CAT",525.2924,395.1405,537.2322,302.31387,424.29477,395.2019,497.17612,288.364,442.39838,451.9382,311.1296,230.86002,266.32028,312.0633,311.65228,271.17856,361.09708,216.92711,354.9872,344.83176
"PLAUR",227.3587,309.83035,312.44922,186.69388,112.573746,220.3613,218.71014,167.36958,129.67888,188.58775,178.32225,287.10437,105.33,205.45201,207.81831,127.19019,181.2837,169.1625,149.85939,217.6908
"MYH9",516.41077,454.0399,348.9473,486.38187,347.51328,582.49774,342.49268,418.7092,446.4813,388.76535,664.0572,523.9516,424.45602,585.64514,530.794,355.18362,359.74863,315.67902,553.10504,435.16327
"ARL6IP1",1359.0905,1070.1111,1006.2173,813.1874,806.0116,950.5782,923.185600000001,1163.1061,1015.4461,1177.4523,823.76306,691.08075,647.76465,742.6733,592.5584,785.0524,767.0521,764.3448,699.89246,1367.5337
"ZFP36L1",105.59296,545.9258,129.79407,333.35974,276.44086,432.32336,147.39386,153.19777,128.38333,63.88813,177.849,320.5215,281.7984,436.65878,186.65346,483.82422,315.76257,338.82874,204.24518,92.20967
"TMEM123",1399.0302,1527.4647,1346.3429,1291.0054,1216.4257,1543.4434,1354.9834,995.014830000001,1134.571,1105.1752,901.65125,900.3151,902.36743,894.4665,1162.0728,810.86456,872.3021,700.725,746.57684,1434.5598
"COL4A1",706.55695,529.7295,666.99457,783.022399999999,581.98773,722.7912,467.13748,497.97427,598.331,731.593,747.1124,414.81516,358.86697,490.69638,572.6289,345.66644,340.59537,391.691,542.7982,1363.3835
"TOP2B",867.38495,692.28723,631.6465,467.5676,704.01886,742.7831,664.3419,582.6108,691.06885,621.913,467.93805,501.7373,618.03796,497.51547,450.415,490.0578,534.56415,505.4683,558.7135,426.2736
"RBM25",815.5301,820.53546,773.571530000001,575.7065,971.963500000001,600.5754,644.6307,352.79013,671.3603,515.0179,617.6685,588.1493,701.91815,659.16284,550.5348,632.5954,577.54156,650.6318,650.63245,492.52155
"ATP6V0D1",790.6236,600.5714,956.9534,603.91205,652.52924,821.59296,868.7849,861.35297,1068.1112,944.89764,535.8552,537.08594,418.3316,605.91095,570.6818,535.39905,527.39136,427.5479,538.4468,839.01196
"RPL27A",266.09216,335.7357,320.93842,259.16382,278.49545,238.37363,334.4617,254.3548,305.48172,242.32924,266.2936,292.6986,351.72705,284.12698,308.83838,392.76025,368.32355,292.23923,326.16583,282.73734
"MAPK3",238.23647,263.14264,303.2065,307.52097,247.46486,237.32193,307.52054,227.85556,277.9869,293.94775,259.97363,250.09135,289.11398,320.96094,279.49988,333.62466,261.413,201.92717,272.3299,247.69365
"RNF167",378.75504,361.3344,357.51797,412.2006,409.10635,391.21054,408.45337,413.3063,388.2761,387.61087,359.34402,354.89175,388.948,398.50595,368.68466,377.5732,384.4632,371.87656,372.6146,348.6075
"TPGS2",432.75958,371.4767,295.9855,206.65443,338.90112,345.07422,340.7102,353.16025,347.6013,396.73376,242.20992,269.24933,220.03055,147.34901,215.6166,176.97588,239.46617,195.75018,224.60072,228.40991
"GSE1",485.8221,538.73804,434.54224,337.38034,483.68466,297.31573,447.76395,336.4017,385.72397,494.2835,336.42673,374.23444,428.27084,358.40216,268.89893,401.95486,384.39114,392.31158,326.93896,327.6753
"U2SURP",522.5593,592.6893,485.62198,394.6165,573.64087,413.70538,452.1833,274.16785,454.46204,372.98276,453.55624,504.63528,512.5897,430.718,455.3603,477.7679,497.39523,507.55627,524.3465,408.21347
"TRPC4AP",153.59122,149.69698,138.44173,150.27034,135.4249,155.81499,151.45615,147.76218,154.1068,160.24074,116.190475,141.08772,118.72826,110.41216,124.89568,109.43843,122.295166,123.95187,128.40941,148.19252
"C1R",545.90106,560.5439,453.03772,2598.895,716.01044,962.3531,538.7704,599.01294,535.8491,637.6457,4194.5176,3569.1348,3328.7925,3377.6875,3854.763,2152.7769,3700.096,3214.7788,3644.6426,2036.9849
"ADGRG1",384.96582,338.72568,318.28647,233.41588,234.40945,372.6601,284.1011,360.20074,289.57162,320.0757,145.23,109.64622,67.66177,85.25716,95.186455,78.197426,144.8704,147.78923,112.51176,250.34059
"SLC25A6",3388.4895,2277.4226,2810.952,2271.6658,2677.118,2888.6802,3080.7268,2978.9587,3266.0833,3218.374,2259.8892,2179.7146,2794.5908,2466.2603,2550.7712,2483.8308,2823.5474,2390.0623,3002.9287,2617.016
"ERAL1",106.50033,96.27781,111.80005,93.729225,92.05205,110.54228,106.7149,150.32072,135.52335,133.90607,96.80402,89.95345,86.343414,87.2771,91.1138,83.34753,98.18079,85.116486,85.97657,120.00189
"PMPCA",217.68748,195.79779,254.18155,232.38506,235.77866,165.30675,217.62022,295.61963,254.21039,268.48624,189.08977,178.93015,209.03279,180.14359,173.24156,183.1737,202.38138,184.61598,197.99681,265.5422
"GRINA",147.16309,161.50592,176.2255,131.4098,169.89977,166.96162,175.51318,199.71478,165.33072,143.4503,157.67807,172.74135,146.39886,141.21553,131.73618,163.01901,169.24481,194.09805,166.76764,176.09184
"LSM14A",475.65457,481.9281,409.9185,387.99292,433.92313,449.51236,381.00824,310.36237,437.84286,383.86472,405.90814,465.39993,474.9871,385.607,374.66794,502.68228,406.76727,427.8112,456.7318,345.79767
"LARP1",877.4383,757.2901,776.4278,702.035,830.3953,789.3274,714.9088,838.92676,789.39404,819.0418,650.52136,712.6302,666.9805,619.07324,540.19965,563.5071,578.98285,668.0051,724.4654,740.4876
"SUN2",163.76376,148.52296,127.581924,164.80785,146.45178,146.39426,143.56972,178.07846,185.04855,140.3167,182.90593,192.86612,253.95427,225.3464,166.42041,207.56152,204.38928,221.71693,241.93,145.21815
"PLEKHM2",94.595795,103.06577,104.144875,144.0296,96.78995,106.13668,96.69621,112.22756,96.942184,104.77667,103.3588,103.67565,113.26559,129.27654,118.48552,112.399956,104.086784,130.41862,128.74557,110.5143
"VPS39",247.74858,211.77605,253.2082,200.29836,266.13785,237.08655,238.21568,240.09514,262.18335,254.46387,226.9234,225.08823,216.68944,214.76819,230.78705,235.77562,214.8857,230.13704,231.78767,218.66759
"FKBP9",483.42273,405.00314,437.11377,293.55164,438.91876,448.85544,396.57034,448.3953,421.60397,491.61423,512.4399,637.4614,659.7905,526.01556,623.6072,439.85132,574.73553,416.61426,608.55804,424.5532
"MT2A",1171.8489,954.8777,718.6322,4810.708,639.3528,691.37604,706.02954,1607.4729,1003.0144,912.1435,2041.9475,2586.0325,775.49646,1273.124,1794.103,782.960400000001,1146.3795,1460.6688,1579.239,7924.523
"COG4",279.42392,246.59825,241.1905,240.94107,295.1095,227.20654,270.2222,281.26947,276.1888,304.64893,196.3744,223.59125,222.9599,214.00711,183.0292,212.40741,216.62488,199.99677,225.5055,254.45451
"MRFAP1L1",619.713,424.36032,553.8868,466.17664,535.517,639.1403,546.55273,464.88782,573.4765,585.76355,509.22485,447.18015,527.98315,530.6905,507.55725,491.23343,524.1285,533.0753,632.5139,478.53195
"IFITM3",5275.921,4046.381,4391.0654,5222.6865,4533.6514,4405.2593,4634.1978,4781.663,5098.8965,5064.8403,5409.1904,5106.6436,4079.5217,4579.0938,7246.6196,3783.6135,4642.837,4352.737,5308.5454,6312.548
"ALDH1A1",1572.4478,1462.0109,870.83795,1030.2544,1223.336,930.73865,1139.3027,1242.8265,1496.9441,1255.6575,506.4099,984.38385,659.46967,751.94525,490.76306,962.94385,916.12756,664.89874,733.2142,230.3642
"EIF1",47.115677,58.519707,46.200336,50.460484,64.344734,68.49932,46.99521,30.557182,98.87391,85.053314,128.5952,79.555305,68.30421,115.61317,68.6123,92.21873,125.74334,109.17157,188.76904,62.531277
"TUBA4A",94.892654,109.30346,77.348595,158.9832,71.79112,146.01527,96.30834,122.02849,111.12664,92.914894,173.48335,137.13387,86.78413,165.32584,125.41047,129.29749,117.954834,158.13422,136.15067,377.082
"NUP205",249.0205,183.27611,193.86523,117.535934,164.59203,177.20659,195.59846,196.79605,222.96756,210.37462,164.83598,140.92992,159.6307,153.12524,142.62447,153.63824,177.1733,133.56058,170.57693,194.36072
"PSMD14",861.8238,579.53827,751.14,544.4406,480.67477,583.7323,627.6333,787.6306,773.4181,688.5322,428.53845,382.37164,286.29684,326.38318,379.34933,272.7931,418.23904,309.83862,341.09937,999.5324
"MIA3",347.00906,281.7069,314.1613,253.72466,308.39072,267.67502,269.95923,209.39333,294.71716,296.33685,220.81853,261.1078,252.13374,222.90793,230.71872,228.9048,241.99057,191.75536,267.68857,298.93076
"CHMP7",184.50053,188.27391,179.98576,172.50215,165.14122,200.89493,158.08612,165.77066,188.64632,192.92001,178.71016,191.09459,145.93398,175.21498,155.16023,142.69664,177.18301,188.00674,196.52438,184.09698
"VPS13D",168.17174,133.82494,231.2892,267.80347,176.51344,181.884,177.05971,155.16386,138.87665,231.83167,255.6421,185.72092,186.69467,241.21133,230.61258,225.37563,184.84007,189.3889,268.428,181.76921
"SCAP",210.31123,232.50731,244.8111,208.16464,238.46048,267.72723,252.35338,281.85593,240.7649,240.37602,150.36237,193.52737,175.31728,205.67236,157.93135,198.59497,198.02608,248.22903,202.3895,333.94284
"TUG1",612.71045,417.8972,423.2799,418.65088,427.01105,480.12296,411.38376,315.80594,457.8559,463.1836,361.14374,350.93463,416.55826,303.79306,428.83096,398.80133,383.963,339.2421,420.42413,383.4924
"KDM1A",443.45776,398.1158,321.87546,291.84778,382.48724,388.92166,369.3533,340.92197,325.52554,429.62714,225.3938,277.11447,291.87546,248.12798,256.2439,271.08884,274.2889,306.3514,263.1213,252.33713
"FAM168A",183.84161,169.72461,126.737045,138.77298,181.2742,199.09787,146.01228,132.78711,185.80196,154.87048,261.22797,243.36761,238.05069,260.19998,267.94537,213.42339,223.79349,211.13094,263.48187,163.74174
"AMPD2",190.76811,228.83038,203.42941,147.78818,207.01018,214.75417,204.14305,197.8258,256.29156,208.40698,181.854,212.35718,186.38843,164.68246,199.2276,128.36624,186.14897,166.31927,216.91563,234.10306
"GART",179.71288,142.23985,188.50027,122.489914,149.67664,149.0275,155.38962,188.92294,191.726,171.50253,111.49877,87.458275,82.7642,79.17455,83.99731,70.97693,87.524864,85.016335,92.17661,155.73506
"CMTR1",165.66406,177.80797,157.54227,137.07477,179.56384,158.363,148.83327,173.96962,175.54599,154.44733,156.30681,169.49808,166.82347,149.49097,154.561,171.3683,163.58527,166.64442,172.6856,156.66519
