"","diseases","controls"
"GSM368649",0,1
"GSM368650",0,1
"GSM368651",0,1
"GSM368652",0,1
"GSM368653",0,1
"GSM368654",0,1
"GSM368655",0,1
"GSM368656",0,1
"GSM368657",0,1
"GSM368658",0,1
"GSM368659",0,1
"GSM368660",0,1
"GSM368639",1,0
"GSM368640",1,0
"GSM368641",1,0
"GSM368642",1,0
"GSM368643",1,0
"GSM368644",1,0
"GSM368645",1,0
"GSM368646",1,0
"GSM368648",1,0
