"","GSM21215","GSM21217","GSM21218","GSM21219","GSM21220","GSM21221","GSM21226","GSM21231","GSM21232","GSM21203","GSM21206","GSM21207","GSM21208","GSM21212","GSM21213","GSM21229"
"FAU",1277.31389602659,1290.24156733318,1316.83939293462,1536.96327124374,1515.61700753175,1500.23936491703,1483.77827330291,1462.43299819961,1225.95139908955,1145.23626793462,1331.01775295451,853.531521898737,954.428863164655,1187.11256701646,1135.80665414502,1711.51128748219
"CFL1",8154.96221194051,7421.70501793463,7166.79820186378,7355.11673053485,7230.80390226674,7622.85069297628,6557.7233949877,7490.99158044873,7063.45501793461,6210.05276333208,5733.21051974573,5044.55754841078,6715.93626793462,5511.92882272763,6036.68622122201,7407.75246338626
"EIF3F",841.170121652077,589.456596448742,553.78628953584,410.169236598719,553.412408171126,628.557671733855,404.778121449526,537.991370743468,374.02781666446,371.389794959574,640.191971583172,363.649156988588,546.658757369424,494.905017934618,551.394660728035,742.710670044686
"RPS5",729.220357225494,616.945100092982,1161.18403515358,1103.34230293655,1618.54306558023,1225.36795448336,1456.89697008924,1602.79288710493,1266.10639093852,572.73102729738,1636.73589382065,1120.90932050795,610.356219298884,1154.15523744916,748.584729513077,1658.07998936531
"RPL27",2400.2510267071,2515.52664708431,2553.0097068637,2869.98307393295,2639.73011527072,2583.25164178254,2547.14219683347,2471.96751793462,2362.98671033793,1999.10136824575,2667.8425966146,1582.16547542742,2132.03938331208,2037.06510870906,2209.79876793462,2743.84231914713
"RPL34",2278.47531835145,2497.104377653,2931.3725440162,2248.67979545728,2665.71874595383,2556.59876793462,2435.78924684342,2557.83616889153,2726.96840186766,2337.46775024405,2789.53691110196,1842.28979275232,1827.30959647565,2026.0360735753,2046.74118791012,2819.77864926433
"NARS",1724.12748957724,1483.31642370877,1458.75426971993,1130.39493645509,1328.53626491849,1609.85241968143,1115.89251793462,1239.76143398985,1154.61966780293,1073.87947026034,1351.48665298771,542.428201868502,1057.31126793462,905.13626793462,953.805333990952,1409.75105880695
"STARD7",884.518539028501,1331.96034168125,1169.93017189842,1402.7366557304,1127.96915571905,902.177074833043,1156.34453064984,1011.26429796977,1216.81880800861,1706.75070838577,2043.70063641111,552.19772014525,1279.25365927347,1427.39747835021,889.099339397921,1369.39685206589
"RPL19",2076.44305849788,1867.18162443695,2372.83572763148,2276.77758266726,2690.85104068748,2312.4193741048,2427.48117290456,2280.33324377315,2256.02965276244,2602.60083557637,2695.09301248533,1571.65470556313,2095.02948740806,1808.07764156385,2070.67701915208,2635.569218019
"SLC25A3",2446.05456794554,957.027269874432,1775.32620050439,982.277820790126,1178.55464323872,2081.95761055836,940.858122683091,1586.67853641019,992.650534150513,641.998767934619,1142.07725851197,433.842831563724,943.555917192458,756.705468696723,892.542621897425,1988.37201857878
"RPL9",2247.09918266368,1885.80024018724,2604.7479035593,2279.21751793462,2813.78597120473,2493.01126793462,2104.76415298358,2368.74895085713,2897.29240370259,1777.86126793462,2885.1078963817,1226.685916568,1570.58626793462,1762.71958330318,1875.41726843947,3628.06126793462
"RPL6",1152.40406255572,990.695912839102,1166.5046213772,1129.14945473354,1421.64251793462,1139.72730476378,1076.56321965384,1097.8070182938,1093.78607442139,754.534812252952,1519.74502996727,516.898767934619,777.165480584402,729.786267934619,661.931544218176,1251.54925854289
"CTDNEP1",457.241947783477,665.955449122702,584.717806643802,629.311920654957,630.83626793462,510.440188531445,613.021550688951,469.697852837743,560.12662637636,563.139183153612,645.753252627179,616.857532869584,578.967517934619,649.288832584489,559.829764179349,436.598972103099
"RPL10A",812.961562840944,535.023906594895,802.561475317244,524.123767934618,886.870184322134,779.281743403887,677.483339492423,982.495732690214,655.692999012986,428.725634322343,873.348820962059,424.399674313839,467.871503018731,346.015507158841,367.418368086139,1114.79251793462
"RTCB",315.899359214162,267.2087318214,344.725215550124,261.067518005773,299.442466671248,303.284223159455,281.883950855945,317.769755105683,209.430067746132,278.887853484171,331.018398696597,269.842517954957,276.6475217064,250.514217627852,272.620097356787,415.456006862978
"ERH",848.585220719101,830.155017934617,1047.05189293462,798.639203762065,773.69434856298,1063.4852562124,751.725021117783,895.210818504767,767.989015932182,625.957286068649,865.528280455408,473.898974459973,664.350275292611,778.691067574651,679.651295421672,937.359194540843
"ABCF1",239.823769238443,245.18257662018,275.005017944211,266.627110770874,229.804754823045,270.110202600282,275.295250005063,278.389575193872,218.612843650779,237.335283003775,312.066340295148,183.938971247379,203.105754815278,235.886270128719,188.725740626849,337.110991148212
"DAD1",277.354437989129,171.831965678128,499.695348296431,350.907049286947,583.556947396488,556.521097487934,535.944833483876,528.812993220247,494.346351333419,152.983580883872,613.176783162681,76.030946300545,178.158441751576,274.159397925462,176.755967891274,613.664757417819
"KAT7",254.181653890439,207.346630765671,249.604871541956,265.375435187072,241.832254503167,251.242676805941,257.223577087979,240.434715123481,218.881847556199,221.835516537793,241.786268951248,199.051614887947,268.158859403976,220.848329143607,268.185366391755,242.945525278807
"ZNF146",156.732298726883,170.576775588834,203.820816573442,221.176682100353,173.888295311274,132.410511290298,177.766589035975,163.122593230345,158.398418155147,219.456005392669,163.301681441199,198.969277516694,152.574547921905,175.142725321509,119.978426799008,245.803629429324
"SART1",66.2385178800696,90.9725711968603,91.2886836952938,105.845844250186,88.8927687415134,89.3259346100733,109.153701409783,100.141788563278,79.5179605311845,92.3907331037423,83.2349138719324,120.822229387204,63.0088989878245,95.8764575941553,83.8762391172579,95.8815147741283
"ILF2",156.478123463893,92.6827507496401,184.447758552408,124.033316608096,175.311009223515,178.057298219051,113.373334291581,173.483026348585,107.219010801322,74.672559193173,152.184201147405,63.3511971057758,90.4619762279755,87.6700123516605,78.9092670621617,198.564603799547
"SPAG7",389.70655616146,408.331315322658,436.798341430764,398.404203540957,340.569400648088,443.424482015397,383.133287304761,397.039774415861,333.375637157176,353.153922345717,313.690590830546,327.01126793462,358.192244619478,367.426597260958,312.661087380359,482.792547277877
"ZPR1",115.773656468574,97.8830807845091,66.9668428265342,104.932080819203,95.8861716572824,95.0287663056227,95.1008470417301,109.213866310901,73.763957698267,95.8764369023709,98.0050002520717,100.358907096045,91.273252149408,82.291583463789,88.7255058445375,89.3283289965916
"TAF10",1040.82738339462,1168.44032874492,611.972742445952,956.342517934619,817.576176861813,808.908022644748,662.821676232952,736.208645026317,826.651892934619,1317.0814641173,709.852685811202,773.710432869956,1146.64564293462,849.065917333917,1235.36717985772,608.543166107345
"C1D",88.8532788116481,58.8551195705152,95.4783381656015,35.6885010561409,56.218958587399,86.1703320423664,41.5436996469962,48.1547828377898,45.3272470429015,42.9875881242291,49.1166951109519,14.554038404369,37.9921936011834,29.8825505624911,27.7059369484859,101.148065107562
"RHOA",593.247581935171,305.245612643912,1023.11466562909,783.188817617063,1039.749785667,1078.93305019946,830.145626239227,1220.39044141556,848.79902047447,420.25206571278,1237.02247124444,577.072754774549,440.016095251615,702.611267934618,394.542643183932,1301.70695038637
"RPS24",3909.94759868618,2567.46094749243,4302.37376793463,3671.96555970014,4170.25522963589,3380.68939293462,3673.78610917915,4302.13729577184,3489.9768699353,2599.19217689256,3759.16798990349,1880.034369859,2837.75948964563,2200.12444612547,2817.01751793462,4550.27386672005
"RPL30",1880.72123460926,1640.04702730456,2001.62023600383,1832.94876793462,2529.0581567615,1925.23182123344,2136.04256317631,1878.27941078857,2054.686601475,1518.41574771449,2229.19166330935,1522.557709765,1393.57591758541,1327.93021024884,1652.2121646076,2622.29060170364
"IK",271.44251795029,295.022026325566,324.886719360147,264.825914734459,306.226486148423,346.5026886139,257.005018065101,336.498767934619,258.080018047409,300.630759948493,322.455521838007,249.469499139957,251.242518220359,298.225648420126,200.944074269279,426.855017934619
"SMNDC1",180.443707129856,110.394250180021,179.206038156672,127.232847302351,199.995562777184,123.313526677918,131.410389837394,137.080503281854,103.998371658719,115.194295958648,254.828763496792,49.3990484737752,104.115352230984,117.270222793637,118.318812015549,173.348795046599
"HNRNPM",407.259143063452,195.602370539454,265.946095235747,185.978391255411,190.465265171152,198.961234335206,168.475007883262,171.258277041907,128.202796347652,172.43721525111,350.269711672115,147.869661918844,258.159148661032,126.131405989782,189.369299864257,290.019823453628
"GUK1",905.465949119434,1021.03967517774,652.64251793462,666.867794554789,627.492517934619,787.558246355925,370.994238466101,528.627209248955,514.715141027687,427.508482802432,457.369978675188,175.736013574655,648.139355278976,367.357502107512,417.177276540246,487.111267934619
"ATP6V0B",917.274117338368,767.026309164727,807.604676083277,531.258556704969,592.615180110509,814.58292905882,512.367605804919,704.920642934619,397.774546908198,504.022233875552,819.776892934619,238.857485948893,420.017517934619,306.101892934685,361.342517934619,1023.04310979917
"RPS25",1128.78626793462,1278.05190249807,1524.97945579553,1214.54876793462,1518.43314293462,1053.81228930996,1444.33626693811,1121.85485654088,1738.70616859893,914.039106383429,1440.12930034959,798.250183010008,914.70475634592,1195.45194755108,976.923767934618,1474.88001793462
"RPL37",1419.67436431166,1420.13284458125,1608.12376793462,1666.92485193416,2127.47689293462,1638.93269428156,1822.91003731143,1867.27376793462,1901.83857682905,1415.08582392159,1587.75438848793,1347.30649281348,1071.83538230164,1458.64825641869,1045.57956907438,2219.58403621502
"ANAPC5",641.790506644062,703.705081532057,584.941259808282,561.874719523095,666.849193598361,592.341869791412,589.210848131881,514.003573734873,525.939032660122,748.716058030202,404.606527727127,534.006042175066,497.998767934619,581.523767934619,422.038405047895,713.629931679709
"MSN",154.123931774699,170.369954562152,285.07803546092,544.654588018081,394.426165847506,266.112714433937,422.480017934619,516.048337340305,376.683815412779,237.67287412936,605.596219107127,225.582383944938,178.039822178931,547.119891891029,295.690933864662,506.200164391014
"ACTN4",191.8478149569,290.594564356288,377.963780494733,469.643173252618,315.633396939253,237.96530376499,340.579754960761,337.704531092215,288.379335418965,376.235193525992,315.269813771695,594.127286946901,298.406393233256,460.948767934619,303.75437395862,254.52033820685
"PRKAR1A",984.670642934621,241.813914117226,1088.73329556781,277.159093914709,604.07376793462,1057.94990895807,367.474546988485,676.07065228498,341.661379916561,153.195752716413,531.712591559764,173.769460745233,260.461268015247,230.301969068838,173.344268828473,862.847674069619
"DSP",29.4099125687169,19.979734087169,27.0100568392947,28.1357064286364,27.1522055643526,32.9991493415607,29.2575313131235,35.0783092831243,50.1012108717382,32.7886022348052,51.2221629407699,24.8982868011399,58.2545833529298,34.1812995121074,44.1846105654111,34.0276001753256
"RAD21",358.495806241371,407.923871958239,562.797833707673,360.098767934619,457.905017934619,331.34251793462,325.381602033557,295.765687735802,389.766839510532,339.935434688266,418.689583319431,282.593832871449,265.733201361973,357.216503340254,254.156347450937,446.477483696629
"NCL",624.294235051156,551.748767934618,921.862223347505,936.993462277367,910.237496495717,897.184878732817,806.851451394734,634.087802170145,891.821965773346,482.160569357762,776.7724252015,748.702265629657,436.325143665199,775.380640321923,482.057412582923,809.364046722743
"AP2M1",518.011267934619,629.033805560541,1295.88274489044,613.969501709547,601.267209436007,954.142000495684,445.997811166975,554.462747241655,469.62174023394,335.87836960956,851.916599567048,241.263912475002,348.013789431733,418.297278848854,227.655199905931,1241.92249716357
"LASP1",596.28585468906,658.344579423181,588.295270556245,594.123730881539,525.9784459306,483.123767934619,482.613590601732,467.27635433812,475.242517934619,530.010882237284,561.517989048979,495.320406557632,610.295086175127,552.066669039233,570.79248621571,376.183417565896
"SF3B2",247.817468537237,299.591327961602,342.099100246872,364.517293331566,311.209072416266,333.806926563464,314.648856748859,316.527785689052,274.484277022223,278.526997401128,370.267947769895,267.96193124724,226.872334534591,289.820642935606,215.888986475029,378.360593193152
"TMEM59",918.932620731239,495.385333072731,776.667753898077,541.965630821334,922.096773414447,759.628715264856,610.866712668134,797.339392934619,478.276939748001,621.804903736451,862.161052452304,222.807741820195,552.850173802665,461.531547973316,533.161476189054,892.357288512355
"CSRP1",647.75501793462,892.908366400509,1218.19987605983,2013.80825645702,1500.96204737333,1374.05860554323,2019.70284857333,2122.78286618537,1789.01946646097,1649.89005968118,1445.15676517021,1819.09222271014,1712.66988400457,2488.20749459709,1668.62382503855,1910.07186107066
"PTGES3",871.995794978993,484.164957398874,1410.23688264408,835.093797546673,1765.19606739503,1105.01421378521,1260.17017249934,1430.50685694148,931.222899594937,710.73274763182,3677.53405734009,346.973505270325,492.028816463623,689.399698965096,645.502690174811,1476.94623312633
"WARS",362.931313882659,447.632561550645,346.557419014303,312.150947744448,333.673192091257,392.408218639071,168.418233748549,474.298053244263,212.673540160315,259.065439497689,245.548379302788,180.965812764373,188.451774937044,194.410940378017,215.595722919971,468.165961790839
"NDRG1",621.031665706995,666.940288671375,776.331421284655,1213.07186625886,1647.41432910736,677.146470806385,1276.39589914494,980.12422533393,931.637107005883,1348.39158380459,1109.12019760716,1235.2624376143,561.936871334843,1237.14958556385,812.483165706771,1053.4254521956
"UBB",6429.29013622713,5561.02264716056,6385.633251583,4564.14762963266,6511.12836608836,6555.08001793462,5613.66578842394,5713.19045412594,4971.86963696009,4892.72103623606,7239.93816751927,2768.91101497001,4912.72042037718,4487.96335261944,4632.61922456108,6392.34693028324
"PFN1",889.796976371168,403.176443690832,487.784647434119,732.717517934619,596.398767934618,517.297105401639,420.220349446003,685.45393721594,398.180089924081,216.811289242055,592.180360494131,240.842718540147,389.095889862392,348.510108820054,391.455263571469,846.368594692205
"PTPRF",363.333736539265,504.89196812214,407.673496628924,427.887259585224,380.107190789451,366.421791672369,358.205017934619,310.338234263603,343.02657399885,418.767326284427,381.334839284291,399.174062490999,319.563898428772,508.303965418115,390.015692566709,414.556248126307
"YWHAZ",1366.02064293462,1085.07891247155,1937.91126793462,905.892417966466,1091.21982622938,2368.82101955233,759.331296820654,1042.58626793462,758.632521013664,349.532168350731,860.436251704862,228.220090827995,494.606018885429,528.697046129813,382.254132417583,1692.91045102341
"SOD1",2866.56320782277,1749.13459952955,2447.52894262025,1596.40958490828,2303.12757432257,3225.77685159492,2091.09678162036,1931.68250697101,1321.69644538582,1375.33013805788,3825.91233716647,497.743941661432,1050.12024434858,810.924234744725,827.313748067016,2392.4191781292
"MARCKSL1",1802.41092037443,1298.41775580489,1631.65417879532,1552.59125888036,1798.55673895273,1432.38782683913,1964.22959730882,1954.83460381523,1940.00974209835,1498.07376793462,1673.48595105612,1325.23448315754,1114.76751793462,1737.42490227397,1922.25903753131,2170.10784736883
"GABARAP",1466.88692892746,1207.83141871393,1954.40310619217,1900.04301653367,2006.17689293462,2123.86408883409,1807.25174179065,2045.03841573644,1897.89479248915,1497.4610461002,2098.83824994539,743.299489177509,1718.80095014399,1675.14080010102,1658.25631036979,2077.31490844192
"LDHA",1816.0795556859,1248.58473144623,1856.88626793462,1573.86551573538,1585.54296894963,1718.59528439429,1102.51583794597,1687.21751793462,1240.44564293462,802.737606411747,1048.54876793462,181.15924812216,788.324849890268,462.791136030874,638.074691402772,1621.81512892417
"SSR2",354.486043369335,420.440406001832,351.738995860194,356.940653375881,381.739207039235,353.970981369723,379.950529170295,360.130160831121,337.605165013676,396.136267934618,438.134100894218,344.368012909394,310.373767934651,334.948489979543,357.023318093956,382.464596840995
"SLC25A5",993.126568154697,319.036267934626,824.694492241582,347.726637473892,534.848767934618,902.689976986915,393.047581318722,745.036267934618,387.740081434947,355.249615758602,555.009082941114,152.381562265495,398.735799419673,208.012163011453,255.093307134506,981.211108958759
"S100A11",84.046531375952,80.1508688175378,80.3651018533907,289.740405217196,144.965797536192,75.347418189472,156.533460211193,224.814859659508,131.277171116558,150.286737825323,108.539413408309,40.8219461124892,93.5066418794423,123.8710863949,118.503206432572,145.387166796063
"CTSA",249.151608602091,242.615040554573,362.068220203016,284.660837025821,251.66127296559,254.937108823209,310.270691724599,308.048592021411,215.780041979483,203.437833028967,256.008796182599,223.523777795501,258.704716566148,249.393837811055,220.083728577384,276.235173161419
"TOMM20",1296.50885940043,887.205980089023,1427.41697862946,484.097725551163,608.954269392087,1114.75726427724,433.408142934619,585.906909911796,368.554783350101,314.762717586172,505.882380139562,248.675780687001,394.323253886694,324.460716714555,245.432059255737,1121.75532721608
"CD63",678.185640497417,667.702148888328,1097.83001793462,1463.48538918118,1024.55568170635,888.774823595512,925.383009558078,1348.34365890486,1099.47748210841,924.888060708475,1495.70239262362,498.810911220764,764.117517934619,949.973767934618,817.139964517983,1444.52289610201
"DNAJB1",407.806121250485,381.461267934619,2261.75797216649,538.803071499797,3461.71573334695,366.646993665287,648.17115444226,1183.39552327563,763.379339260175,619.176909890663,7117.58476404942,349.546143919946,559.392518759252,406.366463957568,743.315408636982,405.125677135128
"UBE2D3",483.524186780678,251.008109579911,498.126429144843,362.507651963384,681.117517934619,385.644789574519,378.415191888767,535.917351985535,387.06889371558,272.687849503177,1077.25109426539,126.899624466581,268.220460962516,245.81511200489,306.600057972559,532.530507662911
"XBP1",132.626185040008,106.106147784757,131.475058431077,132.45343977521,144.489369590205,84.9277987985864,139.624603508377,179.44975902193,142.727037707983,145.27965154388,263.09654196211,157.012261328619,112.955396515623,125.267449346637,137.333809636275,208.130990527494
"LAPTM4A",478.532253095505,451.171473739346,652.488644803133,569.220115791724,584.550323058973,629.975624591837,506.235069739169,552.997652007245,611.845622396596,528.244408088848,808.301403088722,122.612852686696,547.738735539544,514.387157745826,519.9626010609,702.116389534318
"RPL32",3402.24050995192,2977.830880573,3038.58169900938,3297.78067316076,4263.65820405376,3765.03314632391,3646.3152739853,3403.27782660317,3610.87589703017,3791.72284127639,3601.11751793462,2501.29750379531,2831.01796035195,2674.11856772757,3281.4906894685,3929.37393153759
"CD81",1765.88142426942,1868.72236089696,2280.34904301472,2106.54040053444,2085.84750633351,2000.53583249024,1837.61737598741,2163.97156939454,2237.35915266794,1628.22376793462,2433.43182425568,1227.76801577777,2306.04474383798,2895.04137523074,1680.1935038283,2961.92840403849
"PTTG1IP",601.162056684013,737.543073407375,673.398470930521,825.131914664435,752.411076986357,643.188143012088,902.737894363486,780.394287710927,826.90388060784,1091.4723774396,1111.83639259486,747.569580336808,1122.105085802,1141.37921760637,1123.82533511552,1009.77076596741
"GLO1",1162.3374599168,863.761267934619,1025.47837444243,665.605916866203,774.939237438999,1152.8099954835,608.090449098668,885.269391706379,669.336288360863,565.567517934619,868.884820553765,278.524241167447,763.617254027838,414.058674794329,603.009650941228,1243.97369935436
"SF3B3",136.883549897757,185.037043110994,119.538630970559,116.151510993808,100.98484822508,116.27206915399,107.299109603327,99.103254919075,111.072376595998,107.744733513171,139.087133544316,122.371709286574,138.227203533792,116.094877993512,96.7126627918483,95.4301943870941
"DDX24",1590.2027719323,1548.17301596597,1571.77285004357,974.693284765386,1088.6435810926,1308.98445979339,847.446888937358,939.807660748949,791.285192867412,764.284755067619,1247.90681022885,624.892517934619,1008.22081294068,739.813112509646,672.608779307154,1474.29398370523
"PPP2R1A",256.578192609104,341.3092658245,619.373767934618,411.509639706718,583.521685894684,720.964392934618,325.788787036422,607.116749153567,457.500822608118,141.165766601633,555.101892934618,197.752047745335,239.661137815366,320.80650485967,164.796148639667,759.812014204656
"HK1",1071.44525449903,1140.3007180995,1147.69363929148,810.41341553607,730.130017934619,940.128903987654,697.053454217261,762.031010375341,755.099335703745,807.136836321577,830.766869808434,590.748408459955,998.23314293462,679.737057586402,712.497930773619,1002.49042059614
"NPC2",372.261267934619,361.534471954423,450.840583285167,887.629007574186,634.823767934619,509.811983699971,712.213736562626,703.930637448215,680.038298363054,624.156031028265,828.108004603083,356.610687386791,493.353281274557,752.337280012925,656.542517934619,821.116052000275
"DYNLL1",4792.13626793463,2853.07183653211,3458.1004279111,2181.40533494125,3096.96502868313,3880.47161690417,2493.30628566599,2899.87427670247,2327.53495635881,1933.88626793462,3659.46135419253,469.485437311894,1851.58902872984,908.223975933247,1071.03575790973,3523.9196941941
"GOT2",1074.83194496624,1029.44178358957,1069.76877975565,791.542517934619,798.020657196149,1019.3231086313,762.341015257634,825.194294376274,711.34964755489,697.905307765986,688.881456707672,380.77348812998,702.06863484224,550.072736776523,553.808081675434,821.222819889783
"ACADVL",206.630803626817,233.992458646391,368.836267934619,443.389153593706,401.026363978104,267.807186522943,428.822885575601,355.042517934619,390.581447092605,295.664542504901,301.043014984536,314.395359222204,309.191950016709,731.709066070331,226.788588887668,290.291660892438
"PPP1CC",871.337917684117,715.081095613799,665.40970343736,710.062735978928,710.522984075598,623.371314638393,793.043989787584,650.141561258949,746.913068529553,863.051685777495,1244.30718095115,375.486267934619,883.636467666115,632.839738551518,699.609207638711,972.581777010308
"ARF3",2283.05000828776,2209.22058688944,1592.73248661889,1632.12018434281,1576.22409111421,1947.25480497212,1057.3435298186,1317.97782668165,1227.39251793462,1159.61873511676,1059.41437766864,504.142517934619,1486.45214057043,495.375826068669,876.825036150902,1084.88939293462
"GPX1",988.68374181934,432.712345927908,713.389159390119,968.740793372436,722.898767934618,703.639294559908,763.752892842123,635.969640060162,582.827903025257,517.67160622555,944.774268748996,343.071050984024,711.693706117297,715.266947272779,667.145228306729,1040.7371032156
"SUMO3",1403.4794443341,1205.60676583279,1245.49948423666,900.641905886792,867.541877862246,871.107204670643,665.411267934619,830.086623688383,872.557910569629,865.949901518294,1128.4894951237,445.106887932076,1321.38589531484,696.314594871805,732.930017934619,1332.25546991218
"RPS27",2815.21345326803,2852.74576046402,2850.33961830885,2750.97377405883,3391.25006926422,3115.52804369927,3096.94024587613,2866.9856551797,3380.14327339579,2407.09727903017,3472.99251793462,2708.63185630876,2188.572916692,2791.73172901461,2657.84177447288,4222.75501793462
"TPP1",217.301244525794,179.470250400113,399.053009222138,336.894645197452,502.023767934619,373.729623096885,400.537797746006,399.083929948295,351.075117935806,271.892360651695,647.988012276286,119.574009448647,187.924217300992,207.902587646376,292.146883112525,220.660065655964
"GNB1",759.521723154517,521.841737218537,899.740153994631,579.542517934619,629.209155678137,770.249489131246,553.246501744846,775.295600274654,600.552312894004,397.356680755325,712.298767934619,468.439555528088,705.409618136605,453.406794135564,355.060987215695,635.005017934619
"RAN",274.312092765495,120.823385950935,353.374285454279,124.037888176026,249.382319569297,293.640990681572,144.575435638297,271.620165560192,108.199866135076,107.558263848202,483.532974122299,39.5890271226178,104.065382783873,71.8726930697789,60.5651928894258,321.458520680748
"CAPN1",85.4679406612526,81.4358740930376,97.9172779848335,86.684352590548,74.76332567765,91.8537272686814,66.55405049173,91.8115397103881,78.8497602075938,106.923158671103,81.5989714122024,94.3490646421517,82.8459657463057,108.261416014169,135.462932877281,70.0939456372775
"CALU",80.4423547426823,62.4933914383799,92.9555794742668,84.3001005379139,110.667518964476,143.117573589348,99.6853207387234,137.860472289121,101.156655570822,76.2184214211147,126.045902272457,79.8152622790001,87.1255653321068,91.0701561885139,88.3909727776465,152.843244834117
"DPYSL2",2733.09600321031,2296.45691110275,4216.8459822073,2756.06245872515,3333.87675724942,3048.69098721154,2656.57868539494,3456.18330175218,3315.2348939301,2635.1968132214,3112.47381604769,1369.1302999553,2462.37270443591,2946.9919011013,2253.37505024042,3972.76386149662
"RPLP1",3144.89182093718,3501.37233112668,3142.39129635714,4178.08238294631,4133.98572027214,3290.91195116965,4042.73773128729,3633.19069056887,3883.58714510866,3562.44337434714,4267.41917013275,2699.26763914315,2952.04472169322,2888.95757770139,2945.38634457433,3923.31622937195
"CTSD",164.667433768039,116.488619901679,170.316986136433,183.893176554425,213.88692412698,183.303728945178,152.434530919593,157.41106666604,144.365337427373,108.525849336661,231.851896490747,145.184656982122,107.435166384438,182.425042740473,137.613291625041,288.714682958535
"MAT2A",60.0993763171999,39.680274639552,131.524028446085,71.4918064857723,123.074185743817,116.434014133665,103.435125657677,116.366919620563,89.8994295129639,50.3787307625381,120.847415190424,76.9756791249834,50.037024983257,65.9009497191083,59.4915648257509,154.135393236639
"ATF4",564.718294366655,809.46718248857,840.706012411447,1131.864521058,1333.97795779279,708.955965252832,1035.43830168894,977.298466794134,904.598244021475,986.307644941695,1511.41633370418,860.679818648629,899.716034552672,801.942138288246,661.019996132453,1001.7977399303
"RPS15A",1237.91771636746,708.386324044966,1184.52081894624,1052.36724809806,1375.99343629504,1291.80465245456,1348.47074124139,1512.51165137405,1272.79539061724,821.751163163743,1765.87960707726,978.912902008525,746.516878331807,963.612623781734,951.421395071635,2038.69079317186
"ANXA5",339.214340690438,261.324418402666,429.336355272281,626.61705282071,530.847081024558,395.477738810755,616.317866767453,492.598779067406,555.358503086906,459.391358884229,555.634644043094,122.129244186998,436.905017934619,437.277192284632,386.650303549485,511.020432455391
"STMN1",185.93242506845,150.903165582074,279.992517939042,154.962024015185,185.398793481178,141.927126081432,174.359902857472,140.854437038869,125.669654082912,156.177287207564,152.889572009928,144.922571524969,151.354303854743,167.685037808143,155.676342106774,182.847542588635
"PSMB7",571.467154438549,531.375918994144,536.223767934619,425.723501558352,408.095760439911,597.748767934619,383.718395008025,469.705017934619,315.667517934632,255.086711846679,427.359735945641,148.393838016932,343.111162411389,292.858524135337,247.710022990245,671.117942083223
