"","diseases","controls"
"GSM18442",0,1
"GSM18443",0,1
"GSM18444",0,1
"GSM18445",0,1
"GSM18446",0,1
"GSM18447",0,1
"GSM18448",0,1
"GSM18449",0,1
"GSM18450",0,1
"GSM18451",0,1
"GSM18452",0,1
"GSM18422",1,0
"GSM18423",1,0
"GSM18424",1,0
"GSM18425",1,0
"GSM18426",1,0
"GSM18427",1,0
"GSM18428",1,0
"GSM18429",1,0
"GSM18430",1,0
"GSM18431",1,0
"GSM18432",1,0
"GSM18433",1,0
"GSM18434",1,0
"GSM18435",1,0
"GSM18436",1,0
