"","diseases","controls"
"GSM95473",0,1
"GSM95474",0,1
"GSM95475",0,1
"GSM95476",0,1
"GSM95477",0,1
"GSM95478",0,1
"GSM95479",0,1
"GSM95480",0,1
"GSM95496",1,0
"GSM95497",1,0
"GSM95498",1,0
"GSM95499",1,0
"GSM95500",1,0
"GSM95501",1,0
"GSM95502",1,0
"GSM95503",1,0
"GSM95504",1,0
"GSM95505",1,0
"GSM95506",1,0
"GSM95507",1,0
"GSM95508",1,0
"GSM95509",1,0
"GSM95510",1,0
