"","diseases","controls"
"GSM93938",0,1
"GSM93939",0,1
"GSM93941",0,1
"GSM93943",0,1
"GSM93944",0,1
"GSM93946",0,1
"GSM93948",0,1
"GSM93950",0,1
"GSM93952",0,1
"GSM93954",0,1
"GSM93789",1,0
"GSM93920",1,0
"GSM93921",1,0
"GSM93922",1,0
"GSM93923",1,0
"GSM93924",1,0
"GSM93925",1,0
"GSM93926",1,0
"GSM93927",1,0
"GSM93928",1,0
"GSM93929",1,0
"GSM93932",1,0
