"","GSM505297","GSM505298","GSM505299","GSM505300","GSM505301","GSM505302","GSM505332","GSM505618","GSM505308","GSM505312","GSM505313","GSM505314","GSM505606","GSM505607","GSM505617","GSM505623"
"TRIML2",3.1975126498672,4.04087775027607,3.70000785609956,3.44289083533229,2.7230212923792,3.68696966652694,3.00180264879521,3.67576211744084,3.32071191742427,2.8557787165037,2.68717786909015,3.75872449230078,3.30924455631759,2.90926521553951,3.37391107143173,2.59663236618314
"GTF2A1L",2.6773782286785,2.11813153282875,2.22350382935306,2.59309960920037,2.42750808744286,2.31054297578182,2.28776304298529,2.56729971705995,2.419010956666,2.5191076842576,2.45151729565217,2.89491856109973,2.50098234015809,2.21899031886098,2.10546190131212,2.12100062637049
"MMP21",1.82577155764994,2.02068888983175,1.84466090329985,2.09965181205714,2.20663310568201,2.07826286159603,2.07277459926375,2.11890814009807,2.09075827545836,1.9456861842742,2.30025923907933,2.11890814009807,2.10507644305343,2.05008184005195,1.8211802532832,1.98726325697803
"TMEM190",7.83244263685631,9.27783019259881,6.3702727203846,7.91788911612036,8.37265341926935,7.26442728242103,8.43656922738784,8.7217748374853,9.00732347848852,7.93397475104329,7.44312126646314,7.80319650103577,8.61084445460021,10.4417600618374,7.5192953923431,8.33559383734375
"GAS2L2",5.82625688629737,4.81563468553517,5.54354048018365,5.86048428074976,5.84804190391339,4.41236273706474,5.83996878602005,7.15733166775818,6.82114989586438,5.80455302182633,4.53677781956188,5.4064631915604,5.93425623681311,6.35506420532542,6.22999060287533,6.13396171339522
"KCNG4",4.76331828299782,4.5060005920179,3.78238365977834,5.443008659458,3.99160907752067,3.84536164783429,4.35625783566337,4.6992770935328,3.97600875974847,6.20979645757332,3.23749871303685,4.76426898593317,4.4695999200133,6.55222609212473,4.03325250750249,4.37801885597688
"PXT1",3.31916485402752,3.39603213337492,2.94155132215955,2.60500286142949,3.52493220948769,3.16170620512648,3.24307650152925,3.13124131533867,3.07416603998686,3.0386827118192,3.25635318526056,2.62889386533747,3.0559539872534,3.06824706812167,3.27752720341993,3.1906296596611
"WFDC11",3.93453431391294,3.74271661163261,3.29097239247362,4.08820482434282,4.04395080489751,4.4239761263577,4.11975354038152,3.93453431391294,3.71245064469768,3.81296197732015,3.4566014014952,4.24376335204893,4.12374907419191,3.73362249335126,3.7624348941236,4.48197846208993
"SPRR4",16.2635830464871,17.2290364059257,12.1018786739737,13.9125851364571,13.5666240526192,11.2888902043147,13.3452707761249,15.7603399287596,12.5488643128915,18.0655057172474,12.5488643128915,14.9320000052072,13.03812770282,11.9547551871462,11.8947937425126,13.2496824034948
"HSH2D",50.8349403767573,49.6551172006108,69.5732230873541,55.5261695480928,50.6263201047752,51.8940024965629,54.4025762459475,41.1937000909196,70.9930581731678,40.6888201047752,55.7513201047752,48.4300436847082,49.9388201047752,36.1507941708031,53.1905078587756,46.9624808353955
"MAP3K6",6.87439005495663,4.1283084239869,6.08169657356149,6.351523466712,5.06145459824011,4.70506846133065,5.58816777338302,4.16296024763002,4.24547084614835,5.68868233759722,4.98967182793218,6.53382843188876,5.09605649277478,6.31258237571709,5.66862224060278,4.98461747761898
"ARSG",2.81356815429378,3.12632273871739,3.32369095704521,4.18765818232947,3.4304878338581,3.98536422888377,3.46828187344218,3.16731745910969,3.29856109792656,3.47578513338539,3.27686107044793,3.56190696234036,3.3044892047688,3.74757964289566,3.01266377513529,3.0268659142319
"IL11RA",16.1317483001561,13.3241608754081,9.16058356401802,10.859081350921,11.9472255714518,8.51890948066507,12.0583149091079,9.49623675424477,11.5078888483451,14.0081657649994,14.2273490848035,15.5870774104522,11.6853427631109,15.7562674317639,9.93112691648785,10.286950168709
"JMJD1C-AS1",6.62849591551565,5.91096599668104,8.1610372714744,7.81043848995099,6.11106771832987,6.5068494324191,6.98731394382631,5.38645010185948,8.7889504574107,5.37472963214795,6.42485139845348,7.51633092610037,6.57344189021493,7.04749906268188,6.11106771832987,8.22330960878737
"RFX6",2.62434063957064,2.48841679156256,2.05650663000244,2.10420864877617,2.10626829451975,1.94692564387988,2.34207353956385,2.2664441571267,2.09233490196641,1.85207148639216,2.06155043129851,2.15049774443783,1.98983365298316,2.37236534756104,2.37628386991816,1.94692564387988
"DIRC1",2.16620998326925,2.27995956949461,1.7109939298064,1.92571624837765,1.82698270718866,1.97046950900127,1.69977946320238,1.76493374917078,1.82698270718866,2.38417802712346,1.94035271760361,1.9599235940494,1.71622164302568,2.51204610390698,1.91775030559995,1.77151505143389
"DNAJB7",1.88016317156867,2.06532027137898,1.8141355069794,1.97142964800288,1.83500518207836,1.76190803977782,2.12444392506759,1.97142964800288,1.83456327109233,1.97142964800288,1.79473796272209,1.81433563572691,1.88016317156867,1.85087981932624,1.8141355069794,1.86280415272035
"UCN3",15.9464252387736,10.4592991143085,7.91569785942589,15.1608726614075,11.5374038310174,11.9194464016286,11.5048587900068,10.3902339900793,9.14292414878868,13.5520680535668,9.31306452841038,16.2183613683861,9.69824219132004,13.1129204359497,9.14894284510417,9.87134899712084
"SLC2A13",3.10484651125223,3.44209085529345,2.79770634124963,2.75747659089134,3.27953510672172,3.23094530104878,3.88889410240042,3.05916391046045,2.39484772231935,2.84023032267215,3.25123526311357,3.25123935242446,2.25715176676684,3.92736339440254,2.2358715879361,2.50607151123213
"TUBA3FP",12.7151368358816,18.0934498923555,13.4548357647929,11.2495586358935,11.798965906513,14.4823191148241,13.0034962916018,13.6340243622329,14.3508387024322,20.1169146248529,14.4122889638202,17.8769779296022,14.7521705542068,15.3078072643413,11.6587980548154,13.384321254922
"DUSP19",2.02974984171108,2.06656187162401,2.04812466252119,3.24002765340149,1.81533720946705,2.30016117893987,2.13760289856437,2.02974984171108,1.7540882628987,2.15368065695973,2.41056010387531,2.52664264506741,2.06657483093853,2.48579295270638,2.2358715879361,2.04919758911709
"RHOXF1",5.119894276769,4.8629000526831,4.03991870649878,4.54084413538972,5.04495944920519,4.07634248956893,4.43880174756725,4.43587411115472,4.5381372207082,3.88889410240042,3.74467866943244,3.92300563705121,4.78091260249332,4.03287317096012,6.36133456161327,5.62628499735094
"DHH",3.0017236423924,3.01627828777715,2.54668770753248,2.97467328552919,3.10226652543305,3.08707923257083,2.58079093951106,2.933642161434,2.952362367461,2.97467328552919,2.95470223036967,2.6998739322768,3.59063437049972,2.72717775063415,3.35090956424267,3.08423705572322
"ABRA",2.12135567226789,1.82058847406218,1.69720190265212,1.78906438168826,1.79513540749826,1.95247380001537,1.88399332019649,1.65579153492851,1.80398747068001,1.74225142987055,1.76934793487859,2.05455303864504,1.5609946543592,1.69699546870941,1.75840532467913,1.90300667388347
"KLHDC1",3.49276955889348,3.00052418060567,2.82123119394207,2.88590050806716,2.7755606806442,2.49262993576925,2.55394115979671,2.26363643237513,2.18851606200688,3.07108289637027,2.83378557965289,3.50127664934176,2.71190308790019,4.19048524090025,2.26363643237513,2.83378557965289
"C2orf15",2.38094551465156,2.97074883553862,2.2655780711654,2.66020614669263,2.61071371138611,2.22211934356508,2.34448338971376,2.26637650717349,1.75598722089155,3.14700634931227,2.47896186506954,2.50009649466912,2.22211934356508,2.94562703207059,1.9683246707709,2.1293305088131
"KCNH8",2.55103458007912,1.96632967914747,2.64177898048309,2.63607199843671,2.68060685674874,1.90188801021594,2.14784054329793,2.56114231661817,1.88291310191309,2.52053302670881,2.07813723089751,2.2358715879361,1.93877196292217,3.78941643830357,2.13167851830635,2.01502784195817
"SLCO6A1",2.84016823376708,2.88219133221532,2.24499622984087,2.25935454283373,2.77474318096513,2.49960986567077,2.37473835778118,1.99117132173683,2.22336904136861,2.3964927883589,2.50747777177915,2.35444307620625,2.50747777177915,2.79102717351967,2.07931714172877,2.71745052033289
"PP2D1",2.22913340374318,3.15536001474308,2.36129531087812,2.39083951887071,1.98893601338147,2.54574393715218,2.04528240065923,2.06822636175716,2.16236179341184,2.09100881489406,2.14726245199491,2.19147572422876,2.2769606852988,2.24713323901783,1.97498888728526,1.77620632791012
"CIB3",5.84035590069152,9.0477386252282,7.10448243882256,7.66133341646764,6.57763372634521,5.04594834305386,6.30739053051825,7.82681042346906,7.56674437070959,8.20126940504811,6.28559313776148,8.28527754141992,7.44832180959593,6.77659687900355,6.4133379803127,7.91841287681204
"ZNF625",7.62357630041158,6.12152696060668,6.3669372126835,7.01054121169064,4.72738285564716,4.63150380339976,5.37924541902134,4.93512504771101,5.08000033061142,7.29305945754774,6.1194577863423,7.39137678662555,5.30435023436367,9.11047269750866,6.09212643313607,5.4081094715583
"ZNF563",5.59802968626968,5.85218281713858,5.29428967980015,4.74495164905892,6.50303172790876,4.63433961439407,4.66849037383394,4.56623420258926,4.39441373270758,5.2185127010662,5.13965734292789,4.48364442106465,6.07242591777404,5.92451771896877,4.74495164905892,5.07315303477502
"GPRC6A",10.8109282200147,8.38810230809118,7.57630620745836,10.1324823284456,7.90074818429377,6.10065645952678,8.0566013695663,6.25488267829901,7.82799372742655,9.63110301629364,7.32977238956868,9.06705139826206,6.41470887841486,10.3999443568357,7.5444665067717,7.05254258419147
"RAET1E",2.3925377860941,2.93552371012099,2.50505963086474,2.76154879136943,2.89162850810639,2.77983403238588,2.85509999418739,3.01142531760444,2.48195601127904,2.90149009168139,2.74570006212509,3.30489829345235,2.66464685157883,3.10010960031141,2.45480118736472,2.88573812307928
"ZNF417",2.05921265966034,1.83164281425009,2.00512645810507,2.0666014852917,2.04919758911709,1.88065215984481,2.21829771610637,2.27705011936109,2.21829771610637,2.23337133286106,1.75353967978613,2.24531324837636,1.91474216531394,1.81670716085344,2.2358715879361,2.18286481494046
"C8orf31",3.62234786433013,4.12174804181627,3.57363548460665,2.9265150233179,3.89994446009338,2.82215587979722,4.33109671318703,3.72613864060633,3.55644186634202,4.17478642796944,4.15397425198772,3.54544353357184,3.17517361290893,2.76544675947712,2.73376304283194,3.87772945062671
