"","GSM85215","GSM85216","GSM85217","GSM85218","GSM85219","GSM85220","GSM85221","GSM85222","GSM85223","GSM85224","GSM85225","GSM85226","GSM85227","GSM85228"
"FAM71A",20.9769060372781,15.614773053626,21.7038504691782,15.8809688663368,18.9259387516972,15.1021716154964,15.3969717238396,24.0372517603912,12.5839123366845,21.7669238563028,15.8081458810204,11.0657557219476,17.4459262240963,23.6012501827041
"GAPT",7.52382984596926,9.53534738652947,11.2848648036515,8.80896862379639,7.28442140849078,7.6584754567423,8.50888764027096,6.99265615465606,11.7256602371896,7.40764892068019,7.67049402178844,8.52962217584413,9.91387553103403,8.72258631800777
"CCDC185",39.4493757362736,32.4721576750736,43.7551959035734,29.9478849425842,32.436201790875,36.7784906205074,25.1310761805313,38.6180855778601,27.3851967620199,45.5795069070196,35.9027589641238,32.2066577467902,27.1567326053496,36.5268043459428
"TSSK3",13.5228923217526,14.1828460678092,14.2518915724948,13.9013969104665,13.0649008177872,11.1487202885869,13.3321813998414,15.071739655508,12.1727756042746,15.1228283728005,12.9607037254643,11.2677651699891,12.0205430465734,15.5856915907046
"WFDC6",16.6745321643278,15.8978996854537,13.09105987874,12.6209503822119,12.2915316600989,13.0773497816505,12.1782649520602,16.0810494776788,10.1568301429054,13.589362042029,14.5471716462451,12.0101462399502,13.2154817239504,12.2351226869469
"TMEM266",10.9613344344116,11.6018119805005,11.8550817056617,10.3715943748742,11.8658076139119,9.37071395469059,12.7099954273901,11.2840024454589,14.504522457861,12.691560103489,12.0547665711591,11.1539657338741,11.1858703565381,14.1210694456805
"CALML6",15.9369442278862,13.3294680143582,14.3490993924171,12.8077019329895,12.2851440453181,10.6224340944861,14.0829142959085,15.8992715316207,11.3617900435489,17.9863309622139,15.2634186884574,13.509611910589,12.6787994329327,18.4821130864562
"NLRP5",16.4870268838287,19.8956715995596,15.5852925029965,14.8357786149032,15.5871854414401,14.1709905345306,18.9391827671189,18.7496493277918,15.4729347420424,18.8796586954718,17.9072061123654,16.3305775397218,15.9014029651146,17.7297897936563
"ODF4",22.2054490545758,27.8656947590885,19.0491531519244,19.0116615358748,20.2322462764348,21.94027081402,20.410252756941,26.5951005857466,17.9956644557418,24.2847735324342,19.2820370186824,19.8273658814446,21.455838371787,23.9622425401172
"CLEC4F",27.2034176487681,39.7219139689955,45.688518129952,30.278911894493,24.6295559809079,31.5246681573302,39.2417978663853,34.4852962165429,26.700180963686,43.3234894683294,52.7600091619887,34.9731461358076,26.6347431859276,44.8850602484085
"CALR3",21.6451526474383,19.2325504237664,21.4365933749835,14.2285667201487,18.5135335929797,16.8751052417709,16.1221673710441,23.7667612657314,16.8758783279244,20.2174476821513,15.7929007113743,15.8721317874846,14.0388691987897,24.3364027785753
"C10orf25",28.4571675023894,38.0460521058506,23.8902266397486,20.2771089766796,27.0943904339241,26.9490705936267,28.8027991767805,22.3605247132946,25.9840078805506,22.5065784413506,20.2781532118421,27.2756490264687,28.4624583040034,25.618603449334
"ZNF485",7.79710112085073,10.7384213856126,11.0122795712155,9.96324670640989,14.1147769292151,12.5490024502278,6.80524697488298,9.30098356984741,9.27138896474002,7.86698919794588,17.334624252921,9.96909998237404,9.12268737677271,9.60374011256867
"MFSD6L",44.8515444576144,35.2219065024933,49.2517468453631,38.6294695718057,38.2658617890516,31.9282932463492,43.5037933179786,49.8313523599438,33.6540861644168,55.8731932467112,38.8526951166269,42.8929915542425,40.5986276821037,38.7653071036056
"ESX1",6.53930015188801,6.74709923868877,6.64422334449381,5.52620390251665,6.88449641338236,6.20154474295443,6.16216355224722,6.6910392595389,6.85471999331877,6.82945627533107,5.71918400094411,6.73980469634496,6.34026236628982,6.40510986262669
"FAM167A-AS1",9.70589096521243,9.74257103183098,7.149887504421,7.79474316511636,8.15579976046232,8.29981030322497,9.65489488186567,7.42512605181842,7.04423730155374,7.55846553586735,7.85509011693453,8.31130337982678,9.0601109102114,6.77270794517233
"DNAJC5G",13.6224044228561,18.1123692023314,13.8791846158884,10.2996051387287,12.852499762135,11.2951634105401,15.8895161327301,13.5267700448636,14.5968130472051,14.6613103688472,14.0608767391614,11.8797505740961,18.0538517365602,14.9422575424745
"MBD3L2",11.4417795175487,10.4708716547942,10.9268208687065,9.88762778439968,10.7180822239551,10.5555233234394,10.8197723460633,12.9238278310018,10.4963122215354,11.0293951023463,10.0131921029533,9.12415715126026,9.88387258866816,11.3590404615553
"FAM46D",9.09012229127772,13.8650701337032,8.35700264096132,7.99758549834438,8.39065363490845,8.22807070644104,10.4709859786258,8.48951183355474,11.1840557668237,9.31498110663964,7.33044190808624,8.74143811202829,9.01139567460763,9.86557864059449
"SERPINB11",10.5289991641264,10.3604157839774,9.05868093465305,7.64023098304639,7.65461155412766,7.40124702429913,8.779700017702,8.81747818916632,7.00452693387533,9.82284493683316,7.40124702429913,7.52822609541445,8.18621546171511,9.9933612937775
"AFG1L",13.8789255548855,16.7437223965515,11.1246400877941,10.5798474947416,12.5914035205268,13.5909886025998,11.9956719832698,13.8705765256269,15.1608593271023,10.6725650376369,11.8904414932066,12.0428559839394,12.1097515446085,14.6100559596213
"IDI2",45.9525248085801,35.7734913986419,31.7314213023177,29.1703048388165,66.6625859931065,29.82869104828,42.4647925255328,30.9412157455034,33.8111330997727,40.2157220310961,32.4737458328632,33.8731918397945,31.5067796976687,34.0678566841507
"SLAMF6",11.9811090600191,21.7702667807693,58.8840064063249,24.6996990438856,8.83541548134369,8.5517959265894,12.6589326315674,11.2862953349024,11.6019393161137,15.2393141241045,13.2369150481246,10.5390861214337,12.2552922906545,17.3488321815477
"GPBAR1",20.4299548003817,20.6603023977587,37.047829083423,24.8121538320378,22.3542103804158,20.2701663082494,19.7428888295583,25.6760708460364,18.4807946613436,35.976492683797,22.354886269572,15.3490185511556,16.9224674453802,22.4391334670544
"BRSK1",10.1796146296804,9.50356845948916,15.2486524742982,12.4538467976801,8.09958172934492,11.9009199015804,15.5397556631095,9.58371806029028,9.51634391224216,20.2643841044243,13.09105987874,10.8040423621099,14.7357279012418,9.89051774599914
"CRB2",10.6449306301837,10.4809307439583,13.9308922459594,10.703975937096,10.6704510727083,13.4872193079054,13.8270919810266,11.4173469878652,10.1568301429054,11.9981798408534,11.9587302024536,11.4011944628733,12.8514762064229,10.955937383359
"WBP2NL",10.9893219449253,10.9614424081602,11.2670326436017,19.433837732952,11.9584789083006,10.8217084561196,9.2655018192376,10.5768332948819,10.3868077138706,13.2815404001301,12.3202752272911,10.1265683008446,9.42571425251754,8.10415695228368
"TMEM74",5.67024214023461,6.73514521644258,5.56394456689599,7.15014307434663,6.52245735330483,6.06522657265575,6.54689860896699,7.26363680482639,7.15690559257684,5.87807384177078,5.50039109899879,6.24822111948273,6.28965936441597,6.39621638945243
