"","diseases","controls"
"GSM372721",0,1
"GSM372722",0,1
"GSM372723",0,1
"GSM372724",0,1
"GSM372725",0,1
"GSM372726",0,1
"GSM372727",0,1
"GSM372728",0,1
"GSM372729",0,1
"GSM372730",0,1
"GSM372701",1,0
"GSM372702",1,0
"GSM372703",1,0
"GSM372704",1,0
"GSM372705",1,0
"GSM372706",1,0
"GSM372707",1,0
"GSM372708",1,0
"GSM372709",1,0
"GSM372710",1,0
