"","GSM11805","GSM11823","GSM12075","GSM12098","GSM12268","GSM11814","GSM11830","GSM12067","GSM12079","GSM12100","GSM12105","GSM12270","GSM12283","GSM12298","GSM12300","GSM12399","GSM12444"
"RPL11",1999.39024423256,1834.17574660799,1531.73714979531,1882.38872678953,1536.86542699387,2781.01956511374,2182.95217587247,2647.51436603858,846.367633779401,2341.38687310356,2678.33826435216,2554.31634254321,1418.58751131388,2411.4786061803,1656.50862743704,1805.9845701374,1802.99051212322
"SEPT2",1557.22822535934,868.896793335297,882.037713345889,846.092804514356,990.330037477126,1300.18240131761,1038.86923143735,911.777119271165,944.851419360708,875.758160034279,1068.14454120895,948.498007610449,786.544825604151,1126.09510750408,1172.01339925275,999.854236604604,990.174619876362
"RPS27A",2998.17861540364,2641.19085302268,2338.25002537185,2639.24877495119,2273.34398356588,2829.24927601975,2591.76143739068,3407.64712516042,2647.24375629161,2913.75451645753,2992.51096840942,2616.15771361248,2275.13162896093,2441.87039942291,2364.50711074149,2497.34908289571,2501.5859362656
"FAU",2308.26118335801,1754.40418238952,1948.65991106546,1868.77739242492,1943.65676324083,2143.81148984187,2997.0851485078,2736.37826878803,2923.1874605035,2308.39083268841,3364.05716222461,2920.93868808462,1469.15497294422,2489.30487955909,1854.28988059931,2008.52448819892,2146.26104072563
"CFL1",5452.62678759942,4953.99213666035,4613.26104072564,4760.12373353671,5562.58161785406,4641.68269662854,3943.16854918816,3618.7332546473,6044.71293784357,4023.09857570134,4154.69761158221,4744.30569591534,5049.96104072564,4892.25903871442,5283.42581282899,4913.83075476288,4900.10658167912
"RPS5",1634.66239119842,2136.86989692017,1739.15377587148,1809.17776844424,1913.15927779495,3948.33877585711,3269.14331729398,3017.65249022564,1779.51755810607,3829.27538863517,3800.68694339374,2935.57280543151,1632.50560919937,3005.75610541881,1708.11843958803,2173.75709085458,1908.4850696809
"RPL27",4624.2867179993,3856.63751131387,3453.61548094332,3764.05410192418,3230.47003543803,4677.55333126941,4092.01980361123,4313.03723770856,4669.67389523576,4942.60514259705,4676.02059076863,3941.11205639592,2996.06104072563,3889.58810003628,3222.65605565246,3660.66557448776,3549.81848795322
"RPL34",4569.51510154314,3432.82345908492,3559.42647580257,3734.88890890464,3430.20591265762,2998.49633484328,4024.31489802305,4160.63275090316,4544.8603811076,2752.23029596754,3761.30841450162,3756.73045896347,3022.26692307857,3637.51398190211,3581.49732219792,3689.22531230735,4050.1239766051
"NARS",1126.72494944534,841.364956009339,834.469568505978,898.435326525603,995.04393653509,601.28657265389,590.675280697296,600.297817850222,537.377842701254,269.059349909396,586.60266199653,538.367244282195,892.673432417516,911.969424220201,909.013890386188,502.895245928709,931.683032166256
"STARD7",840.107433794182,832.623776366863,730.916078828339,718.554756351258,769.155453219908,748.653068160442,576.352188004632,774.305708384651,869.003521761021,401.98979461919,485.194050146798,657.828476856785,809.071985442973,838.020300968516,749.913452318254,553.685307720951,732.028640937991
"RPL19",4691.21623782311,3457.51239949963,3695.26102386327,4000.39223222145,3912.71843590237,4803.83928704317,5678.55102712732,5358.70480638613,4400.73432313656,6154.02881564595,7115.68594279643,5382.84005528634,4691.21623782311,4832.91398190211,4136.78348273946,4243.7703798111,4035.83954375891
"SLC25A3",2269.1398062549,3182.91168872305,2747.74150395752,3144.09633484328,3143.3551583727,2076.20016084873,1864.31663721506,1575.07631218188,1046.31270387174,1608.78710683961,1832.18383992988,2031.38351826136,3405.60617090868,2078.52907854166,2848.51598643404,1788.43717418109,2670.34128927093
"RPL9",3705.33800910065,3923.90130946955,3693.99573400101,3768.54639976099,3210.04339366681,2971.44339366681,4260.81209566666,4416.79418380942,3375.86491186988,3340.42332120038,3716.6998875364,3735.9406499688,3647.8719858324,3764.21689325356,3665.8493090972,3575.61612417542,3892.20936850776
"RPL6",2342.28427248041,2177.70026690792,2273.68412112178,2327.63326686803,1809.62110944312,2475.30363757621,2493.83749413807,2695.74339366681,1706.39453772376,2840.73092399479,2639.55362040763,2415.17147684101,1721.41748154838,2293.93525375668,1929.14601397611,2115.83980973343,2200.34339366681
"CTDNEP1",420.866252658608,363.793961446875,376.683796129071,355.879206318835,403.160588754464,576.145035042918,472.41565926791,535.653452562443,688.039616657025,342.409704859211,592.988534808388,582.262642317722,420.866252658608,586.517310250208,379.293266977041,341.46807267919,373.051975335449
"RPL10A",2082.18490287689,1451.42326455938,1426.41759832592,1493.7156014823,1455.96280708446,2682.64220750921,2620.62938250825,3075.8139819021,1455.17274299889,2316.69485490822,2756.54863279559,2360.79592577162,1288.03661007626,1873.62280543152,1323.81618062877,1747.1210791148,1696.0276425205
"RTCB",484.062828015017,464.48889355513,430.580023217745,484.328585766724,513.828552393796,517.814815586447,365.477105138734,358.002368337156,373.46145054794,389.305053652165,383.979594900498,315.763397700105,497.808746023284,624.554715870816,524.552654308997,338.615915321674,523.521137269581
"ERH",677.169189036003,516.907068731685,482.751075928924,491.579159963636,554.514984382545,499.101430197951,484.127050264594,396.782879979787,255.756908890264,268.328744538189,419.479909128614,494.872420908813,451.474983214178,446.465864122869,489.924355959815,382.413096404337,538.122602120347
"ABCF1",181.778115557534,265.494142042286,231.080056735228,254.625449812333,276.036187310732,192.229191628317,198.253103961431,150.77537254898,192.353803388024,159.601820640574,182.423527182377,236.844065054586,256.799277101637,264.446859630287,268.14956685044,212.797347739272,250.470679245065
"DAD1",498.821896254917,609.50249651457,689.748422470214,570.905569083783,659.63030716456,476.520737960399,598.009354432118,580.222519941615,268.755150659018,264.62547541123,460.048838479876,479.684729104934,649.64419276378,403.382297236901,660.601864859416,315.501138936507,590.815412238244
"YY1",311.383634462473,222.055988826033,158.118215924387,196.399331491865,183.873349710408,252.023982597995,168.818571858399,305.70006700174,162.21994812656,75.4192028570337,244.595186582912,199.843021439956,157.714974809448,247.498633722332,178.295380422442,171.400822690312,209.467761700706
"KAT7",100.520131845903,154.875354228,162.226013916574,136.576458486377,144.587577508821,116.979568164098,121.364869605795,174.093922770325,112.77394387265,99.9672263159116,137.687070806781,123.124745186687,177.169104986652,124.873090606394,137.906748949262,136.576458486377,142.693962263408
"ZNF146",162.420072988257,88.2559995309798,85.3491712799438,84.6668495580594,94.2658860213961,129.780179809758,71.8164837598811,116.434213907047,93.1663460421273,108.965518764148,140.495158268652,111.130549559616,84.680155418861,116.016328226549,84.8551990987022,90.2741404238782,116.405650594742
"SART1",51.6464445577811,62.4300063462953,55.5690157156497,52.4283821089961,55.9073257531209,56.4920652933081,47.1261271121934,34.3523107783342,45.7467214477903,44.0211161381178,51.6464445577811,74.3681433621803,51.8585471793467,49.6183439182876,51.840524595879,40.705485772296,51.7399790408313
"ILF2",151.339770266437,198.548548559297,214.913795674772,231.953655371171,249.410072771123,311.42875671797,162.327807709133,140.251939455567,45.0507639034595,105.881371893409,141.76855485065,180.22493712498,190.710077886052,233.436775735603,216.921378237123,142.311613409547,195.344473613676
"SPAG7",379.510126147286,402.008695656455,424.386366302744,403.045116013201,402.043962752732,446.93246203154,472.240948762029,433.152928280541,424.305901878212,267.171948444874,421.514731699395,351.447507290816,393.538412332094,459.699768325268,360.08439060165,417.890495707461,389.635039817324
"ZPR1",65.9907075199937,59.1859208513406,64.5687742923146,57.7368142533229,65.9560884484303,59.6290305613381,59.6290305613381,65.7215070635236,57.689367340706,53.1488184393081,66.9074798280308,68.627539894359,60.2643628105523,72.2991644792115,51.4903711573169,44.4098192946918,53.1377041502865
"TAF10",765.132782608337,729.711819309533,622.193115325771,703.103085580895,717.709130240861,1260.90963306686,530.14170780018,460.951946257647,685.001022784553,920.90742224215,731.813231505772,554.79013412625,651.779907667529,886.985104542977,640.345396134757,492.494704241747,662.489858377803
"C1D",27.8569367772655,29.4261665338799,27.0265386104598,27.2040445974649,27.8569367772655,27.2808837443901,22.9352483431835,31.7428798810222,26.5635171818787,18.5075037908383,25.4798618767629,25.4178218848233,29.2708208676209,29.6902819432273,30.2580861718972,27.0073677756429,31.2840227730087
"NONO",1043.07256638916,917.054058006705,770.783171753125,885.600378561552,933.783620953934,1012.13573555972,969.040210903806,954.57363803244,628.399492028503,834.118324766211,1141.1280757189,1049.46073240037,919.728840732039,921.816561087544,883.37116408001,864.265296277316,927.255656269332
"RHOA",999.111293063492,1306.90305176911,856.802571427305,1089.07482421072,1022.28612547915,1526.28643943239,1270.33884302937,1114.92292225816,362.212112239613,849.026254684313,1174.81227346924,1669.39633484328,868.674327507089,1125.15012999033,1124.48335077242,1587.69866857553,1166.69797074836
"RPS24",6694.1218883338,4831.46037069694,5089.92017653916,5410.82342341808,5040.68855169166,5876.79974970958,6152.12174835888,6314.7425695172,5353.7105257727,6417.12698987366,6212.19832485271,5642.40221719623,4623.31822199742,6271.87116949967,5037.23296242033,5730.61378263108,5501.86309023326
"RPL30",3985.2528583434,3706.6664039214,3640.74643421413,4068.49633484328,3665.33066093839,4389.89964274176,5279.35366760578,5395.97572506056,3724.2016164715,6202.69479078872,4586.87828301547,4691.46875898266,3811.71918039622,4164.5418516429,3819.43169187502,3168.29492230809,4112.57868778445
"IK",333.059353374414,211.295606408822,232.065368317805,226.563620876109,210.121684590835,290.904706743971,308.762320463785,338.713722133959,246.345488369908,242.765845216437,268.226359546859,301.284127212376,192.698717322581,274.198806923767,197.843706292684,267.383606172156,225.941151921952
"CNPPD1",261.639587684057,247.449950884533,194.32254511466,176.142974591515,168.101408014699,153.567381898986,166.352369337814,249.480399354496,158.498904142999,78.4106095456812,139.687661918852,123.522125929084,158.35062493178,476.467306295872,176.07613611317,139.629408462314,172.982630082263
"SMNDC1",67.0317889928779,39.8539424748768,35.7725118209767,41.8973822055019,50.4804864397231,54.1303376463224,42.7311376923473,74.4026683401955,56.4386986267264,34.1946685155691,60.9467925004477,51.476193807459,41.5215095894528,57.6138784824552,48.1267210858384,44.251925635244,43.7533772826643
"RPL14",1029.62880890926,795.606761294489,680.672771342111,871.361058272365,797.632558711395,1171.52674764487,829.7984192616,1045.63409413257,223.072618755777,743.451774365846,1234.66692315751,1068.67325427387,671.756094745207,705.152727441227,775.708782381186,624.66065422167,896.937501119892
"ATP6V0B",382.579492226756,659.449163573521,567.907836158792,556.735903122301,615.080129615627,348.874556235805,275.547532884548,223.966974506711,238.626511404309,290.181360836794,310.411074643312,316.773324692308,455.254289016432,404.335564180786,419.116470959209,254.04547127023,424.010910927629
"TMED2",651.893596846043,416.569589156522,330.474190492726,382.983401456752,401.247795882649,657.901994433286,513.279872961971,553.214436052447,425.637888401335,573.509263956347,599.916796160873,413.964748519478,289.959867158064,542.95726375573,357.792345209958,558.782180070281,434.343097282405
"RPS25",1660.81085374553,1108.0922216303,883.666663523131,1253.64453053307,970.062141837335,1180.09391427358,1309.47652169883,1513.66185437251,1361.60462232222,1617.96445079751,1453.74957574616,1533.62742996518,941.067398248757,1221.41261652274,992.872134423221,1022.77977845152,1026.01713342361
"RPL37",3453.55738810554,2240.71682935339,1864.36104072563,2714.14982528984,1985.01986425504,3319.77165272474,3048.29650410115,3623.43368912176,3492.38293108793,3131.03005212849,3352.89697207708,2973.55112700378,1701.93621715203,2737.18897287722,2220.40235646651,2467.70821353439,2360.01229883489
"MSN",363.669341341552,339.167833243783,314.280263189658,300.890464024146,355.103004641974,512.670938638456,373.408139246833,368.344087357579,459.052128372236,422.278136926821,433.345519451713,447.570904935697,277.388300331023,374.953225971525,310.441823676998,468.835515121098,293.587051380344
"ACTN4",694.111102876666,893.876994839778,938.396929798987,787.199140589159,754.423502832169,1229.97052258239,507.380058582303,330.986628862376,704.2320190732,363.186595366688,502.922528319649,807.511999420219,696.191583102231,860.126650403536,782.82669252584,478.880902456409,733.289420544524
"APP",1235.17390022526,604.605678750194,409.90267075736,538.61619794827,474.726106065241,690.671475892236,419.645007592048,483.449522515048,755.035861166884,126.487947427244,551.058066377469,323.834221874839,483.331351473236,573.54522032417,492.467240380409,493.93829734952,537.034139552501
"DSP",519.752130982568,623.434931710378,463.241835701282,446.759845803682,596.021754521094,523.295021613881,195.202849989389,184.429804292964,182.148148622656,108.025646294768,104.554299767527,162.695626929651,517.977055389505,816.697023243902,514.297552419914,77.8505395458311,492.360709012196
"RAD21",34.9462122899263,49.9669145124663,46.6787455282266,44.6394363472914,46.7554319478412,50.2538396990324,62.3722457428021,51.2691225883806,53.5213668346858,68.071955932497,55.2465424990475,60.6537248524616,50.2538396990324,42.7725816607752,57.0164050114705,65.4084384470108,40.0182042142718
"NCL",681.152705958702,643.211749455525,446.423450170134,577.967397604846,535.455991088437,733.763027111076,580.610917709496,611.469930681744,654.152607334612,331.520744579587,818.072648363681,605.311236086828,398.668327378501,751.32447004764,545.985821007358,665.528513048734,624.237690120658
"AP2M1",326.998274942434,367.646318225646,396.964669279895,403.727494302625,419.66231359737,1050.15026802493,389.642094821536,245.735061849851,303.169836022472,422.38725677555,576.674217041519,439.897736886456,308.437177551639,438.646172190049,353.645678087819,325.923730952421,356.932608268082
"LASP1",536.697102391813,452.236694467496,402.198740855528,472.492164939557,463.594394277162,656.362594037194,481.277791050409,528.368389694699,705.793131999593,482.344534693635,501.839263777436,484.282573684953,403.839103970957,680.484007084619,489.087070119785,419.925932188634,415.411756860583
"SF3B2",364.299828150055,351.859772742981,346.992075372486,328.89858327829,350.321648171835,298.618956654128,359.601510454542,320.643562086169,311.655265117571,236.666641765125,352.531074817835,355.442410103997,349.997002599413,386.820896110249,333.027853831513,282.429595994635,312.17659339621
"TMEM59",1288.00009987928,1358.88128086752,1178.10680159899,1272.86104073949,1305.02207504597,764.571233971241,1297.55321606536,1313.73751131644,708.054124640128,636.218233379904,912.198123762164,1120.82205732359,1459.17776867386,1094.32673674076,1395.67401976036,1366.123474769,1336.49770682656
"CSRP1",282.164405177396,542.88729508078,407.10208054618,518.392183060996,423.968019532794,421.617910410162,295.779571838815,209.055609793953,478.718559731912,240.524410021383,341.666931202909,790.653097930473,328.669138659768,311.467931417568,383.374134946064,239.454544718176,383.374134946064
"CAP1",1132.50667104675,580.890816427737,468.756240073697,598.833446180126,597.181658423137,903.397586940416,842.445004664599,948.169350307407,976.252959883354,601.858009826207,854.30139807344,945.396983376569,517.886341833268,797.963857604562,541.606054775006,726.907905690106,621.971253124859
"PTGES3",960.563292816589,879.303467384223,559.542372816771,684.297892619933,705.682704722382,1071.01143248139,731.892091486061,1038.46953986305,432.132701090503,755.279670362613,937.908612638681,854.983979911662,501.944114522382,766.407814711449,692.585659161701,915.760203216975,768.841524457459
"NDRG1",1283.22576359388,2423.45438490006,2655.17868778446,2637.99302153482,2050.01074532418,3584.01986425505,3665.54889587966,4337.58527873503,2362.33537226237,4172.01148693886,4031.40809954916,2177.39447722988,2458.63487810669,5700.87716351881,2655.73519876593,2665.64894679749,2304.3515407696
"UBB",5471.41720467315,6631.9139819021,7498.69241311001,7358.88713110528,7237.2162218084,4570.40254453071,4976.52252538869,4918.88260462365,4435.21354733952,2579.24120902483,3746.56042931617,4432.02228218487,7303.26143517005,4651.24879192259,7268.78402726536,4892.58028106125,7425.38740390084
"PFN1",1776.36801368775,1097.14895782461,898.585323724451,1069.34189254435,1121.66557484204,1985.62574660799,1358.35078017398,1552.75335055301,1707.72184743129,1506.04025538482,1755.55290821296,1720.19793655286,679.285806456035,2041.99633484328,891.575872226445,1238.1799178117,1053.18130210531
"SOD1",2000.96512850154,2348.99968430478,2579.83218170735,2479.50871017052,2706.54472845828,1580.78490778836,1639.68623091745,1827.17752138035,823.827164424814,580.473710511964,1172.20744979033,1164.27044750882,2295.33751131387,1382.96278893769,3210.61855795726,1064.95468052124,2509.88946125721
"MARCKSL1",302.483149245327,138.912881542769,101.721942184829,143.751758527296,148.964300098192,453.903162872133,192.048200224198,165.48579126543,303.686959410947,119.131291824612,504.310317384778,332.555580348126,119.962576677071,245.572170818166,129.177123628978,320.190761649388,187.627798458089
"GABARAP",1263.58790247609,1657.49921088452,1556.9132900445,1539.35823346721,1609.69680669913,1355.85515837304,1969.9919064518,1451.19999402649,1143.30916890709,1087.35554892456,1888.72280543152,1324.73544014719,1452.05689082112,1959.11799471399,1596.47566603227,1491.49354304646,1367.53664935587
"LDHA",2530.5852240336,1498.09454687812,1379.92699569687,1292.63205076526,1859.25138643772,5303.9397968451,4773.13751131388,4937.96082335125,2663.99796215613,4912.21508781609,3263.35351631422,2853.06610638088,1393.24556177082,5343.65515837269,1822.88075176081,5432.04927601976,1820.91601947018
"SSR2",498.374683748553,441.31180640086,443.34894543562,471.588301399272,470.482011671375,598.320816065357,706.723225395978,622.848051669536,638.459399691261,822.266154153648,953.851059960398,649.225442867679,425.508780672104,588.453135315862,435.2693727683,581.363829801517,434.091574368154
"SLC25A5",2749.37072870265,3771.29427878911,3206.91881686259,3572.89634596745,3942.45023440983,1331.89891233794,1149.6344491538,1327.30809955045,949.336871515426,743.341892451428,1253.47891250777,1769.52819929586,4397.49027118216,2447.14354173288,3935.18446036974,1102.95149659523,3775.88624276748
"S100A11",804.550570056637,476.600924719527,368.363718067727,363.818233626607,427.149326622168,1289.65016020962,731.670608318065,654.217827762097,623.505269843221,1139.33946596923,826.272461588678,581.005148073597,258.507776228274,1069.58168300407,357.876404622994,693.320365780077,486.744627131054
"CTSA",711.769815624442,1129.43435711676,1330.44646263867,1097.71690867283,1535.09215247634,1008.66810491622,476.569039718168,341.666931202909,267.764295729079,662.417164284874,456.982063961472,537.922072772835,1042.72321863026,1166.47327176476,1356.60881292633,585.683101463489,1226.80687243208
"CD63",3042.81181073622,2553.60963554452,2317.90759181467,2500.61782423926,2369.58634786449,2867.02442933051,2951.01001495051,3089.68361803413,3419.70901010196,2429.81742001556,3096.0639819021,2467.17280543152,2070.25776778381,3785.08416469644,2363.67956815611,3160.12361140333,2792.82360108203
"UBE2D3",634.177771639689,629.247645361247,657.391249731549,619.12432854392,665.747062202621,466.892227650255,605.854769041797,722.123840436537,356.766182632125,182.335233179525,645.93472920159,560.738151198111,622.437366630426,711.958129568904,637.992750494657,554.243451780086,647.080962254201
"XBP1",131.829700551217,194.783570318354,125.291329119276,131.015400279454,183.529114332908,140.028807515421,270.329489397529,228.676836199478,194.172930874725,256.549863612226,275.082583100416,604.245925444143,116.373216618054,174.939983387606,147.962372604685,171.65078587114,136.043319177259
"SPTBN1",40.750880472494,40.4351771920902,48.8073391303471,50.2539862685791,45.7801474002172,45.9736996447695,40.750880472494,33.6186097315634,52.0204874843841,53.815225518154,34.4773575124062,35.7868924179478,35.2107992809455,39.7122607885638,37.587254135163,43.4272707889203,35.6654706395238
"LAPTM4A",2298.98221501495,1776.97202712797,1450.77919949603,1685.24337758405,1521.61443961208,1493.62892706646,1437.49231638327,1623.7845701374,1353.57931396956,1348.57868778495,1335.7703772161,1163.95556655559,1551.69315788313,1664.21260180584,1895.19776831077,1747.1054417901,1789.09744587737
"RPL32",6381.65489733539,5100.63817994435,5749.14679528564,5537.22544400132,5698.61767117874,7018.15515445013,6605.75788114315,5938.28875082398,7487.75515837269,5886.58616613126,6752.84032363167,6859.14567447703,5150.0364570934,4738.81627618697,4997.67970314866,4173.58498760481,6318.53786801747
"CD81",1608.70314578625,1453.63722931445,979.303194147083,1041.4025010285,1035.56589507007,2282.17280543151,1393.32290585568,1463.89502465667,1677.47146217691,1574.5025864064,1926.56692307857,1410.04339366683,830.0188771705,1898.37154186824,1199.2963352305,2095.33751131387,1123.77693649326
"PTTG1IP",1556.68080986004,977.941321597038,925.279553404519,786.645203530869,1070.71063872759,1690.42654149022,2475.47328712037,2630.8845701374,1070.16483554628,627.024748665288,1085.92852927112,1070.23814424432,902.3534898971,1927.39927601975,887.86898458683,2356.9139819021,953.691763599238
"GLO1",464.16359283643,574.455145034064,512.219109083601,475.345854483102,551.014984675904,412.459464348128,658.201335186863,648.727537391446,401.19570664753,447.55179393262,475.187962539783,426.940731486374,501.973575360972,303.242357364794,565.975231015351,520.413787321911,498.222609459221
"HSPA9",468.524526673259,725.415630309431,619.05292986102,660.027818108069,636.294243119095,516.649766021396,385.041511992883,505.395428210594,176.524624809181,230.823049138262,324.070065125704,402.137744328377,698.443978248638,445.42866083001,706.707472581752,297.204593020295,668.429174139643
"PPP2R1A",187.653031284069,384.187545480511,374.349930041124,344.148061535677,378.02590956798,461.618167457805,275.833249842894,159.689932393065,191.826674022625,324.984366358102,230.502443611261,288.508967779794,268.665510655885,254.669050310806,338.262459099198,312.640417047643,282.64981383093
"HK1",347.072592587258,213.595973882331,170.022638761858,170.008627170031,176.87206549457,403.205469412136,207.303240275898,338.320809819928,581.778304474582,568.499324415734,472.281156447679,388.063233727499,152.646604293372,400.412576425186,119.85901943107,422.234230700145,180.559941938204
"NPC2",1816.17487549344,1113.44137359391,1544.7596312496,1793.99616004578,1965.89113376375,829.661216570926,861.567112602719,1222.01378800066,896.08904600211,659.127515538458,1395.27099092682,1401.09316717028,1606.97835561027,1649.10245503338,1863.36825102917,984.823668396162,1947.49893444948
"DYNLL1",1128.75010785635,914.869231293213,675.917201171403,711.105134703968,882.943391220302,1277.83122690772,883.13243149105,879.03516097384,762.948798546736,834.155201494998,843.224747521112,634.161838126275,607.274804266267,1032.837680129,742.619968680049,670.931295136784,658.766287339409
"LITAF",993.459652470162,756.122276218513,464.349086058368,655.141934871611,628.169117417073,957.256455807058,563.886517893566,410.926705214811,621.783538566726,609.092822513963,793.637245418274,712.549698934218,502.662881889924,530.404823346827,529.190807901552,722.129121927761,624.285176375936
"GOT2",390.56537242691,580.791517420998,515.069940200494,471.10561078825,583.594976699321,409.143024783111,318.544221600232,274.180254651234,353.863969160421,217.447880865233,218.759116260878,242.191189916824,505.180857089015,402.088815223304,429.644474776128,262.121155861752,480.840415031721
"ACADVL",1108.99438160635,1116.99981515926,1201.62280578113,1189.61123937726,1354.21070802471,1310.00620798309,1162.84339533339,804.111718316398,431.993298497235,301.983617730767,659.515724647566,835.068230014269,1233.33138430248,1097.52797533442,1077.20813943013,793.941292841903,1210.56753338544
"PPP1CC",362.463621289235,355.974338494759,269.720034152545,365.425663204914,286.577325442363,563.703496737092,440.742485180296,675.709758224265,417.395518474188,365.425663204914,512.614231089589,459.195020725531,288.326802079765,453.323666433351,351.657637280869,312.709746467601,315.734445928307
"GPX1",659.6187978599,471.765838181537,540.668961854351,550.24161665637,543.053953907009,1011.04769704943,282.117299960386,388.076702159652,229.15327395979,397.760852494053,501.094462584558,588.8392299684,471.204635942584,634.170649130081,449.535129384677,482.845637241881,485.774019727812
"RPS27",4621.43117148717,3855.83531694824,3700.33211337716,4301.81485114654,3732.57151744893,3870.28956804129,4744.73161782357,5245.99126724385,5124.27280543152,4689.97245858809,4251.01553784411,4725.47249002225,3661.92346975486,4179.16943748688,3910.27958722351,4295.12835797582,4082.83935269813
"CAPN1",69.464616331686,90.3460921291056,86.1305592332812,79.2150402814652,78.0438989517027,122.633183221819,73.5875601122517,75.0635368694089,86.2864911943463,100.432165805308,85.7975580405456,83.0010662028869,89.0860425297437,102.979502327409,77.0497819167316,93.4032655542724,78.9136262206584
"NFE2L1",401.956037635906,892.914176394098,744.791848492507,692.793654180522,714.363123595229,450.965102066183,488.286686648097,654.288567725907,400.996914655054,338.874516379809,463.112028919539,598.895813452096,832.340683232757,702.871296454611,799.907393114614,620.757631867403,529.549007081698
"DPYSL2",552.341743076375,339.967611002913,217.526756485854,299.87349063459,277.428406436596,524.844058617534,637.132908664939,1128.3933997361,643.494998182662,430.587427767037,835.92996727461,549.975676900636,183.536009762543,865.47266902206,308.408850967006,486.651324039095,339.751475947118
"RPLP1",4825.60753570815,3827.28893950113,3811.63630971041,3797.33411414145,3224.3139819021,4368.59002635256,4605.44226135364,4513.6845701374,4629.50978389648,6022.52359666733,4573.05791070345,4874.98164020629,3698.16692307858,4895.63751131387,3553.53103398462,4493.57323575477,4171.40891168047
"CTNNA1",189.795347215297,248.604328407042,186.522771251915,180.66892938185,212.950146398858,280.702177037012,159.335868778591,180.711041952407,58.4062086964531,114.978475836053,153.776930759388,201.156050680287,239.830581297596,245.518828504266,219.0444451061,197.026684376793,189.553741637745
"CTSD",309.294868364607,257.289754825165,241.739252756217,191.044775143278,241.846500122662,337.834366882593,113.510147930906,134.613446816512,147.918324690619,301.246143517721,220.938565779726,167.160319197342,190.499942112682,504.119550758597,262.220761281314,279.852553954016,286.107288496067
"BZW1",50.0665092852204,59.9231247029455,44.1919999064612,55.1410841932038,55.203519972716,65.9246654749939,51.2379934057255,34.2810947269619,30.8159373447353,43.6893756501129,46.2990963332346,60.9084483641086,46.9693176844688,45.8926451210097,67.5300821742837,69.0038938775921,55.8449593441373
"ATF4",762.224548026817,680.436193171374,541.748661819987,739.707352697287,567.231925592531,897.418914435912,1288.22371386399,1032.39463619736,1319.70165704108,758.929022409365,1129.95415149831,1001.59590022613,574.905065531786,628.962716622756,477.042488827367,872.432401352422,630.78184453023
