"","GSM160404","GSM160424","GSM160427","GSM160428","GSM160429","GSM160353","GSM160358","GSM160362","GSM160391","GSM160405"
"ETV2",19.877738434334,33.8202081042016,40.15773984498,48.1104499725864,47.4562005498533,31.5324926909793,27.8168067313594,24.1154424743527,28.4112545111305,22.1479663468687
"HYMAI",164.267035134573,298.061168337495,97.5022367918364,142.380854246182,100.774442425029,182.161927131306,73.2200110845426,76.1424139446691,97.801005718859,208.439721719906
"STXBP5L",24.1283077203924,32.8776908560449,26.4411413648858,27.5700852859334,39.425771347348,23.9975952166083,21.7232194641047,32.5078561629512,22.4056380724035,24.1283077203924
"PYGO1",19.8431988756387,19.4842776933638,19.7415577176902,20.3628847697641,17.6298261575844,21.1646866197782,18.5086066643974,19.9864016012644,19.3981803895508,19.4213148365526
"PHC3",92.4116828766156,51.2179106970017,49.619013645071,64.8964534835727,57.8836522226712,64.0635538702279,74.2286765227407,80.1712659804183,88.8931663447605,84.2361278944281
"SORCS3",16.6528279573395,17.8566847325705,16.5145868334657,19.0697608779159,20.2427930330388,15.4417920882309,16.781562653928,14.8043680200058,17.1403804941804,16.3203178617691
"ZNF391",18.7473578577322,18.4623629933155,22.9636967238591,18.8451246111318,21.2044226814942,20.3697767598773,19.2747498280637,19.4392080534511,20.5672824624392,21.8833176653045
"KHDRBS2",33.6947450005443,45.9820425138114,34.9498056715071,56.3322253941813,40.0170613157165,32.9436109586259,33.436286799215,37.386895210528,32.5196174901733,35.228717098397
"DIP2A",617.483584734489,619.379441806842,634.579441806843,494.355244537436,568.098251782227,619.16829815264,587.437406466359,750.225740803532,791.276419979435,643.579441806842
"GABRA5",17.8133246782294,22.6515300303641,23.8196529889692,23.1527378902979,23.3580289513918,18.3001043939369,18.3020897842691,18.0069267052161,18.2665407135398,17.0251220287292
"ZNF492",14.9540707443395,17.8141031522223,16.0027474466165,19.9936029721414,15.1281205890251,15.0838253908154,13.5774173816425,15.4453859208622,15.8302442906371,15.7828765905344
"HLA-DQB2",70.911118844919,105.800852272036,125.951771380206,96.3653325638771,77.9091895456034,52.0252033969346,63.8390016571732,73.2213786837766,105.012399395394,68.2507652827045
"LARGE1",39.3701593567158,53.8155964818003,48.2850277869506,43.3277054529942,50.3478927617278,41.9805758393178,36.4976046772024,36.0243405153555,40.1656286520522,38.2472494513092
"DIAPH1",239.954260221378,295.979441832132,263.057453148371,275.979442171362,214.157808335238,251.208368242523,220.654777665593,286.603659912127,222.174200298246,274.679442214292
"SCFD1",827.879441806843,961.778624923339,815.522045119698,872.522837663518,997.181047532288,921.831408745143,1300.08032031754,844.36345454347,944.879441806843,843.54572989764
"GPLD1",49.4367539578528,55.5767591126127,68.4210299530832,70.6408779190219,65.7215488773715,41.8528432473584,69.021823490366,78.859224867778,58.2280942829335,47.8360372971138
"AREG",13.4393452757171,14.3512055628663,14.5095548267134,15.3453891270303,13.2530035499658,13.6572399362536,13.5116458840158,14.8610110378819,13.8681357900084,13.7751497445175
"LOC101929272",19.3871915105033,17.9444020978584,16.5539355385896,25.56789786985,16.6917859302372,16.5643998201335,16.9748376401388,21.783555430399,18.2745829835402,17.5405151969516
"LYPLA2",218.444171687426,212.247538388293,301.138679446976,219.026797341294,235.313483151073,226.648165069376,264.645056581511,245.178697656532,231.739294917267,235.50319881464
"GTF2IRD2B",45.6087997848059,44.2640170192474,34.9017124005767,38.3863655976121,32.0111217999969,69.6695718316194,45.0917017331764,50.8404267927257,53.3659998602833,73.207654356512
"PDE4DIP",22.5422169902514,24.9357774234287,21.1468621458555,39.4772376622012,24.2404852176823,18.9716826410189,16.8348235377173,23.1191031998796,22.8399692358619,20.0211676820059
"MCM3AP",31.6957083496721,32.4235680503372,35.4110500095036,41.6023591445841,33.0569269869287,27.6450534957752,28.27567537537,29.6519855176709,30.1347024046932,31.5585260901864
"ACVR2B-AS1",45.237165798991,55.758891424728,46.2852747264833,81.9710679496579,52.6620979512844,35.8280765415489,42.5720448528151,40.1833764241559,39.5259578858414,45.407063574332
"ERV9-1",40.8679978738145,51.7641513394076,46.0486734838262,59.5349843761183,51.1997779562634,42.1066364373875,52.6018126512282,39.6481435169037,36.5458033293711,35.0160192181181
"LTN1",1426.03236546846,1242.55478913229,1076.95656521998,1034.10855101948,1202.71371530104,1068.07944180684,1209.07944180684,1496.14898704242,1012.38540238308,1730.20868949234
"FBXW12",515.712982963604,770.128154948883,933.333154686448,796.225246888097,655.287551708764,604.375487688105,517.364456401946,656.918759792832,655.940868918426,470.325268394279
"FGD2",29.7025671119864,26.9930740327982,27.9604620155431,27.9435080076326,25.8197434322134,26.0550789410352,26.3171618768657,28.8774567445577,28.8774567445577,31.7616701083622
"ERC1",223.877704429977,225.402220616309,143.593625403025,138.936361615183,159.290296403123,333.743664834045,179.797756106131,201.970824926273,368.08973164863,258.002423315491
"ADAM12",25.00351611819,31.2143861669928,24.7291751401427,27.0358946360928,26.2133335602233,27.5493692514621,24.7936204659708,23.5092099250309,25.2730562764071,27.3517468974708
"LOC101926913",18.771585033202,20.9169701811446,19.7174025045408,20.8108520235699,20.4497741954173,18.2384669802727,18.9123655611955,19.5981669075937,19.4092299842239,19.0535884195242
"BRMS1",290.572378276383,271.996448536768,514.999454523498,374.729140402816,327.679441807097,293.179441843092,461.429441806843,465.428196621644,317.581821098341,290.16977685399
"NEUROG2",16.2080057925916,24.8536287436128,18.1677825150139,20.7440482083182,21.4875944104514,17.7651665102189,17.9719411551823,17.7495689841883,18.481434760426,17.2677469402765
"CEP41",50.8659936507707,44.9049671237642,45.9873858101889,50.5660823397641,47.5402861576751,42.235986794215,44.7518241169681,52.3686530168775,45.0743323764925,45.9444037475499
"SH2D3C",28.8383624037799,26.4299010739145,26.8433902600741,31.0630246757595,27.2646559103726,30.3603816997348,29.1660017599628,30.5842619128417,26.0161296240975,26.2010867486894
"FLCN",58.8658267556945,53.7010058346002,64.1797243794721,67.512933847243,53.6182962729652,51.4855264680012,57.1767069091646,89.3087046898715,84.9417499596658,61.1108641347003
"GRIK2",13.1633620656377,13.6458727512224,13.062746937721,15.1723332406472,13.5871507664281,12.7300685292007,12.5843255329974,12.651678877816,13.0249469093516,11.839887488746
"TMEM238L",35.691450686169,36.3564297513349,35.4127192761541,37.2554544677381,31.6532744811917,34.9688763841981,29.0966843228848,31.3848440615489,30.507851437974,32.1631837850213
"TEF",44.303414509873,63.3065799755428,70.6722857248423,71.3972891007668,64.0886060727189,55.2194255484262,52.172471214372,56.6630622213305,51.0741842831385,46.6276212829323
"LUNAR1",21.4615650157674,23.8205113192732,23.8743110868203,20.8917730532131,21.7261862698235,17.936914952294,19.5565467377231,23.3018965101279,20.0752758260424,18.8497283370621
"LOC440792",55.6303981971253,83.0798322338409,82.8883963739874,69.2284387601595,76.524050524759,61.3201023569573,59.6315826813089,68.4050569332483,51.909499094282,72.4474754710361
"RBFADN",76.205071808231,80.5418908988442,74.3803680284932,80.3052273885456,81.6003694300063,85.5191361466282,61.8622115794444,70.8041312536007,66.7546089933662,68.9059548934505
"ASCC2",201.402277988899,178.314279828907,353.003648493238,187.975032265255,222.937210441832,299.378861697325,316.050744274137,342.094392737337,291.402130074087,219.238464445209
"SHBG",74.6132556135346,70.7341747589439,80.6933325863012,94.8110204309359,57.3829988505043,68.5189844834861,73.9284257785246,72.737456010267,63.3051953202028,78.4157562589935
"GPAA1",810.105938744502,764.513961385732,1127.78000302726,851.503632434984,655.751218448149,863.797710076616,1351.15216471703,755.493148748291,877.032947142258,859.180636595956
"SEC16A",1773.69544647043,1425.66160840257,1700.26253583233,754.245163650386,1272.73952419484,1849.35560985855,2402.22451019369,2362.7584616865,1947.25616060726,1844.59242029141
"CFTR",27.0112262987397,32.6938660109624,38.8489245233214,32.2094855564536,24.7809749385216,20.5802240851694,22.3537992798434,19.2627761062143,25.5727509002581,22.4485586147943
"FLG",15.6862724944039,15.8681730311044,15.2486905540967,15.5091801509504,16.1728201321936,15.0502765531308,15.2486905540967,14.5659012611244,15.6051173482636,15.9271911908735
"PRNP",962.679441806843,237.970250101582,193.105678207558,160.983362983456,222.397157677426,1053.33552064102,286.400569406297,313.051570379683,776.838094023472,816.004829867314
"ST3GAL4",27.0460308005114,32.3265191298179,26.7164458427378,33.2810507091369,27.7318661756817,31.3634449698432,29.3269742418241,28.3356470255728,27.9488718385045,26.685592161798
"WEE1",294.326867326747,180.465150752142,121.489114600281,163.622063008284,118.408316776299,473.160815253097,240.377222300258,160.894275735882,362.387221559717,352.915157071125
"IGFALS",46.3453542866831,109.771560828402,103.102449163551,139.076897698414,89.8105445017682,79.2010577756026,54.1081463231602,61.8741741248459,68.9184622496001,60.0588083071212
