"","GSM609366","GSM609367","GSM609368","GSM609369","GSM609358","GSM609359","GSM609360","GSM609361","GSM609362","GSM609363","GSM609364","GSM609365"
"HIST1H4A",36.8563987865691,39.5357252549083,37.3956675962787,50.8151351256875,39.5418633127319,60.2680257546496,34.2452936691984,49.5167345141875,58.1506278342591,63.1956002190527,45.6767414087626,88.1730808136992
"GUCY2F",17.1453914142566,19.5518827834026,20.4074439107877,19.8776748998604,21.2688446893349,17.1106789400027,15.8902065095602,19.3396842139977,19.572080207099,21.1566403613653,17.7808664579577,18.5218936249087
"CBFA2T3",421.825190164527,426.265596736475,275.230689122114,289.745696644928,779.895268815879,236.506578846862,405.718067761786,379.668441458196,373.991225476544,243.093370947569,296.755652116482,207.115348109079
"CCR8",26.9808821051748,22.5136646698895,29.2047778569214,29.0133489641419,25.7648718914065,27.7003861727428,25.3217322106053,23.8154218380625,23.0022201630835,33.1681714748492,27.4503748871336,26.6308999702464
"PAX7",53.1238471063798,67.0406786341816,43.8558904079818,49.2236075750737,51.7199501319954,43.8018448636136,54.7635470779391,64.3187894696007,54.3434661215089,44.155207749394,43.2669689868919,41.2401812719779
"GTF2B",3696.23610603494,3995.98455057043,3306.75244715352,3733.11503429481,1369.13745654997,1974.38447487355,3152.67703414219,2515.6145504267,3315.0469555263,3247.25197152675,1782.38713582002,4253.06863004841
"REV3L",678.614544539606,709.293194442451,594.690747300926,755.585581257651,626.52533447458,406.38375190715,637.90621134493,741.727884268039,501.645362842219,569.322877699665,456.83205592485,519.503205925301
"DGKD",424.406211177891,481.621732194242,735.572877725517,554.919286026988,392.762896379614,487.239544395118,354.743662616628,295.671338818627,393.576198177318,468.743666430807,344.86450342782,356.924195205055
"CCL7",21.8471029237148,23.2660688123176,23.9125076665678,20.5225566862172,22.5662129749217,29.6729094927423,22.3971520754652,24.3615005522068,21.8978902636184,23.0181170106492,22.3575154825134,24.257852230255
"HIST1H4D",35.7075561218544,40.277602995955,40.1750594597014,42.5515224831323,57.727953640066,45.7379652269164,38.310815930604,50.4192629389972,124.829969370717,65.5457821791039,53.347562856543,55.4898360383479
"AURKA",551.039046793408,521.8255876396,160.864876630767,180.583978042793,339.195569823334,447.541358611893,615.527684572205,548.989544440933,453.694833591863,515.106038713403,597.447877966889,1197.23934431484
"ZNF442",25.5226348946462,21.410424501386,32.8451038278859,39.4021972716896,28.2005181400252,24.8527696172901,29.3199411777812,32.4018910386632,40.7861296576987,23.6406344678084,31.6073000522292,35.0984457119968
"CFHR5",13.8635485056838,13.7625704806301,15.0319435920588,14.5750376493505,13.3744033288294,13.7526040012737,13.1123106643788,14.4573625300821,13.9296892029579,13.8964839760891,15.1185556261623,13.9296892029579
"AIRE",73.6766814595105,76.9623484257147,158.174297807454,111.686928204594,73.9540872799026,87.0014540063077,60.8441845287087,88.2672816560169,68.3204137563157,98.2410591113545,104.321617100558,83.0309216908095
