"","diseases","controls"
"GSM217766",0,1
"GSM217767",0,1
"GSM217768",0,1
"GSM217769",0,1
"GSM217770",0,1
"GSM217771",0,1
"GSM217772",0,1
"GSM217773",0,1
"GSM217774",0,1
"GSM217775",0,1
"GSM217776",1,0
"GSM217777",1,0
"GSM217778",1,0
"GSM217779",1,0
"GSM217780",1,0
"GSM217781",1,0
"GSM217782",1,0
"GSM217783",1,0
"GSM217784",1,0
"GSM217785",1,0
"GSM217786",1,0
"GSM217787",1,0
