"","GSM368649","GSM368650","GSM368651","GSM368652","GSM368653","GSM368654","GSM368655","GSM368656","GSM368657","GSM368658","GSM368659","GSM368660","GSM368639","GSM368640","GSM368641","GSM368642","GSM368643","GSM368644","GSM368645","GSM368646","GSM368648"
"ESX1",90.7354176739719,92.6671849076299,86.8375402962357,83.931166051008,95.0599537924512,86.0851572044472,95.0491646846586,92.1770048740293,87.5425885547709,79.7004461205189,91.3505972391872,83.1197090837663,103.480794824091,85.0135371800546,87.6797534520105,96.4771412834617,88.3468460679329,94.1847244315455,86.4330944782053,96.3377702311561,95.0491646846586
"FAM167A-AS1",37.0331845704358,33.5054949896676,33.9411335567831,34.9762927900389,32.8982727476175,31.01230822879,36.5971326992894,37.8162742416296,31.9684056213096,32.6843264944039,31.362740384794,33.8650215514277,30.9562504118786,34.7479367578989,32.2796713401806,31.7090449479765,37.6820541847156,32.9688571380938,24.6310761862118,31.9889219335916,32.2753129522295
"DNAJC5G",125.948020604472,130.548347629858,117.635923764413,118.38433322417,132.257683009116,113.202428051943,134.647644205821,132.32812791486,123.086462433054,127.51320883633,129.611067585734,131.418134326585,113.490908123956,122.426885400353,124.221136936312,129.468710734995,143.769019344037,114.285887530763,108.417056212057,93.23908552643,101.128864702397
"MBD3L2",89.1576748140543,80.9858363127577,80.9858363127577,67.0354302960473,80.9858363127577,81.9791126216623,80.3180333227245,103.701278663966,77.0026502548858,93.9883136272194,87.8109306861415,77.0597010450427,82.4423321897709,93.0971235904901,77.6465120246256,72.439299244459,76.457089818302,79.0194765623025,54.4570984691361,77.4885276195605,66.5515390610029
"FAM46D",16.9431659603524,16.2729968472469,17.5824505655043,16.3925010660281,19.0471712158257,15.0257561219826,17.4545162314267,16.778656458195,16.778656458195,14.9495216055241,17.6531858009662,16.7856253312433,16.5895578632893,16.4846452928994,17.5791183172345,17.291617656365,17.9044277123016,16.778656458195,15.5738016151517,16.699205468874,16.6859059455735
"SERPINB11",29.4850072277874,29.5209966407464,26.8478753113264,26.949683571362,31.4038671410391,27.9977780884268,36.1535676955034,31.8175479767415,29.0796420554078,28.5363362147659,27.9497607658906,29.8910093088424,28.5728425030635,30.3505976904774,28.0140512900172,28.5358270148776,32.5946629447781,26.8248347982866,25.995313657829,24.3473953422024,28.5363362147659
"LACTB",60.4054993703602,51.7563901898716,50.3210968244449,63.8232989561476,71.4501827751345,111.329705497405,52.3045696172784,62.1697701481686,74.4655709883277,95.4498314859099,87.3276537941389,72.88951985867,146.369331535056,139.75816603249,77.4101543492959,87.5209216608439,139.155402285584,130.720006296461,133.302635766245,170.516897412236,179.716298460825
"BNC1",13.7619607684778,13.0534882921284,13.7619607684778,14.624805577171,14.6278107741722,13.2526920550253,13.5618313683427,13.8341715552008,15.0825274263703,14.9906758162364,14.4309237209088,13.9182737078364,14.9120221915907,15.7857533330427,13.5076663112062,15.1631488280791,13.5704281900689,13.6023931852043,13.4228469242936,30.6953643395466,240.894697367304
"IDI2",140.886290111208,127.341671101583,121.89900561882,125.015668180832,126.601836539165,115.280100092617,167.533016204276,142.7870555849,123.482167797359,124.594770108013,128.45863224717,133.410035757899,137.155235064578,138.261665164269,138.745306332859,121.047338859219,144.687994940977,137.822845597144,111.222987628937,105.481710156621,121.455631365406
"SLAMF6",529.213486438035,333.759835584287,303.812494835826,312.589327302851,332.684876947826,283.110447759907,475.667491699085,474.791054094869,403.161385289465,409.210026314892,395.445721651324,372.457720762782,351.421203320006,459.961024435042,308.82971800998,365.216961002389,555.532042055059,292.445840945105,313.907159789899,326.416706410467,371.671896066413
"GPBAR1",174.690233550258,171.369408207911,187.216079894677,146.055282865236,157.204117480403,138.896960606718,148.979709921607,158.308851621098,150.549413764913,125.725121232287,152.002991196194,139.828473472164,146.093730825984,154.652708585933,173.391149353639,143.453044306632,150.770435526957,159.188859549208,145.241220994087,144.557705440478,152.022391492631
"BRSK1",266.370768692604,208.166945413269,208.175664730893,214.403729801637,199.879838964426,202.241498945077,243.818239471212,254.163884542829,240.753828252696,349.029149350593,247.124638104753,245.364907205173,297.612904274343,281.094326489666,235.012559106843,282.007681391981,281.68106180557,238.812241089265,198.638509739972,237.396097728817,245.521645461839
"CRB2",52.4481804403551,78.7229743960078,39.7405611974327,37.3587390036636,40.6889478129933,71.4392550568686,41.2899638297258,47.47218114612,47.5811982217696,44.9519239553208,57.5548273587198,54.4242862405946,38.5376095306456,41.4254027039873,34.1821663325814,35.2689884833606,44.3538183095853,35.1090365322087,38.8476980224584,34.2400950013137,37.9009714570045
"WBP2NL",23.9674626853278,24.0599282377014,23.4684933660643,22.9734450908735,26.2062251938447,21.4586957973465,27.8520080627266,25.7901814281561,23.2985557894737,23.0667191962418,23.6631648075244,32.1241533727374,19.9340293822496,21.9782517396575,21.1531907177666,21.6424112558905,25.0658806111067,19.6042257167891,23.2985557894737,19.8156794839251,24.4857640674909
"ACVR1C",106.764591356777,66.8308577355004,56.3620184531172,57.0325858979167,68.2865139515043,79.9105368046697,86.3043225107028,80.8946888475727,92.0068624478546,76.103872347902,93.7246866820893,76.7130610761392,82.5915499412499,66.5629847729759,54.0012191929436,68.748917055012,73.1447580224965,60.2746403126045,60.2670084097358,60.8698620461004,90.3285708147826
"ART5",199.071834520679,243.600875442194,175.817048787251,181.870602368967,192.446724800884,163.818555089622,206.747557329179,185.680380962506,184.330560249768,176.962793975617,230.106559415028,173.533226187113,177.410839353863,183.141746846131,174.978782501347,206.583397143938,192.803410401415,184.330560249768,184.330560249768,162.931950037975,150.155404767636
"FAM71C",85.8765811512284,87.1559755401433,97.9873400705121,89.9332415723787,74.6273425719715,89.1397246139391,97.083751414789,91.3873423197177,89.06280055013,85.28542463204,90.2024731387761,90.8965430889116,111.313864089685,105.882605721522,90.8965430889116,93.4297942043292,108.088196814852,100.256538528618,90.6416274043822,86.2589692623067,77.8775323652653
"NLRP11",33.341057450803,29.7452758051183,26.9408826730487,24.640323246829,30.3476260610121,30.256965080972,30.919738614205,29.9844667688173,27.9108725606497,28.2633217832717,33.6344198057967,26.0696325072336,33.3234985515668,32.9826235032257,31.2741195527536,66.6342951124742,29.7344824607518,32.3325110496625,37.7428474903333,23.2319928784057,30.1094919018929
"IQCD",73.0202839456137,82.4454970367226,101.384106360929,74.108745821653,75.9201331314615,80.0073390250941,76.8952023484986,82.8582640041913,79.7194757752191,86.0540771312898,81.9427424804071,82.8336763353921,67.7053933167788,85.9545612288167,78.149559581272,69.8477385248222,75.9201331314615,81.8471703023853,68.4475910138543,56.1876302615222,67.2514460933728
"SERPINA12",120.933342137406,122.110264415291,108.737647777025,103.209844368374,108.648795851554,110.887574083163,111.820199942784,114.16551741421,106.148863234696,102.205311582199,108.648795851554,112.333491450418,102.635228650813,108.648795851554,114.433887750389,115.288726771499,115.098549464128,108.732234483715,106.815599786493,108.948365590738,84.491936487986
"BSND",237.330892448104,259.627555758794,309.615469010217,215.423083168819,249.910758803421,330.453710455329,280.448241562739,254.577550147766,230.88708296254,305.158992704636,252.387997211712,230.88708296254,161.664241593209,205.567269040882,150.025630683315,143.610822233659,166.937814485677,175.440640817019,118.201208479338,113.176161638165,132.181599790975
"PRSS36",111.152319950577,126.23653314502,117.432633611777,114.396418603545,121.108590937358,118.746828698181,118.602553514225,108.042795956162,120.485302530895,111.240800097434,128.386853990188,112.511855706439,123.469561408186,134.447987264273,141.563654178155,136.175930630229,130.108228111189,152.935012539344,159.943629421704,163.934233821556,171.279431562299
"ZDHHC15",30.7508688763872,25.0299813839078,30.9469756506918,38.9778687058479,31.9839457840277,27.1697731088383,28.7848896625734,33.6727359819376,30.5650513144012,30.3065505644027,31.2463027535728,35.8548999849465,25.3355271148538,28.446135341296,35.49505434628,28.7848896625734,24.1213124356138,41.1765864693902,24.4119379073308,20.6823004510868,18.5509867889863
"NUDT9P1",28.5067166543879,30.3669187346478,34.772027700605,33.1303950903172,33.5685402474033,33.1903379837229,30.1181093466762,45.5897260307413,31.5396941014132,27.2917663869842,27.3593806605888,28.2277658720419,29.7339381805263,30.3669187346478,25.2957140757063,26.0255181268979,28.3478892942881,29.3038227910848,30.9028989407103,32.524771124455,27.6693911410734
"BTBD16",37.3447819502718,33.0569210125398,36.0540027297695,30.1879918883463,33.4509776130208,38.360676465229,36.0888417826514,36.3531925106632,36.3709687210455,33.7212856958846,39.2236699367355,31.9176867486006,42.1270690470822,48.9494133299561,50.9945624627071,47.1473056931372,41.3191005404553,46.8918084851931,58.2722312986321,62.1748082650156,80.5817500547869
"RTP3",42.0023908152912,41.5051606919257,41.5051606919257,35.6717721730017,43.4375034059607,42.2443725237765,41.5777650544609,42.514819598184,41.1544692676406,37.8145134917263,51.2016224965781,36.0453646883965,41.5051606919257,44.0889354597791,43.7927884054393,38.6163856027752,42.124313449636,46.829182347942,40.8247260694968,43.5935286236209,40.5758966912654
"ALMS1P1",69.6358041519711,91.7468633837327,80.1140052710843,75.4362973758678,70.9838409190336,76.5167887213095,70.994119528891,77.2133375529259,69.5682990457971,61.6621542060383,77.1567419556409,69.6358041519711,65.467723706874,65.911268190425,76.0587835591328,66.9193045843739,68.5597341135343,73.2179192994231,70.0388587682821,65.64458421438,75.8803057163903
"MYO3B",207.728166856881,56.8971229585954,73.8532377726006,123.714627669844,79.9105368046698,64.439507949226,56.8704221666061,82.602122930848,74.6945544694783,69.7783787043024,50.1702025167483,99.5837276490547,33.5692910962704,38.2898038257284,41.1585187084863,40.3642910994579,38.0969516325036,37.9525899882641,51.9639038079887,23.9600655964504,33.0723056188231
"TRIML2",80.9414660713511,83.8488236960658,80.4287967256186,71.8939954883271,72.4674444348223,93.3607419657541,80.9414660713511,82.3494306109942,81.8120449246878,74.5310862768807,107.613710066689,73.5910125133819,94.5503729123842,88.2492085996792,91.5485202515774,80.7126228575256,86.9399996293673,95.3364654074803,67.1393413625957,63.5688985044296,77.983795983999
"ABCC13",28.5043570387718,30.9566093955785,23.732059101696,21.934333205441,23.3232075649068,23.2540124575363,27.6708786413853,23.9271997606223,24.843063305399,31.279365428454,23.7913543136946,26.9627397854965,24.6831206469468,33.5407454405626,31.5901542810655,29.8820299845006,22.6219016448053,30.7865357708548,19.7833728510602,21.298714987766,24.843063305399
"IL12RB1",34.9516661032822,42.8718303741487,39.6943817466384,43.2204225311643,42.2259482651904,39.5129589033459,39.214507890702,39.9649080446822,46.1845473930975,33.3785158997261,46.767729025813,33.3895751520317,59.3745825519757,63.5338583573359,51.1196206544316,62.3110389935488,62.8021177431157,65.0597575990179,104.076680978313,78.6676218934462,67.3133898625962
"GTF2A1L",20.4605238005997,20.2337211342642,21.1515636611702,20.4073669610243,19.7669861782582,18.866094431463,23.0954997329316,19.3409682634302,19.1933745273631,19.8458031270034,19.8869923461081,21.6298483161538,20.1451263418063,19.539194916003,20.3427276273244,20.7863125201538,22.6569463208757,19.7872038104773,20.7387424839831,21.886796658939,18.9167639173182
"MMP21",13.6447002717647,15.1340521938288,13.4799813628283,12.8260255583777,13.7859398591991,13.4799813628283,13.1363312735847,14.9226858878543,13.4799813628283,14.1385549020594,13.2056123001297,13.5442543604603,12.6475766490022,12.7731974905974,13.5841509605227,14.3470595799237,14.1936011150006,13.6329782250351,13.3914511736943,12.8188244584128,12.4617391100847
"TMEM190",86.7962562908915,112.444035494961,106.127664857102,95.4627522333925,96.6336747637206,91.36835567474,82.9443786719683,78.4455422433802,77.7915857791302,74.0749388141186,97.9848740529047,72.8160922501709,77.2166149936566,84.8570368781341,98.0240542546183,81.5537790455629,86.7962562908915,90.176285355791,84.8060369722833,94.0492720551456,87.7314783097489
"GAS2L2",198.354329781898,227.503292714005,238.391254497452,200.342637473719,202.83806306328,199.874020013199,197.212886308569,221.176224812473,230.222903314591,199.798414380176,259.527413044893,198.239688446826,211.014359562017,225.950358219095,234.155361283421,213.984756343533,197.847694327916,234.886894068199,198.684688655861,170.35673194924,205.619853943021
"KCNG4",104.728569273665,116.997864801073,91.1080276020902,96.2559995489422,98.9508588890633,86.224587339368,109.462204856163,112.309044895741,100.379136592021,89.8533335307483,93.6559144625845,96.9274394972689,90.4532279089574,99.0899406157988,98.6006505780385,110.766305979728,118.861486439795,95.8080293544581,94.6809169539088,83.5774913608738,90.3323449502007
"PXT1",52.9475274576704,50.8153274557395,54.9107638433714,49.278250963729,52.8370020779966,49.2302737448941,54.047403786608,50.780175776634,50.3127602287576,51.8103539436326,54.2148497827812,51.2683261548727,54.7049190325199,55.3675270790983,48.6133629468699,55.6735709045899,54.1696952610392,58.9265473153163,54.3479839111087,45.6199862663474,49.7056031023943
"WFDC11",68.3176214791635,77.3652316325195,74.1186587716799,75.8489219622248,74.3717692085527,77.1511876333005,76.8535695346894,81.0918169262653,74.1106776939049,73.9161739239427,76.4599801699543,77.9293250518966,88.9739447745825,81.7909170068189,84.6172505798124,72.6172904561356,78.5038118700278,79.4786593702257,76.8535695346894,71.3051253718789,99.5774342406707
"SPRR4",461.646182053175,414.287076855196,450.000355224325,412.838673142499,422.233738304198,392.936329876287,429.352053441804,432.420654274483,430.181772529178,344.362660507903,469.424397072878,431.260451233955,367.332303970673,415.651243192847,393.734600089966,404.532789317003,436.838673142489,355.37862925458,325.60057811207,392.663517076946,312.076356023948
"HSH2D",49.3709930903196,43.3630139447782,44.3446760017075,40.561172949317,40.7350797106036,42.1746282779689,45.002505048695,50.7736322555493,43.3630139447782,42.0846826031252,41.7783630020986,43.3630139447782,61.2819988945329,44.3426266758632,37.6646115944132,42.5594854902956,45.4266146991444,58.7864538914094,43.3630139447782,40.497373346439,40.2988260462073
"JMJD1C-AS1",76.7915888002173,104.043717016343,94.5173986959116,73.0254064268092,90.2655418659346,76.1441387204367,75.9883428212232,81.7909170068189,83.7956950870633,72.1205330285377,78.5678561154764,81.7909170068189,79.7812801388243,79.1586569508473,90.2380059784058,85.3940257837129,82.663172468738,78.4270239730665,81.7909170068189,77.7436369180133,86.614793268428
"RFX6",15.7675686326907,16.1235113859523,15.6662772937785,14.8278446489037,15.9816725713302,15.0247449357565,19.8458031270034,15.9293736126491,16.8724192910356,15.8620346146488,16.4084704002481,17.6775714418126,16.7070417176617,16.6187670590747,14.6064003113806,15.8620346146488,16.2195658423654,14.0559463298392,14.5376755262517,13.9626539817487,12.6612124820036
"DIRC1",15.1798413358655,15.77869162281,13.663743358442,13.820353692314,14.2162856672052,14.152707546177,13.9916905557345,16.2416984218191,14.3160581161912,15.077167509493,14.0167835471545,14.1936011150006,15.5127365936182,14.152707546177,13.5807447091921,15.0727263254414,15.4997607958556,14.6569842617433,12.6466413612151,13.4299988422466,13.0744642505502
"DNAJB7",14.5978933421889,15.4868308215706,16.689927146383,14.6863670056647,15.7133427976575,14.9132924406214,14.3077013612722,14.9132924406214,14.7380660652357,16.3801639573488,15.2081289781431,15.6860531840823,14.3386300121351,14.9805145078336,15.6621227852085,14.3269435314264,15.0681810386834,15.9132362953517,13.7246285648692,14.5331119613788,13.6702278308326
"UCN3",182.096067801169,200.431642062676,166.451912605229,149.275853643575,147.822998241062,153.489933418195,202.63694035357,199.449289128273,171.147064988862,181.781702554083,204.069584015699,173.761295988471,164.606659205487,172.858633219545,172.447903167318,176.043340903308,173.121857491331,145.825802773928,118.065529160273,118.048973777109,137.902639318886
"SENP8",52.6831043024695,56.3430836785396,40.7830478275446,50.2078634853839,51.8908748757058,54.862637322363,55.7940499310148,46.7841294069497,45.1854240552816,46.1639399409312,47.4920429082498,53.1710911463671,63.1589871666673,52.3559785990405,50.3851648143841,66.8025740788465,56.0939610333038,40.572310457874,42.781312670237,35.723952298244,45.3676710389463
"TUBA3FP",206.969707763492,205.604952039129,200.654605733721,186.82104144122,199.31715536583,197.816231477112,204.723615828828,203.392386463404,220.225768745225,191.79866790303,247.187107745385,199.068426367663,174.865097783276,189.610719317168,193.138099286077,208.142692107082,231.027959194025,189.545026215111,160.294242239269,184.025967036605,170.061671075418
"RHOXF1",115.660888465426,116.752461444554,100.662537732264,103.149468274433,82.9874867513004,111.157570112631,110.92554963337,96.7476147400678,100.628261079284,84.8296790606758,118.206205892506,103.589391804047,105.802030502567,108.81572481013,96.5166312424016,110.854798318167,132.351203388781,90.1146869295955,97.0331121401357,89.393598237717,117.11349260586
"DHH",28.3633604784901,37.2167781259529,32.8848074363738,27.8554095306306,30.4091966994471,25.4155464056008,31.0662818885015,37.2616879501308,30.5085705996395,31.0574573050418,29.366670370793,29.7031365986892,31.4941197586651,33.5869388675313,35.0414227114549,30.3555812592453,35.0160163802977,34.4270027020137,28.7050084197758,35.913140670634,24.0589560756494
"KLHDC1",200.877722604395,101.282208809161,159.184326848552,173.384791166295,139.879337108983,132.57518307582,182.569226581247,162.549192682131,166.203224442954,136.423816860579,132.57518307582,171.849521346703,81.359047949252,101.50430627202,89.8370588197765,135.445379884388,108.297628053044,81.8849042031681,158.967082124768,113.065056800277,108.560610091399
"C2orf15",15.8957995540089,14.7100027516101,21.1604007852104,18.4967791567022,17.0555065911963,16.727156927214,15.2950346342,18.7002974663618,15.8281325124842,18.8266862379437,14.5446759922787,17.5640223235566,18.6501582978584,15.3212889738258,13.3099183451367,16.1071668981512,15.6892031004638,15.677696784959,14.2633355408611,12.3288604842863,14.7100027516101
"KCNH8",23.4618447342283,23.4873380561648,22.2397851485064,22.6844142031001,24.7005143372477,19.8682063635838,25.0281849335341,22.378694671706,22.5216613387051,19.9243216866896,20.4463302619652,21.5131633410005,22.378694671706,24.2729389729069,35.6840246384,21.9532951544041,22.7450146407813,22.1374020041955,22.1098360837474,19.796713078612,17.2946743439632
"SLCO6A1",38.0090372046223,40.8555920215912,36.564662983159,35.3825387303374,37.3243025503919,37.3793776801234,40.137226468194,41.4783272213331,36.8053676572262,39.9716216549877,39.2236699367355,38.2010573698303,45.9188792537277,39.2236699367355,40.0728296831735,39.293847912301,44.085241794796,35.8767818122757,40.0004256411027,38.121012887722,35.630084385012
